MAG,cohort,domain,phylum,class,order,family,genus,species,totalLength
AZC7E_100,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-485,CAG-485 sp5,3466605
AZC7E_101,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum intestinale,2721322
AZC7E_102,AZC7E,Bacteria,Firmicutes_A,Clostridia,4C28d-15,UBA3700,,,1701095
AZC7E_103,AZC7E,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,,2904396
AZC7E_104,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,UBA3263,UBA3263 sp2,2102271
AZC7E_105,AZC7E,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-303,,3295919
AZC7E_106,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,,2847419
AZC7E_107,AZC7E,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,DTU089,Eubacterium_R,,2126123
AZC7E_108,AZC7E,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,,3098778
AZC7E_109,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,,3929573
AZC7E_110,AZC7E,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Savagellaceae,Savagella,Savagella sp1,1384927
AZC7E_111,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,CAG-1031,GCA_002492665.1,1907687
AZC7E_112,AZC7E,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,,,3610285
AZC7E_113,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella sp21,2751054
AZC7E_114,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,1734566
AZC7E_115,AZC7E,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,,2242971
AZC7E_116,AZC7E,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,CAG-239,CAG-495,,1375620
AZC7E_117,AZC7E,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,,2133318
AZC7E_118,AZC7E,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,,,879295
