gene_callers_id,source,accession,function,e_value,split,start_in_split,stop_in_split,percentage_in_split,MAG
75533,CAZyme,-,GH161.hmm,1.5e-14,CP_000000000748_split_00001,9202,11899,100,DA_MAG_00039
76310,CAZyme,-,GH164.hmm,1.6e-13,CP_000000000760_split_00002,16504,18505,100,DA_MAG_00003
81035,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.1000000000000003e-44,CP_000000000834_split_00001,4248,6435,100,DA_MAG_00088
85446,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.4999999999999995e-39,CP_000000000908_split_00002,8096,9083,100,DA_MAG_00053
74182,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7e-38,CP_000000000728_split_00002,10282,13333,100,DA_MAG_00004
84510,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.9000000000000004e-38,CP_000000000891_split_00001,23983,25003,100,DA_MAG_00111
72407,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.2e-38,CP_000000000701_split_00001,23219,23993,100,DA_MAG_00102
84511,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.2e-37,CP_000000000891_split_00001,24983,25988,100,DA_MAG_00111
73324,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.4e-37,CP_000000000715_split_00001,21389,22346,100,DA_MAG_00126
72260,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3000000000000002e-37,CP_000000000699_split_00001,22036,22969,100,DA_MAG_00027
84509,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.5e-37,CP_000000000891_split_00001,22968,23991,100,DA_MAG_00111
84500,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.2e-36,CP_000000000891_split_00001,12914,13940,100,DA_MAG_00111
77017,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5e-36,CP_000000000770_split_00003,7569,8562,100,DA_MAG_00012
80116,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.8e-36,CP_000000000818_split_00003,4074,5025,100,DA_MAG_00087
76612,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,9.6e-36,CP_000000000764_split_00002,18502,19465,100,DA_MAG_00068
92012,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.6e-35,CP_000000001020_split_00003,2199,3174,100,DA_MAG_00076
92917,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,9.4e-35,CP_000000001036_split_00003,4137,5256,100,DA_MAG_00006
91038,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.4e-34,CP_000000001004_split_00002,15597,16641,100,DA_MAG_00082
77271,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.4e-34,CP_000000000774_split_00003,4159,5092,100,DA_MAG_00102
76607,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.7000000000000003e-34,CP_000000000764_split_00002,12726,13716,100,DA_MAG_00068
79205,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.3e-34,CP_000000000804_split_00003,11569,12523,100,DA_MAG_00122
91035,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.2e-34,CP_000000001004_split_00002,12452,13451,100,DA_MAG_00082
81619,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.9000000000000004e-33,CP_000000000844_split_00001,8878,9850,100,DA_MAG_00015
73325,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4e-33,CP_000000000715_split_00001,22356,23343,100,DA_MAG_00126
88672,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4e-33,CP_000000000962_split_00003,16497,17448,100,DA_MAG_00103
92013,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.8e-32,CP_000000001020_split_00003,3170,4145,100,DA_MAG_00076
91034,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.7e-32,CP_000000001004_split_00002,11502,12471,100,DA_MAG_00082
91037,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7999999999999998e-31,CP_000000001004_split_00002,14656,15640,100,DA_MAG_00082
81036,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.8e-31,CP_000000000834_split_00001,6441,7440,100,DA_MAG_00088
77258,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.2e-30,CP_000000000774_split_00002,11683,13417,100,DA_MAG_00102
73326,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.2e-30,CP_000000000715_split_00001,23352,24342,100,DA_MAG_00126
83514,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.6e-30,CP_000000000874_split_00002,13778,14774,100,DA_MAG_00046
77254,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.9999999999999996e-30,CP_000000000774_split_00002,6598,7591,100,DA_MAG_00102
93142,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,7.6e-30,CP_000000001040_split_00002,18790,22174,100,DA_MAG_00008
80115,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.1e-29,CP_000000000818_split_00003,3142,4072,100,DA_MAG_00087
77259,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.3e-29,CP_000000000774_split_00002,13441,15727,100,DA_MAG_00102
73283,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5999999999999999e-29,CP_000000000714_split_00002,18562,19303,100,DA_MAG_00019
75644,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5999999999999999e-29,CP_000000000750_split_00001,3284,4214,100,DA_MAG_00057
74185,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.6e-29,CP_000000000728_split_00002,17542,19420,100,DA_MAG_00004
77013,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3e-29,CP_000000000770_split_00003,3854,4895,100,DA_MAG_00012
73321,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.5e-29,CP_000000000715_split_00001,17691,18657,100,DA_MAG_00126
89477,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.200000000000001e-28,CP_000000000977_split_00002,2685,3624,100,DA_MAG_00080
81774,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.9e-28,CP_000000000846_split_00003,10854,11868,100,DA_MAG_00095
75756,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,7.600000000000001e-28,CP_000000000751_split_00003,10429,11359,100,DA_MAG_00078
85240,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.2e-28,CP_000000000904_split_00003,3067,4036,100,DA_MAG_00036
76734,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.9e-28,CP_000000000766_split_00002,16458,17391,100,DA_MAG_00057
77018,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.1e-27,CP_000000000770_split_00003,8585,9554,100,DA_MAG_00012
77427,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.1e-26,CP_000000000776_split_00003,16653,17706,100,DA_MAG_00007
77252,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.1e-26,CP_000000000774_split_00002,4738,5716,100,DA_MAG_00102
83334,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,8.5e-26,CP_000000000871_split_00002,18068,19085,100,DA_MAG_00092
84336,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.3e-25,CP_000000000888_split_00001,3056,4046,100,DA_MAG_00122
77261,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.4e-25,CP_000000000774_split_00002,17459,18149,100,DA_MAG_00102
79187,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7e-25,CP_000000000804_split_00002,6246,7065,100,DA_MAG_00122
84742,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.8e-25,CP_000000000895_split_00002,4818,5706,100,DA_MAG_00028
72427,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.3999999999999994e-24,CP_000000000701_split_00002,15072,15996,100,DA_MAG_00102
85229,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.3999999999999995e-24,CP_000000000904_split_00002,11900,12989,100,DA_MAG_00036
78556,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.899999999999999e-24,CP_000000000795_split_00001,14691,15729,100,DA_MAG_00062
75395,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.0000000000000001e-23,CP_000000000746_split_00001,2874,3771,100,DA_MAG_00065
77264,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.2e-23,CP_000000000774_split_00002,18950,19871,100,DA_MAG_00102
86660,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7e-23,CP_000000000928_split_00002,6,975,100,DA_MAG_00054
72744,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.9e-23,CP_000000000706_split_00002,3539,5519,100,DA_MAG_00094
72750,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.5e-23,CP_000000000706_split_00002,11280,13866,100,DA_MAG_00094
84911,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.2e-23,CP_000000000898_split_00003,4304,5024,100,DA_MAG_00001
81034,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.6e-22,CP_000000000834_split_00001,3284,4259,100,DA_MAG_00088
76399,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.8e-22,CP_000000000761_split_00003,13840,14809,100,DA_MAG_00038
80114,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.600000000000001e-22,CP_000000000818_split_00003,78,3135,100,DA_MAG_00087
80110,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.2e-22,CP_000000000818_split_00002,18571,19363,100,DA_MAG_00087
81443,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.1e-21,CP_000000000840_split_00003,10072,11041,100,DA_MAG_00065
75629,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.8e-21,CP_000000000749_split_00003,8536,9304,100,DA_MAG_00021
91987,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.8e-21,CP_000000001020_split_00001,18208,19468,100,DA_MAG_00076
90347,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.9e-21,CP_000000000993_split_00002,6,1284,100,DA_MAG_00029
88673,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.3e-20,CP_000000000962_split_00003,17461,18475,100,DA_MAG_00103
81613,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.4e-20,CP_000000000844_split_00001,2920,3892,100,DA_MAG_00015
86922,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.7e-20,CP_000000000932_split_00003,13310,14045,100,DA_MAG_00053
89903,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.4e-20,CP_000000000985_split_00001,15066,16035,100,DA_MAG_00124
82084,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,9.4e-19,CP_000000000851_split_00002,16965,17838,100,DA_MAG_00008
91042,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,4.3e-18,CP_000000001004_split_00002,19587,20472,100,DA_MAG_00082
89907,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,2.7e-17,CP_000000000985_split_00001,19332,20298,100,DA_MAG_00124
76606,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.1e-16,CP_000000000764_split_00002,11707,12646,100,DA_MAG_00068
79186,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,1.5e-16,CP_000000000804_split_00002,5312,6218,100,DA_MAG_00122
77660,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.4e-15,CP_000000000781_split_00001,3335,4529,100,DA_MAG_00058
74413,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.7e-15,CP_000000000731_split_00003,21199,22924,100,DA_MAG_00021
72425,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,5.9e-15,CP_000000000701_split_00002,12816,13710,100,DA_MAG_00102
71110,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.2e-14,CP_000000000683_split_00002,18459,19725,100,DA_MAG_00016
78652,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,6.1e-14,CP_000000000797_split_00001,2,269,100,DA_MAG_00008
73311,CAZyme,PF00535.25,GT2_Glycos_transf_2.hmm,3.3e-13,CP_000000000715_split_00001,2006,3101,100,DA_MAG_00126
84742,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,6.5e-19,CP_000000000895_split_00002,4818,5706,100,DA_MAG_00028
92012,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,8.6e-18,CP_000000001020_split_00003,2199,3174,100,DA_MAG_00076
72407,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,2.2e-15,CP_000000000701_split_00001,23219,23993,100,DA_MAG_00102
74182,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,1.1e-14,CP_000000000728_split_00002,10282,13333,100,DA_MAG_00004
72260,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,2e-14,CP_000000000699_split_00001,22036,22969,100,DA_MAG_00027
85446,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,2.8e-14,CP_000000000908_split_00002,8096,9083,100,DA_MAG_00053
91034,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,6.2e-14,CP_000000001004_split_00002,11502,12471,100,DA_MAG_00082
91037,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,9.2e-14,CP_000000001004_split_00002,14656,15640,100,DA_MAG_00082
84510,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,1.1e-13,CP_000000000891_split_00001,23983,25003,100,DA_MAG_00111
73326,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,2.7e-13,CP_000000000715_split_00001,23352,24342,100,DA_MAG_00126
81619,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,2.9e-13,CP_000000000844_split_00001,8878,9850,100,DA_MAG_00015
73324,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,5.4e-13,CP_000000000715_split_00001,21389,22346,100,DA_MAG_00126
84336,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,8.1e-13,CP_000000000888_split_00001,3056,4046,100,DA_MAG_00122
75644,CAZyme,PF10111.8,GT2_Glyco_tranf_2_2.hmm,9.2e-13,CP_000000000750_split_00001,3284,4214,100,DA_MAG_00057
93142,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,9.599999999999999e-35,CP_000000001040_split_00002,18790,22174,100,DA_MAG_00008
88423,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,6.1e-34,CP_000000000958_split_00003,14491,16729,100,DA_MAG_00002
71110,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.9000000000000004e-28,CP_000000000683_split_00002,18459,19725,100,DA_MAG_00016
81035,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,8.5e-27,CP_000000000834_split_00001,4248,6435,100,DA_MAG_00088
91987,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,9.999999999999999e-26,CP_000000001020_split_00001,18208,19468,100,DA_MAG_00076
77660,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,8.899999999999999e-24,CP_000000000781_split_00001,3335,4529,100,DA_MAG_00058
81036,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,9.3e-23,CP_000000000834_split_00001,6441,7440,100,DA_MAG_00088
76734,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,8.7e-21,CP_000000000766_split_00002,16458,17391,100,DA_MAG_00057
75644,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,1.7e-19,CP_000000000750_split_00001,3284,4214,100,DA_MAG_00057
91038,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,1e-18,CP_000000001004_split_00002,15597,16641,100,DA_MAG_00082
77013,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.1e-17,CP_000000000770_split_00003,3854,4895,100,DA_MAG_00012
72260,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.2e-17,CP_000000000699_split_00001,22036,22969,100,DA_MAG_00027
84336,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,5.1e-17,CP_000000000888_split_00001,3056,4046,100,DA_MAG_00122
90347,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2e-16,CP_000000000993_split_00002,6,1284,100,DA_MAG_00029
77017,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,6.4e-16,CP_000000000770_split_00003,7569,8562,100,DA_MAG_00012
85446,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,6.5e-16,CP_000000000908_split_00002,8096,9083,100,DA_MAG_00053
89910,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,6.6e-16,CP_000000000985_split_00002,575,3638,100,DA_MAG_00124
84509,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,7.3e-16,CP_000000000891_split_00001,22968,23991,100,DA_MAG_00111
74185,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.4e-15,CP_000000000728_split_00002,17542,19420,100,DA_MAG_00004
92012,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.6e-15,CP_000000001020_split_00003,2199,3174,100,DA_MAG_00076
91037,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,4.5e-15,CP_000000001004_split_00002,14656,15640,100,DA_MAG_00082
91034,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,5.5e-15,CP_000000001004_split_00002,11502,12471,100,DA_MAG_00082
76612,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,7.8e-15,CP_000000000764_split_00002,18502,19465,100,DA_MAG_00068
84511,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,2.7e-14,CP_000000000891_split_00001,24983,25988,100,DA_MAG_00111
84510,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.9e-14,CP_000000000891_split_00001,23983,25003,100,DA_MAG_00111
73324,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,4.2e-14,CP_000000000715_split_00001,21389,22346,100,DA_MAG_00126
81774,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,4.8e-14,CP_000000000846_split_00003,10854,11868,100,DA_MAG_00095
92013,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.3e-13,CP_000000001020_split_00003,3170,4145,100,DA_MAG_00076
79187,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.3e-13,CP_000000000804_split_00002,6246,7065,100,DA_MAG_00122
76607,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.5e-13,CP_000000000764_split_00002,12726,13716,100,DA_MAG_00068
77271,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,3.6e-13,CP_000000000774_split_00003,4159,5092,100,DA_MAG_00102
92917,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,4.6e-13,CP_000000001036_split_00003,4137,5256,100,DA_MAG_00006
81619,CAZyme,PF13641.5,GT2_Glyco_tranf_2_3.hmm,9.1e-13,CP_000000000844_split_00001,8878,9850,100,DA_MAG_00015
88423,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,8e-47,CP_000000000958_split_00003,14491,16729,100,DA_MAG_00002
93142,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,1.8e-21,CP_000000001040_split_00002,18790,22174,100,DA_MAG_00008
91987,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,4.4e-21,CP_000000001020_split_00001,18208,19468,100,DA_MAG_00076
71110,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,4.1e-17,CP_000000000683_split_00002,18459,19725,100,DA_MAG_00016
77660,CAZyme,PF13632.5,GT2_Glyco_trans_2_3.hmm,1.3e-16,CP_000000000781_split_00001,3335,4529,100,DA_MAG_00058
92098,CAZyme,-,AA1_1.hmm,3.8e-16,CP_000000001022_split_00002,5290,6235,100,DA_MAG_00060
92098,CAZyme,-,AA1_2.hmm,7.8e-21,CP_000000001022_split_00002,5290,6235,100,DA_MAG_00060
92098,CAZyme,-,AA1_3.hmm,2.5e-23,CP_000000001022_split_00002,5290,6235,100,DA_MAG_00060
90764,CAZyme,-,GH13_10.hmm,1.5e-45,CP_000000001000_split_00001,10670,12782,100,DA_MAG_00065
86381,CAZyme,-,GH13_10.hmm,4e-44,CP_000000000923_split_00003,107,2231,100,DA_MAG_00060
79580,CAZyme,-,GH13_10.hmm,1.4999999999999999e-40,CP_000000000810_split_00002,16652,18524,100,DA_MAG_00075
76867,CAZyme,-,GH13_10.hmm,4.6e-37,CP_000000000768_split_00002,18695,20642,100,DA_MAG_00030
85189,CAZyme,-,GH13_10.hmm,4.7e-37,CP_000000000903_split_00003,6,2010,100,DA_MAG_00105
91401,CAZyme,-,GH13_10.hmm,3.8000000000000004e-36,CP_000000001010_split_00003,4744,6580,100,DA_MAG_00013
71851,CAZyme,-,GH13_10.hmm,4.9000000000000005e-34,CP_000000000693_split_00002,12403,15226,100,DA_MAG_00026
71852,CAZyme,-,GH13_10.hmm,1.8e-32,CP_000000000693_split_00002,15293,18473,100,DA_MAG_00026
72592,CAZyme,-,GH13_10.hmm,1.8e-32,CP_000000000704_split_00001,2873,4592,100,DA_MAG_00039
76868,CAZyme,-,GH13_10.hmm,9.6e-27,CP_000000000768_split_00002,20646,21987,100,DA_MAG_00030
78441,CAZyme,-,GH13_10.hmm,1.2e-26,CP_000000000793_split_00001,20765,22469,100,DA_MAG_00037
82642,CAZyme,-,GH13_10.hmm,1.0999999999999999e-25,CP_000000000860_split_00001,10496,12305,100,DA_MAG_00067
92758,CAZyme,-,GH13_10.hmm,6.6e-25,CP_000000001034_split_00001,1973,3662,100,DA_MAG_00086
79335,CAZyme,-,GH13_10.hmm,6e-23,CP_000000000806_split_00003,7630,9400,100,DA_MAG_00065
92815,CAZyme,-,GH13_10.hmm,9.2e-23,CP_000000001035_split_00001,2534,4271,100,DA_MAG_00071
87220,CAZyme,-,GH13_10.hmm,2.7e-21,CP_000000000938_split_00001,14254,16096,100,DA_MAG_00128
85190,CAZyme,-,GH13_10.hmm,4.7e-21,CP_000000000903_split_00003,2077,3439,100,DA_MAG_00105
75089,CAZyme,-,GH13_10.hmm,8.3e-21,CP_000000000741_split_00003,17276,19202,100,DA_MAG_00039
88560,CAZyme,-,GH13_10.hmm,4e-20,CP_000000000961_split_00002,2153,3689,100,DA_MAG_00026
92127,CAZyme,-,GH13_10.hmm,1.3e-19,CP_000000001022_split_00003,18462,20307,100,DA_MAG_00060
83720,CAZyme,-,GH13_10.hmm,7.9e-19,CP_000000000877_split_00003,8272,9583,100,DA_MAG_00027
86099,CAZyme,-,GH13_10.hmm,8.3e-19,CP_000000000919_split_00001,3701,5006,100,DA_MAG_00095
73072,CAZyme,-,GH13_10.hmm,4.5e-18,CP_000000000711_split_00001,17520,18942,100,DA_MAG_00108
91396,CAZyme,-,GH13_10.hmm,1.2e-17,CP_000000001010_split_00002,15893,19124,100,DA_MAG_00013
90520,CAZyme,-,GH13_10.hmm,2.2e-15,CP_000000000996_split_00002,2549,4040,100,DA_MAG_00110
90472,CAZyme,-,GH13_10.hmm,4.9e-15,CP_000000000995_split_00002,8325,10224,100,DA_MAG_00015
89037,CAZyme,-,GH13_10.hmm,1.5e-13,CP_000000000969_split_00002,6,6381,100,DA_MAG_00125
90764,CAZyme,-,GH13_11.hmm,1.1e-152,CP_000000001000_split_00001,10670,12782,100,DA_MAG_00065
86381,CAZyme,-,GH13_11.hmm,1e-149,CP_000000000923_split_00003,107,2231,100,DA_MAG_00060
92758,CAZyme,-,GH13_11.hmm,4.4e-68,CP_000000001034_split_00001,1973,3662,100,DA_MAG_00086
79335,CAZyme,-,GH13_11.hmm,4.1e-66,CP_000000000806_split_00003,7630,9400,100,DA_MAG_00065
75089,CAZyme,-,GH13_11.hmm,1e-62,CP_000000000741_split_00003,17276,19202,100,DA_MAG_00039
71851,CAZyme,-,GH13_11.hmm,2.1e-49,CP_000000000693_split_00002,12403,15226,100,DA_MAG_00026
71852,CAZyme,-,GH13_11.hmm,1.1e-45,CP_000000000693_split_00002,15293,18473,100,DA_MAG_00026
79580,CAZyme,-,GH13_11.hmm,4.8e-22,CP_000000000810_split_00002,16652,18524,100,DA_MAG_00075
82642,CAZyme,-,GH13_11.hmm,6.9e-21,CP_000000000860_split_00001,10496,12305,100,DA_MAG_00067
72592,CAZyme,-,GH13_11.hmm,2.9e-20,CP_000000000704_split_00001,2873,4592,100,DA_MAG_00039
91401,CAZyme,-,GH13_11.hmm,1e-18,CP_000000001010_split_00003,4744,6580,100,DA_MAG_00013
76867,CAZyme,-,GH13_11.hmm,2.7e-18,CP_000000000768_split_00002,18695,20642,100,DA_MAG_00030
78441,CAZyme,-,GH13_11.hmm,9e-17,CP_000000000793_split_00001,20765,22469,100,DA_MAG_00037
85189,CAZyme,-,GH13_11.hmm,1.6e-16,CP_000000000903_split_00003,6,2010,100,DA_MAG_00105
92815,CAZyme,-,GH13_11.hmm,2.3e-16,CP_000000001035_split_00001,2534,4271,100,DA_MAG_00071
76868,CAZyme,-,GH13_11.hmm,2.3e-16,CP_000000000768_split_00002,20646,21987,100,DA_MAG_00030
83720,CAZyme,-,GH13_11.hmm,3.8e-16,CP_000000000877_split_00003,8272,9583,100,DA_MAG_00027
85190,CAZyme,-,GH13_11.hmm,6.7e-16,CP_000000000903_split_00003,2077,3439,100,DA_MAG_00105
86099,CAZyme,-,GH13_11.hmm,5.6e-14,CP_000000000919_split_00001,3701,5006,100,DA_MAG_00095
88560,CAZyme,-,GH13_11.hmm,1.5e-13,CP_000000000961_split_00002,2153,3689,100,DA_MAG_00026
92127,CAZyme,-,GH13_11.hmm,2.6e-13,CP_000000001022_split_00003,18462,20307,100,DA_MAG_00060
71852,CAZyme,-,GH13_12.hmm,6.5e-53,CP_000000000693_split_00002,15293,18473,100,DA_MAG_00026
71851,CAZyme,-,GH13_12.hmm,1.1e-51,CP_000000000693_split_00002,12403,15226,100,DA_MAG_00026
72592,CAZyme,-,GH13_12.hmm,2.5e-32,CP_000000000704_split_00001,2873,4592,100,DA_MAG_00039
78441,CAZyme,-,GH13_12.hmm,3.4e-30,CP_000000000793_split_00001,20765,22469,100,DA_MAG_00037
82642,CAZyme,-,GH13_12.hmm,1.3999999999999998e-29,CP_000000000860_split_00001,10496,12305,100,DA_MAG_00067
90764,CAZyme,-,GH13_12.hmm,6.9e-26,CP_000000001000_split_00001,10670,12782,100,DA_MAG_00065
86381,CAZyme,-,GH13_12.hmm,1.2999999999999998e-24,CP_000000000923_split_00003,107,2231,100,DA_MAG_00060
89037,CAZyme,-,GH13_12.hmm,1.8e-19,CP_000000000969_split_00002,6,6381,100,DA_MAG_00125
90472,CAZyme,-,GH13_12.hmm,1.2e-18,CP_000000000995_split_00002,8325,10224,100,DA_MAG_00015
92815,CAZyme,-,GH13_12.hmm,3.1e-18,CP_000000001035_split_00001,2534,4271,100,DA_MAG_00071
85190,CAZyme,-,GH13_12.hmm,3.3e-18,CP_000000000903_split_00003,2077,3439,100,DA_MAG_00105
87220,CAZyme,-,GH13_12.hmm,7e-18,CP_000000000938_split_00001,14254,16096,100,DA_MAG_00128
92127,CAZyme,-,GH13_12.hmm,1.2e-17,CP_000000001022_split_00003,18462,20307,100,DA_MAG_00060
