gene,donor_3_jejunum
gene_3108585,1
HF-F_13_GL0313990,1
gene_768255,1
HF-S_14_GL0351937,1
AF73-05_13_GL0069657,1
gene_3629155,1
G1-7A_GL0102911,1
1_GL0090384,1
gene_3068411,1
4_GL0037840,1
gene_4218577,1
HF-F_13_GL0212187,1
gene_4365871,1
Chow_1_GL0004417,1
NZ_RAYM01000013.1_cds_WP_120432164.1_3718,1
HF-F_4_GL0188429,1
NZ_NHMT01000001.1_cds_WP_035157586.1_931,1
NZ_RAYV01000008.1_cds_WP_095507886.1_1628,1
gene_2735277,1
gene_1906550,1
NZ_QWMU01000008.1_cds_WP_119448151.1_2066,1
G1-5A_GL0009506,1
gene_3565608,1
S-Fe8_GL0032056,1
gene_858501,1
gene_3208052,1
Chow_1_GL0077762,1
NZ_KB822436.1_cds_WP_004046105.1_1686,1
Chow_3_GL0213608,1
gene_3685828,1
5-3_GL0037697,1
gene_2468716,1
gene_4247865,1
gene_1126976,1
1_GL0080700,1
gene_4202668,1
11_GL0052781,1
gene_473368,1
S-Fe10_GL0060552,1
1-1_GL0139490,1
4-6_GL0015352,1
gene_2964947,1
AF73-05_2_GL0114745,1
11_GL0070702,1
NZ_RAYX01000001.1_cds_WP_120376222.1_630,1
gene_2956889,1
4-7_GL0127605,1
10_GL0012838,1
gene_3980304,1
4-7_GL0002593,1
5-6_GL0106428,1
2A-dyr13-07_GL0037932,1
DSM22607_8_GL0181680,1
7-5_GL0184645,1
Food_9_GL0291237,1
gene_4424368,1
Food_14_GL0144312,1
NZ_KB822452.1_cds_WP_004074955.1_2699,1
3-5_GL0107696,1
gene_4471938,1
4-3_GL0069846,1
gene_1888735,1
G1-1A_GL0049589,1
Chow_7_GL0128775,1
MC-0-1_GL0087041,1
NZ_QWMU01000049.1_cds_WP_004048111.1_1387,1
HF-F_11_GL0110354,1
10_GL0066590,1
40_GL0070874,1
Food_11_GL0334086,1
NZ_KB822413.1_cds_WP_004040483.1_535,1
HF-F_1_GL0108752,1
1A-dyr2-07_GL0065907,1
gene_1262724,1
HF-S_2_GL0004905,1
gene_4586205,1
HF-S_7_GL0116666,1
NZ_KB822413.1_cds_WP_004039998.1_298,1
HF-S_14_GL0164371,1
Chow_3_GL0212206,1
gene_3003808,1
gene_2985463,1
Food_10_GL0048366,1
gene_3477675,1
gene_2248707,1
Group2-1A_GL0076747,1
gene_1757426,1
NZ_KI535329.1_cds_WP_023346964.1_1361,1
gene_3592323,1
gene_3314856,1
gene_907015,1
DSM22607_3_GL0153769,1
2-7_GL0052974,1
gene_3048762,1
21_GL0016424,1
gene_218174,1
gene_2209322,1
S-Fe7_GL0023217,1
gene_1634714,1
7-2_GL0006040,1
AF73-05_8_GL0083205,1
NZ_KE159646.1_cds_WP_016308724.1_476,1
gene_2013833,1
gene_354347,1
gene_2398931,1
gene_1481150,1
G1-5A_GL0011471,1
gene_1962994,1
NZ_KB822424.1_cds_WP_004042794.1_907,1
gene_546746,1
S-Fe3_GL0094007,1
gene_524800,1
HF-F_3_GL0097866,1
AF73-05_2_GL0048341,1
6-7_GL0098695,1
DSM22607_9_GL0256110,1
gene_3803192,1
33_GL0021084,1
HF-F_9_GL0116918,1
gene_4516390,1
gene_268890,1
gene_3781087,1
HF-S_2_GL0040601,1
gene_3937877,1
gene_198249,1
AF73-05_10_GL0282192,1
S-Fe20_GL0148694,1
NZ_RAYX01000165.1_cds_WP_120377763.1_434,1
Food_10_GL0095500,1
Food_11_GL0146538,1
2A-dyr13-07_GL0035812,1
3-5_GL0105111,1
gene_4338807,1
gene_3731814,1
gene_4179645,1
HF-S_14_GL0172254,1
gene_3567406,1
gene_1408756,1
NZ_KE159646.1_cds_WP_016309446.1_1189,1
gene_3272226,1
26_GL0089442,1
G1-1A_GL0063212,1
NZ_QIBY01000024.1_cds_WP_123186247.1_1854,1
DSM22607_2_GL0100219,1
Food_7_GL0072063,1
4-7_GL0010177,1
gene_1718532,1
gene_2399976,1
NZ_QZFS01000036.1_cds_4837,1
Group2-7A_GL0015669,1
11_GL0117189,1
NZ_NHMT01000001.1_cds_WP_065533226.1_1558,1
gene_1315944,1
gene_1878781,1
2-3_GL0072610,1
HF-F_13_GL0496079,1
2A-dyr13-07_GL0011952,1
gene_4350499,1
AF73-05_3_GL0295671,1
2A-dyr13-07_GL0011088,1
gene_4498149,1
33_GL0095045,1
gene_4053726,1
gene_3717223,1
NZ_QWMU01000075.1_cds_WP_004049947.1_1864,1
G1-1A_GL0114006,1
2-3_GL0049148,1
gene_1317746,1
45_GL0059247,1
2A-dyr13-07_GL0041098,1
17_GL0050216,1
S-Fe1_GL0041177,1
gene_1111506,1
S-Fe10_GL0172587,1
gene_3477596,1
gene_1108177,1
6-3_GL0003865,1
gene_3995496,1
OB-1_7_GL0037263,1
AF73-05_11_GL0347791,1
NZ_CP021421.1_cds_WP_068960751.1_2174,1
HF-S_4_GL0264592,1
gene_3050190,1
AF73-05_10_GL0374604,1
10_GL0003135,1
NZ_RAYH01000029.1_cds_WP_002518077.1_77,1
NZ_RAYH01000005.1_cds_WP_002519409.1_877,1
S-Fe13_GL0100759,1
4-1_GL0016845,1
gene_3763631,1
gene_3201448,1
Food_8_GL0119926,1
NZ_RAYX01000009.1_cds_WP_120376567.1_1898,1
2-1_GL0088642,1
HF-F_7_GL0102634,1
HF-S_5_GL0299305,1
gene_1713719,1
Food_13_GL0057908,1
HF-F_13_GL0412939,1
G1-5A_GL0010427,1
Chow_7_GL0278612,1
24_GL0018934,1
NZ_RAZD01000015.1_cds_WP_120420494.1_625,1
11_GL0141543,1
51_GL0082287,1
2-1_GL0018275,1
gene_829156,1
gene_589131,1
11_GL0027912,1
8-8_GL0079888,1
NZ_RAYX01000016.1_cds_WP_120376755.1_469,1
4-8_GL0115512,1
HF-F_13_GL0296296,1
Food_14_GL0104018,1
gene_2842881,1
NZ_RAYM01000013.1_cds_WP_120432191.1_3750,1
4-2_GL0111298,1
DSM22607_8_GL0138009,1
AF73-05_11_GL0078328,1
6-1_GL0067934,1
NZ_AUGK01000017.1_cds_WP_084636523.1_2237,1
gene_4230819,1
gene_4478344,1
gene_2832591,1
NZ_RAZK01000093.1_cds_WP_120486299.1_6895,1
gene_478743,1
NZ_AUGK01000003.1_cds_WP_028026141.1_557,1
gene_2359495,1
4-1_GL0002273,1
gene_2518683,1
Chow_6_GL0026536,1
gene_1090446,1
gene_2523760,1
AF73-05_5_GL0097306,1
2-1_GL0075303,1
G1-1A_GL0117667,1
DSM22607_8_GL0050913,1
gene_4215018,1
gene_321209,1
S-Fe2_GL0089731,1
HF-F_13_GL0268639,1
8_GL0083267,1
5-4_GL0105009,1
gene_726804,1
7-7_GL0006561,1
gene_3584432,1
AF73-05_9_GL0174331,1
NZ_KB822475.1_cds_WP_004055591.1_1603,1
OB-1_4_GL0197504,1
ERR1212013_Scaf194_1421,1
gene_4410781,1
Chow_7_GL0235791,1
2-3_GL0004088,1
S-Fe20_GL0181739,1
gene_2035185,1
Food_6_GL0255794,1
HF-F_5_GL0135301,1
gene_4300115,1
Food_6_GL0243315,1
gene_1030990,1
OB-1_5_GL0138194,1
gene_1113606,1
NZ_RAYF01000043.1_cds_WP_120436730.1_2207,1
14_GL0134692,1
gene_2090968,1
NZ_RAYX01000096.1_cds_WP_120377550.1_1853,1
Food_9_GL0335141,1
gene_3261742,1
G1-1A_GL0117688,1
3_GL0079733,1
gene_3309844,1
gene_733457,1
8-8_GL0007042,1
gene_2267509,1
Group2-7A_GL0033378,1
4-2_GL0070272,1
gene_2496240,1
G1-7A_GL0046343,1
gene_4431221,1
gene_4362860,1
gene_2869270,1
NZ_RAYM01000013.1_cds_WP_120432143.1_3692,1
gene_1431043,1
gene_3751915,1
NZ_RAYH01000006.1_cds_WP_002517098.1_1166,1
20_GL0152578,1
NZ_KB822445.1_cds_WP_004072254.1_1870,1
NZ_RAYM01000011.1_cds_WP_120431790.1_2910,1
gene_1958960,1
G1-5A_GL0127692,1
gene_2248628,1
gene_2723284,1
gene_4508949,1
Food_9_GL0319065,1
gene_3851258,1
NZ_NHMT01000001.1_cds_WP_065532777.1_419,1
4-3_GL0025944,1
gene_1884110,1
Food_1_GL0230690,1
4-3_GL0051558,1
gene_936491,1
Chow_6_GL0075097,1
11_GL0086177,1
DSM22607_10_GL0353018,1
Group2-3A_GL0180346,1
gene_368314,1
gene_2806462,1
HF-S_12_GL0191188,1
S-Fe16_GL0011199,1
OB-1_2_GL0119143,1
ERR1211992_Scaf16_1517,1
gene_2107742,1
10_GL0063274,1
gene_4388610,1
2-4_GL0031150,1
G1-1A_GL0081848,1
Group2-3A_GL0199816,1
HF-S_6_GL0171282,1
5-8_GL0024512,1
gene_1932280,1
gene_1315209,1
gene_1643044,1
gene_378456,1
gene_4396507,1
gene_2861205,1
Chow_1_GL0146183,1
MC-6-4_GL0115037,1
S-Fe14_GL0099934,1
NZ_KE159646.1_cds_WP_084811500.1_1667,1
S-Fe16_GL0009823,1
10_GL0084352,1
S-Fe11_GL0031392,1
gene_3719763,1
NZ_KB822413.1_cds_WP_004040291.1_440,1
Food_11_GL0341737,1
5-7_GL0011570,1
gene_38686,1
gene_61487,1
34_GL0034681,1
2-1_GL0062607,1
gene_180893,1
Food_10_GL0247772,1
53_GL0125390,1
gene_2796024,1
AF73-05_2_GL0010605,1
gene_4527325,1
gene_2233153,1
2A-dyr13-07_GL0025330,1
gene_48480,1
10_GL0098803,1
MC-0-1_GL0020373,1
48_GL0146971,1
S-Fe11_GL0111649,1
gene_4124567,1
gene_3687622,1
gene_1070755,1
DSM22607_12_GL0164605,1
gene_4235952,1
gene_4031691,1
S-Fe14_GL0029947,1
HF-F_1_GL0041471,1
7-8_GL0156830,1
S-Fe9_GL0017174,1
3_GL0088711,1
Food_12_GL0075817,1
gene_3535315,1
8-6_GL0051478,1
gene_4447434,1
gene_310890,1
G1-3A_GL0054622,1
NZ_NHMT01000001.1_cds_WP_003670659.1_1597,1
2-3_GL0085424,1
5-1_GL0040041,1
gene_1760416,1
5-8_GL0049901,1
NZ_KB822475.1_cds_WP_004055780.1_1716,1
HF-F_13_GL0312210,1
NZ_KB822413.1_cds_WP_004039934.1_270,1
6-2_GL0031767,1
HF-S_9_GL0361261,1
S-Fe10_GL0086820,1
gene_2894032,1
ERR1211992_Scaf12_1139,1
38_GL0055724,1
gene_914908,1
gene_888847,1
gene_4388973,1
gene_3266670,1
NZ_KE159646.1_cds_WP_016310602.1_2346,1
gene_1898660,1
11_GL0147113,1
gene_3911297,1
Food_13_GL0187942,1
NZ_KB822435.1_cds_WP_004045722.1_1566,1
4-8_GL0093075,1
8-3_GL0118472,1
gene_391123,1
Food_12_GL0035700,1
2-1_GL0039360,1
gene_2120929,1
HF-F_14_GL0442257,1
G1-1A_GL0095241,1
HF-F_13_GL0101817,1
AF73-05_13_GL0167735,1
gene_3208498,1
gene_2616456,1
gene_1558178,1
gene_3301072,1
gene_3014218,1
Group2-8A_GL0097031,1
gene_1614915,1
45_GL0134785,1
Food_5_GL0103034,1
gene_655156,1
6-2_GL0084193,1
gene_1884108,1
gene_2437544,1
AF73-05_13_GL0162590,1
36_GL0067567,1
MC-6-3_GL0034534,1
NZ_NHMT01000001.1_cds_WP_065532846.1_294,1
4-1_GL0026906,1
NZ_KB822413.1_cds_WP_004040574.1_583,1
Chow_3_GL0159949,1
1-2_GL0002701,1
G1-3A_GL0026825,1
AF73-05_11_GL0258981,1
gene_3760345,1
gene_3905249,1
G1-1A_GL0072046,1
NZ_RAZF01000046.1_cds_2348,1
S-Fe1_GL0121630,1
MH-6-4_GL0186950,1
NZ_RAYM01000013.1_cds_WP_120432083.1_3622,1
Food_4_GL0019311,1
gene_109681,1
MH-0-4_GL0052488,1
gene_3071603,1
gene_2718993,1
gene_3079174,1
1A-dyr2-07_GL0042371,1
gene_1812485,1
gene_787726,1
33_GL0004517,1
AF73-05_6_GL0320610,1
NZ_KE159646.1_cds_WP_016310135.1_1880,1
S-Fe12_GL0150272,1
12_GL0068897,1
gene_4437774,1
gene_695874,1
S-Fe20_GL0163486,1
NZ_NHMT01000001.1_cds_WP_065532628.1_710,1
gene_2973245,1
5-1_GL0038018,1
HF-F_13_GL0382849,1
1-7_GL0102960,1
2B-dyr23-07_GL0018028,1
gene_1766691,1
S-Fe3_GL0067189,1
gene_385640,1
AF73-05_11_GL0377869,1
gene_4447399,1
gene_3887139,1
1-1_GL0060105,1
G1-7A_GL0106059,1
gene_3404150,1
HF-F_13_GL0383587,1
14_GL0132679,1
gene_3145739,1
ERR1211992_Scaf7_748,1
11_GL0119139,1
HF-F_10_GL0131818,1
AF73-05_13_GL0315615,1
gene_4340145,1
gene_2261821,1
8-6_GL0094807,1
gene_3644123,1
gene_1419210,1
MC-0-3_GL0073124,1
gene_2997426,1
NZ_KB822413.1_cds_WP_004039745.1_177,1
Food_1_GL0179378,1
39_GL0027766,1
NZ_RAZK01000153.1_cds_WP_120486940.1_1231,1
S-Fe5_GL0124396,1
6-2_GL0052223,1
8_GL0139664,1
23_GL0129016,1
OB-1_3_GL0331154,1
HF-S_9_GL0333745,1
gene_2890998,1
AF73-05_11_GL0162063,1
48_GL0103981,1
gene_2110318,1
8-1_GL0098101,1
AF73-05_10_GL0026499,1
gene_4421247,1
HF-F_11_GL0289740,1
gene_1827122,1
gene_4079489,1
29_GL0131283,1
gene_2680282,1
gene_3785670,1
S-Fe10_GL0013615,1
5-2_GL0041195,1
MC-6-2_GL0105000,1
gene_935714,1
ERR1211992_Scaf11_1071,1
gene_3661235,1
gene_4271695,1
gene_3938155,1
gene_230206,1
NZ_RAYH01000009.1_cds_WP_002519516.1_1530,1
gene_486778,1
MC-6-3_GL0027239,1
gene_3959306,1
Food_11_GL0276993,1
34_GL0081378,1
NZ_QWMU01000009.1_cds_WP_004047729.1_2200,1
Food_9_GL0063367,1
gene_3070977,1
gene_4237479,1
gene_4264980,1
55_GL0019723,1
gene_4264286,1
2-2_GL0069773,1
gene_4623488,1
Food_9_GL0091205,1
S-Fe8_GL0059930,1
gene_1949371,1
11_GL0123434,1
G1-5A_GL0097482,1
gene_1914946,1
2-1_GL0028264,1
gene_4527335,1
6-7_GL0101354,1
7-3_GL0002872,1
10_GL0015791,1
OB-1_5_GL0088777,1
2-7_GL0059373,1
gene_571929,1
gene_1740884,1
8-6_GL0089617,1
MH-0-3_GL0050953,1
Food_14_GL0121262,1
gene_3497352,1
S-Fe14_GL0092984,1
gene_2629866,1
Chow_7_GL0046895,1
gene_2422231,1
Chow_5_GL0139539,1
Food_5_GL0321613,1
gene_1366712,1
S-Fe4_GL0001049,1
gene_2227208,1
gene_658090,1
gene_4608663,1
gene_2097792,1
21_GL0000847,1
S-Fe6_GL0138497,1
gene_2295682,1
2_GL0145571,1
NZ_QIBY01000001.1_cds_WP_123184690.1_270,1
3-6_GL0021976,1
Food_8_GL0216172,1
G1-5A_GL0098670,1
26_GL0080053,1
HF-F_1_GL0075546,1
gene_2933950,1
gene_3363199,1
Group2-7A_GL0141808,1
NZ_QWMU01000010.1_cds_WP_004050836.1_81,1
gene_2515731,1
HF-F_13_GL0126343,1
gene_4161470,1
gene_3548598,1
NZ_RAYX01000073.1_cds_WP_120377407.1_1599,1
gene_4525560,1
Food_1_GL0111025,1
gene_3983523,1
Food_14_GL0134990,1
gene_4488232,1
MH-6-5_GL0026964,1
Chow_1_GL0274635,1
gene_4411871,1
NZ_RAYH01000005.1_cds_WP_120363023.1_970,1
gene_3189017,1
Food_7_GL0425037,1
5-1_GL0033631,1
gene_3940922,1
gene_3143730,1
AF73-05_13_GL0065963,1
MH-6-1_GL0024611,1
2A-dyr14-07_GL0029512,1
gene_3780465,1
AF73-05_11_GL0028378,1
gene_3809512,1
HF-F_13_GL0347581,1
S-Fe1_GL0160395,1
gene_3998415,1
gene_866634,1
S-Fe10_GL0073665,1
S-Fe17_GL0079280,1
Food_5_GL0003527,1
DSM22607_13_GL0099628,1
G1-5A_GL0079452,1
OB-1_2_GL0243684,1
18_GL0138671,1
NZ_NHMR02000001.1_cds_WP_014697492.1_622,1
gene_2960849,1
gene_2613451,1
4-8_GL0108459,1
gene_1905808,1
2A-dyr13-07_GL0003711,1
NZ_RAZK01000001.1_cds_WP_120480809.1_2044,1
MC-6-1_GL0074331,1
gene_3185495,1
gene_2373457,1
AF73-05_7_GL0254727,1
S-Fe2_GL0090935,1
gene_2349472,1
gene_1760385,1
9_GL0083690,1
Food_1_GL0151652,1
G1-5A_GL0088305,1
gene_1007778,1
HF-F_6_GL0360842,1
18_GL0150638,1
S-Fe6_GL0206868,1
NZ_RAYX01000143.1_cds_WP_120377722.1_308,1
25_GL0013134,1
20_GL0069634,1
48_GL0113148,1
26_GL0104838,1
Food_10_GL0038493,1
13_GL0003270,1
G1-2A_GL0100549,1
gene_2087061,1
4-8_GL0086217,1
gene_3798154,1
G1-3A_GL0093039,1
Food_14_GL0094319,1
2795721858,1
7_GL0002123,1
4-7_GL0073528,1
S-Fe10_GL0094630,1
S-Fe9_GL0055220,1
gene_378473,1
gene_1278314,1
gene_314396,1
NZ_RAYH01000013.1_cds_WP_002551200.1_1768,1
gene_753298,1
gene_4488203,1
gene_1714541,1
16_GL0101280,1
gene_2804531,1
gene_3458484,1
gene_954902,1
gene_2906170,1
gene_4466574,1
AF73-05_8_GL0281926,1
gene_3804720,1
5-7_GL0042525,1
gene_3572626,1
55_GL0112938,1
gene_4137964,1
NZ_RAYX01000020.1_cds_WP_120376831.1_684,1
7-4_GL0079219,1
Group2-8A_GL0027047,1
12_GL0120704,1
4-2_GL0003074,1
NZ_RAZD01000035.1_cds_WP_120422440.1_2264,1
MC-6-1_GL0114722,1
OB-1_1_GL0076349,1
NZ_NHMT01000001.1_cds_WP_065533083.1_1805,1
HF-S_12_GL0248766,1
14_GL0066913,1
S-Fe20_GL0141610,1
gene_1221999,1
DSM22607_12_GL0223343,1
31_GL0038425,1
gene_814411,1
gene_2459347,1
6-3_GL0104170,1
20_GL0148790,1
OB-1_7_GL0011623,1
gene_4197051,1
gene_1881383,1
gene_3275624,1
gene_2066935,1
8-1_GL0005633,1
Group2-1A_GL0121414,1
Food_10_GL0010691,1
HF-F_4_GL0115644,1
39_GL0072978,1
gene_3688281,1
gene_1836853,1
gene_645796,1
gene_2540448,1
gene_3486396,1
35_GL0063931,1
gene_4502394,1
Food_10_GL0029700,1
5-7_GL0064123,1
MC-0-1_GL0003747,1
gene_2166144,1
S-Fe10_GL0098521,1
2-2_GL0122025,1
8-1_GL0094955,1
gene_3431256,1
gene_3035252,1
Food_14_GL0232230,1
gene_4476050,1
HF-S_10_GL0155669,1
DSM22607_4_GL0291967,1
DSM22607_10_GL0328904,1
gene_1561378,1
gene_2558060,1
NZ_KB822443.1_cds_WP_083909969.1_1238,1
12_GL0011984,1
MH-6-1_GL0109863,1
Food_5_GL0004082,1
gene_2967623,1
Food_9_GL0042364,1
ERR1212011_Scaf75_1415,1
gene_3511077,1
gene_563838,1
MC-6-2_GL0048512,1
gene_3555846,1
gene_1419207,1
Group2-5A_GL0094683,1
4-1_GL0005970,1
3-7_GL0081895,1
AF73-05_1_GL0301793,1
gene_245037,1
Food_10_GL0148555,1
Food_9_GL0220336,1
NZ_OFSM01000001.1_cds_WP_103237559.1_5340,1
gene_3988108,1
gene_2275996,1
AF73-05_10_GL0340223,1
gene_2585845,1
gene_2196964,1
AF73-05_7_GL0306984,1
gene_4013261,1
34_GL0021136,1
AF73-05_9_GL0221283,1
1-3_GL0121993,1
NZ_RAZG01000032.1_cds_WP_120408542.1_2572,1
7-8_GL0133264,1
5-4_GL0091510,1
15_GL0143007,1
HF-F_2_GL0315981,1
gene_495409,1
gene_2529033,1
Chow_8_GL0043599,1
5-2_GL0098953,1
gene_2362576,1
gene_4215562,1
gene_3184503,1
NZ_KB822436.1_cds_WP_004046072.1_1669,1
gene_3585153,1
7_GL0090623,1
gene_2056919,1
Food_10_GL0081689,1
Food_14_GL0228753,1
11_GL0109018,1
2788630231,1
gene_3788411,1
gene_2520267,1
NZ_RAYX01000036.1_cds_WP_120377092.1_1077,1
11_GL0116773,1
gene_1619244,1
gene_1391938,1
OB-1_1_GL0289941,1
2-2_GL0098725,1
MH-0-5_GL0019752,1
S-Fe5_GL0025924,1
gene_1847241,1
gene_3223782,1
gene_1650564,1
gene_3835434,1
NZ_KB822466.1_cds_WP_004080446.1_4639,1
gene_3742461,1
gene_4165535,1
gene_2497009,1
MH-6-4_GL0141533,1
gene_574565,1
gene_4627907,1
S-Fe20_GL0054471,1
MH-0-3_GL0092648,1
gene_778081,1
gene_2292920,1
2-4_GL0047855,1
NZ_KB822413.1_cds_WP_004039665.1_140,1
3-6_GL0059795,1
Chow_7_GL0247878,1
2A-dyr13-07_GL0040934,1
gene_2873633,1
10_GL0070906,1
gene_2687177,1
HF-S_14_GL0176020,1
gene_330841,1
7-2_GL0031550,1
S-Fe11_GL0083267,1
gene_3916072,1
NZ_KB822447.1_cds_WP_083910013.1_2121,1
gene_2411869,1
6-5_GL0096308,1
gene_3311264,1
gene_3972461,1
gene_4617809,1
ERR1212009_Scaf244_3175,1
5-2_GL0083279,1
gene_4295964,1
Food_7_GL0318379,1
G1-5A_GL0166450,1
gene_1533504,1
Chow_2_GL0108781,1
10_GL0066110,1
gene_2035908,1
8-5_GL0130290,1
AF73-05_1_GL0368606,1
gene_3899164,1
gene_2573387,1
Food_11_GL0153502,1
NZ_RAYM01000013.1_cds_WP_120432222.1_3782,1
gene_511087,1
NZ_QWMU01000052.1_cds_WP_004050280.1_1526,1
18_GL0055381,1
gene_511070,1
1-6_GL0098749,1
Food_12_GL0168184,1
17_GL0091056,1
gene_1636007,1
NZ_NHMT01000001.1_cds_WP_003674354.1_371,1
NZ_KB822449.1_cds_WP_004073768.1_2317,1
1A-dyr1-07_GL0041056,1
gene_1769980,1
7-2_GL0025779,1
gene_854743,1
G1-3A_GL0104853,1
DSM22607_2_GL0305591,1
HF-S_8_GL0081544,1
gene_3882651,1
G1-1A_GL0071345,1
1A-dyr4-07_GL0044683,1
6-7_GL0027521,1
Food_5_GL0072788,1
1-7_GL0007648,1
gene_3115489,1
11_GL0106228,1
gene_4123516,1
Chow_4_GL0048598,1
MH-6-4_GL0034763,1
gene_2591806,1
gene_4056421,1
NZ_NHMT01000001.1_cds_WP_065533135.1_1718,1
gene_2013224,1
NZ_NHMT01000001.1_cds_WP_003663823.1_1828,1
gene_2238319,1
gene_3731379,1
S-Fe6_GL0209470,1
gene_4470458,1
2_GL0021968,1
gene_2091312,1
AF73-05_11_GL0354239,1
8-1_GL0094390,1
gene_2769076,1
2-1_GL0111742,1
Group2-7A_GL0121567,1
gene_1257551,1
20_GL0043755,1
DSM22607_2_GL0094890,1
DSM22607_12_GL0171162,1
4-7_GL0134117,1
DSM22607_8_GL0275080,1
S-Fe20_GL0180969,1
NZ_RAYX01000016.1_cds_WP_120376757.1_471,1
NZ_QWMU01000031.1_cds_WP_004048322.1_986,1
Food_12_GL0006211,1
15_GL0148614,1
NZ_RAYU01000452.1_cds_WP_120475585.1_4591,1
NZ_KE159646.1_cds_WP_016309454.1_1198,1
HF-F_6_GL0224829,1
MC-6-1_GL0114840,1
gene_1144230,1
NZ_RAYH01000003.1_cds_WP_041446218.1_483,1
NZ_KE159646.1_cds_WP_016308675.1_427,1
NZ_QWMU01000026.1_cds_WP_004047646.1_812,1
gene_2304351,1
gene_4586369,1
AF73-05_8_GL0206872,1
15_GL0131957,1
gene_2635834,1
gene_4463446,1
S-Fe3_GL0065248,1
NZ_NHMT01000001.1_cds_WP_065532642.1_696,1
11_GL0074660,1
3B-dyr31-06_GL0004188,1
Group2-3A_GL0195444,1
NZ_RAZF01000006.1_cds_WP_120426942.1_2993,1
DSM22607_3_GL0037842,1
4-7_GL0060313,1
gene_4084001,1
gene_3251978,1
Food_10_GL0209364,1
S-Fe2_GL0158715,1
S-Fe2_GL0123525,1
6-1_GL0085737,1
2635342440,1
25_GL0077817,1
gene_2611141,1
gene_736081,1
gene_4111580,1
1_GL0116270,1
gene_4539214,1
NZ_KB822452.1_cds_WP_004075033.1_2740,1
S-Fe10_GL0052124,1
gene_1909751,1
7-5_GL0088484,1
gene_4526384,1
45_GL0082613,1
HF-F_13_GL0313975,1
8-8_GL0001974,1
Group2-4A_GL0066384,1
gene_2604863,1
17_GL0121114,1
gene_2550297,1
Food_10_GL0079696,1
NZ_RAYX01000007.1_cds_WP_120376496.1_1698,1
10_GL0019359,1
S-Fe10_GL0083859,1
Food_10_GL0082544,1
gene_1036678,1
6-4_GL0048434,1
8-2_GL0147009,1
gene_4231386,1
S-Fe9_GL0193229,1
gene_1348732,1
gene_3885461,1
Group2-3A_GL0019438,1
gene_4493403,1
S-Fe20_GL0166321,1
HF-S_14_GL0197292,1
gene_2966096,1
gene_3724427,1
gene_2288323,1
gene_2162034,1
1-2_GL0122767,1
gene_1776178,1
43_GL0071073,1
gene_2496043,1
gene_3885308,1
gene_3667884,1
gene_552902,1
HF-F_13_GL0399471,1
gene_4421055,1
Food_10_GL0001498,1
HF-F_13_GL0217157,1
gene_2627338,1
4-8_GL0052329,1
gene_461279,1
AF73-05_2_GL0140291,1
gene_2310713,1
2-1_GL0068017,1
gene_2504578,1
G1-8A_GL0072324,1
gene_663501,1
HF-F_13_GL0217475,1
G1-1A_GL0062098,1
2-1_GL0036629,1
AF73-05_10_GL0185402,1
11_GL0014017,1
36_GL0065827,1
S-Fe11_GL0084837,1
48_GL0156290,1
Food_7_GL0000599,1
S-Fe10_GL0156570,1
gene_835687,1
HF-F_12_GL0109985,1
gene_2417307,1
gene_3919193,1
NZ_RAYX01000023.1_cds_WP_120376889.1_780,1
HF-F_13_GL0375672,1
gene_2836500,1
DSM22607_3_GL0068023,1
gene_4370588,1
2-7_GL0019860,1
gene_542305,1
NZ_NHMT01000001.1_cds_WP_065533254.1_1467,1
13_GL0078938,1
1_GL0071262,1
8-2_GL0070502,1
NZ_RAZH01000003.1_cds_WP_120391728.1_1707,1
MH-6-5_GL0183508,1
gene_3977255,1
gene_2138049,1
gene_4556348,1
gene_978779,1
2A-dyr13-07_GL0020545,1
gene_247248,1
gene_4495513,1
12_GL0147855,1
2-1_GL0044888,1
HF-S_4_GL0148966,1
gene_4126317,1
13_GL0029647,1
S-Fe9_GL0054580,1
NZ_OFSM01000063.1_cds_WP_103242611.1_4583,1
MC-6-4_GL0006010,1
HF-F_13_GL0093518,1
NZ_RAZG01000022.1_cds_WP_120408064.1_1845,1
Food_11_GL0044718,1
S-Fe11_GL0143748,1
gene_495348,1
gene_1049112,1
gene_3278901,1
gene_782193,1
1-1_GL0051150,1
DSM22607_10_GL0298168,1
Food_14_GL0079179,1
gene_1416945,1
G1-1A_GL0062283,1
gene_3102944,1
gene_2892108,1
Food_1_GL0144678,1
gene_224810,1
gene_373628,1
gene_4123423,1
23_GL0007043,1
NZ_KE159646.1_cds_1884,1
gene_4436247,1
gene_3542902,1
gene_2689250,1
S-Fe9_GL0263298,1
gene_4215781,1
gene_2573942,1
S-Fe10_GL0104824,1
gene_2277522,1
gene_4090242,1
Food_11_GL0120286,1
gene_1068783,1
gene_1031459,1
AF73-05_10_GL0196926,1
MH-6-5_GL0143166,1
NZ_RAYX01000003.1_cds_WP_120376313.1_1126,1
gene_3951910,1
Food_12_GL0174860,1
gene_4147292,1
gene_1860925,1
DSM22607_4_GL0150057,1
23_GL0000875,1
S-Fe11_GL0144171,1
10_GL0035196,1
gene_2147067,1
gene_1831235,1
gene_2927363,1
AF73-05_11_GL0046195,1
gene_3212728,1
gene_4315489,1
gene_1358195,1
gene_2821686,1
11_GL0041158,1
Food_13_GL0000765,1
gene_3382466,1
gene_2984080,1
2A-dyr16-07_GL0013079,1
