gene,noFMT_4_jejunum
DSM22607_11_GL0135141,1
S-Fe7_GL0150550,1
Group2-3A_GL0160775,1
48_GL0047194,1
S-Fe3_GL0178826,1
6-1_GL0055236,1
gene_2684021,1
Chow_1_GL0226185,1
gene_3655545,1
Food_13_GL0054783,1
35_GL0072523,1
AF73-05_2_GL0201038,1
Group2-5A_GL0099028,1
4_GL0103859,1
5-6_GL0048672,1
Food_7_GL0392882,1
gene_823625,1
HF-F_10_GL0189797,1
11_GL0122209,1
gene_1350148,1
AF73-05_1_GL0081187,1
DSM22607_8_GL0092660,1
S-Fe10_GL0146980,1
NZ_AUGK01000009.1_cds_WP_028026946.1_1575,1
gene_1715409,1
gene_3510306,1
17_GL0083599,1
gene_3830991,1
gene_2176301,1
3-3_GL0026536,1
gene_1717041,1
8-4_GL0038778,1
2-4_GL0029046,1
Group2-2A_GL0106408,1
gene_366763,1
4-7_GL0028110,1
gene_1378117,1
HF-S_13_GL0350291,1
G1-1A_GL0059229,1
8-1_GL0093238,1
2-1_GL0115216,1
gene_2889106,1
Food_10_GL0244037,1
Food_10_GL0128579,1
S-Fe10_GL0134301,1
gene_1483527,1
gene_1072937,1
gene_4478562,1
gene_2801598,1
Chow_3_GL0136440,1
gene_2585977,1
8-5_GL0014898,1
4-1_GL0074485,1
gene_2897613,1
gene_4077926,1
AF73-05_11_GL0030654,1
OB-1_3_GL0001098,1
gene_173906,1
gene_2203090,1
43_GL0045896,1
gene_1426002,1
NZ_RAYH01000022.1_cds_WP_002515253.1_2465,1
gene_209615,1
DSM22607_8_GL0082894,1
S-Fe3_GL0205736,1
gene_4321475,1
gene_3657224,1
6-4_GL0002531,1
8-7_GL0022582,1
HF-S_8_GL0055771,1
gene_2863086,1
HF-F_1_GL0163378,1
4-1_GL0045952,1
OB-1_11_GL0162888,1
gene_3782300,1
NZ_RAZH01000003.1_cds_WP_120391824.1_1830,1
DSM22607_11_GL0147829,1
gene_1843023,1
Chow_5_GL0169484,1
NZ_KI535333.1_cds_WP_023347697.1_2101,1
gene_4123623,1
HF-S_9_GL0297407,1
2A-dyr13-07_GL0020524,1
gene_3313227,1
NZ_OFSM01000015.1_cds_WP_103240395.1_2875,1
Food_14_GL0023341,1
Food_7_GL0336922,1
11_GL0153895,1
3B-dyr36-06_GL0045380,1
Food_2_GL0179039,1
HF-F_13_GL0079209,1
HF-F_1_GL0172422,1
NZ_RAYE01000028.1_cds_WP_120444509.1_1985,1
1-1_GL0141088,1
S-Fe20_GL0084768,1
33_GL0043536,1
gene_2755409,1
24_GL0059870,1
S-Fe3_GL0091887,1
24_GL0096693,1
4-1_GL0004723,1
HF-S_3_GL0186515,1
2-1_GL0073874,1
54_GL0131011,1
gene_1400973,1
Chow_4_GL0107949,1
1A-dyr1-07_GL0004055,1
gene_1076686,1
3-5_GL0124948,1
NZ_RAYF01000043.1_cds_WP_120391770.1_2152,1
6-3_GL0062974,1
Food_11_GL0206354,1
gene_373542,1
gene_4460158,1
gene_931631,1
5-1_GL0088261,1
AF73-05_11_GL0176975,1
gene_489211,1
gene_2968920,1
11_GL0116821,1
G1-5A_GL0083423,1
HF-F_10_GL0189790,1
4-1_GL0063556,1
DSM22607_11_GL0161010,1
Chow_1_GL0200849,1
Food_13_GL0215072,1
gene_1271235,1
NZ_RAYX01000003.1_cds_WP_120376329.1_1143,1
Group2-7A_GL0148620,1
G1-1A_GL0024434,1
S-Fe2_GL0106932,1
6-4_GL0074527,1
Food_2_GL0115264,1
NZ_OFSM01000078.1_cds_3133,1
gene_2936193,1
OB-1_3_GL0000702,1
11_GL0073928,1
AF73-05_3_GL0250802,1
11_GL0014019,1
S-Fe16_GL0080774,1
HF-F_10_GL0017568,1
13_GL0072895,1
gene_3223104,1
4-1_GL0024537,1
Group2-2A_GL0105721,1
Chow_1_GL0184927,1
OB-1_3_GL0256092,1
Food_9_GL0367733,1
Food_5_GL0004154,1
Chow_3_GL0257995,1
gene_3337502,1
G1-1A_GL0100762,1
S-Fe3_GL0027638,1
gene_2391547,1
gene_1604926,1
NZ_RAZD01000021.1_cds_WP_120421222.1_1341,1
gene_3335150,1
gene_922226,1
32_GL0138093,1
Food_1_GL0320398,1
OB-1_10_GL0046220,1
Food_8_GL0094369,1
S-Fe1_GL0161315,1
gene_2411008,1
2-4_GL0050937,1
gene_1726986,1
gene_2981559,1
MC-6-2_GL0052824,1
Group2-3A_GL0157610,1
MH-0-5_GL0051404,1
gene_1177279,1
15_GL0071792,1
Food_7_GL0029458,1
19_GL0040359,1
gene_4611275,1
13_GL0070436,1
NZ_RAYV01000002.1_cds_WP_022858378.1_1052,1
S-Fe9_GL0284101,1
1-1_GL0138124,1
HF-S_12_GL0314100,1
S-Fe8_GL0062897,1
HF-S_4_GL0112439,1
4-3_GL0051554,1
Food_5_GL0034544,1
S-Fe20_GL0098352,1
Group2-7A_GL0129050,1
MH-0-5_GL0113841,1
HF-S_14_GL0342215,1
7-5_GL0089525,1
Food_10_GL0069369,1
gene_4293353,1
gene_1820495,1
gene_2912581,1
2-1_GL0046537,1
Food_9_GL0240932,1
S-Fe10_GL0067411,1
6-6_GL0057663,1
53_GL0104053,1
gene_3951185,1
12_GL0036889,1
NZ_RAYW01000013.1_cds_WP_121699105.1_269,1
Group2-5A_GL0053564,1
2_GL0144458,1
gene_3911974,1
gene_1308993,1
gene_2865594,1
gene_3938732,1
gene_2621836,1
AF73-05_14_GL0044171,1
4-3_GL0028294,1
MH-6-4_GL0004359,1
gene_1658469,1
gene_3790683,1
MC-6-1_GL0006912,1
2-2_GL0030712,1
2A-dyr13-07_GL0003712,1
MC-6-3_GL0038628,1
32_GL0040104,1
2B-dyr23-07_GL0044396,1
S-Fe2_GL0188356,1
G1-7A_GL0159986,1
DSM22607_11_GL0132612,1
Chow_6_GL0249146,1
gene_1716571,1
gene_3653388,1
gene_4591129,1
32_GL0121540,1
33_GL0068478,1
11_GL0105334,1
NZ_CP021421.1_cds_WP_068960166.1_212,1
6-1_GL0077899,1
S-Fe1_GL0110922,1
14_GL0041386,1
17_GL0134484,1
gene_1500859,1
gene_1124072,1
47_GL0158569,1
11_GL0049901,1
gene_907499,1
S-Fe16_GL0070706,1
gene_1627290,1
gene_1621038,1
Food_12_GL0007914,1
gene_2533437,1
Food_9_GL0033437,1
gene_4155901,1
gene_2467699,1
gene_4127846,1
gene_2872676,1
S-Fe6_GL0199813,1
gene_4612474,1
HF-F_2_GL0215511,1
4-1_GL0052696,1
Group2-8A_GL0182065,1
NZ_RAZE01000013.1_cds_WP_120399548.1_462,1
gene_1587424,1
2-6_GL0025072,1
1-1_GL0119389,1
2-8_GL0047377,1
S-Fe11_GL0150858,1
HF-S_9_GL0326552,1
MC-0-3_GL0008768,1
gene_3476796,1
ERR1212012_Scaf380_3882,1
Food_6_GL0175974,1
gene_4065770,1
gene_3505223,1
6-7_GL0046486,1
gene_4361646,1
2-4_GL0074103,1
1A-dyr2-07_GL0064987,1
S-Fe8_GL0160782,1
Food_12_GL0062558,1
8-3_GL0031432,1
S-Fe6_GL0171169,1
8-5_GL0128774,1
AF73-05_1_GL0225959,1
gene_2156120,1
gene_1771090,1
4-1_GL0052914,1
gene_1805567,1
NZ_NHMR02000001.1_cds_WP_004268407.1_950,1
ERR1211992_Scaf4_446,1
AF73-05_5_GL0104433,1
2B-dyr19-06_GL0002719,1
4-1_GL0021851,1
NZ_AUGK01000006.1_cds_WP_051190944.1_1292,1
4-6_GL0039719,1
1-7_GL0071078,1
1A-dyr1-07_GL0017070,1
2-7_GL0019889,1
S-Fe6_GL0185792,1
2-5_GL0030283,1
gene_4018963,1
HF-S_13_GL0031108,1
4-4_GL0096633,1
gene_2788507,1
MC-0-1_GL0050714,1
7-8_GL0090598,1
gene_1872949,1
AF73-05_10_GL0376372,1
gene_3340662,1
gene_209596,1
DSM22607_7_GL0146683,1
gene_1514671,1
MC-6-4_GL0009590,1
2-1_GL0090675,1
20_GL0167610,1
NZ_RAZA01000001.1_cds_WP_120476839.1_1343,1
12_GL0070796,1
AF73-05_3_GL0241763,1
1-1_GL0083384,1
gene_2304271,1
53_GL0040943,1
Chow_1_GL0142963,1
G1-5A_GL0147907,1
gene_3601518,1
HF-S_8_GL0019498,1
S-Fe6_GL0111729,1
7-7_GL0107602,1
gene_2208601,1
23_GL0040511,1
Chow_1_GL0171815,1
gene_3380896,1
gene_361039,1
MH-0-3_GL0090378,1
1-5_GL0002155,1
AF73-05_11_GL0293458,1
Food_14_GL0195690,1
AF73-05_4_GL0035572,1
AF73-05_8_GL0146412,1
gene_2869718,1
gene_2136892,1
11_GL0035877,1
gene_355345,1
G1-7A_GL0106521,1
1-1_GL0053549,1
3-6_GL0013509,1
31_GL0038359,1
gene_1723378,1
2-5_GL0017069,1
gene_2203446,1
Food_9_GL0140272,1
gene_3276377,1
S-Fe11_GL0112189,1
gene_3492579,1
HF-F_13_GL0320327,1
19_GL0061729,1
gene_194825,1
4-3_GL0082585,1
2-7_GL0092055,1
8_GL0091867,1
7-4_GL0110855,1
NZ_RAYH01000005.1_cds_809,1
AF73-05_10_GL0080506,1
gene_1503359,1
11_GL0096769,1
gene_3081995,1
8-5_GL0060385,1
11_GL0090246,1
gene_2693902,1
NZ_RAZK01000021.1_cds_WP_120483939.1_2261,1
45_GL0024242,1
5-1_GL0078719,1
AF73-05_9_GL0039184,1
DSM22607_2_GL0243128,1
gene_371446,1
11_GL0150408,1
Group2-4A_GL0043703,1
Food_5_GL0094020,1
39_GL0034110,1
S-Fe9_GL0145975,1
Chow_4_GL0220743,1
gene_1107255,1
HF-S_3_GL0075001,1
Chow_5_GL0294760,1
gene_397979,1
AF73-05_13_GL0017918,1
DSM22607_1_GL0292749,1
NZ_CP021421.1_cds_WP_068961413.1_1383,1
3-5_GL0066566,1
DSM22607_5_GL0212743,1
S-Fe16_GL0104388,1
gene_3141977,1
gene_1706763,1
2-6_GL0032971,1
Food_1_GL0161989,1
Group2-5A_GL0063903,1
4-6_GL0002997,1
4-1_GL0046946,1
S-Fe11_GL0131206,1
gene_1442946,1
MC-0-3_GL0004648,1
AF73-05_11_GL0129385,1
Food_5_GL0102455,1
gene_345474,1
7-1_GL0038457,1
S-Fe6_GL0183958,1
HF-S_1_GL0237633,1
gene_1521987,1
gene_4569827,1
Food_6_GL0172103,1
G1-7A_GL0000027,1
gene_1926253,1
5-6_GL0065376,1
HF-F_13_GL0237879,1
Chow_2_GL0082412,1
gene_1041903,1
HF-F_13_GL0290668,1
gene_2352147,1
7-2_GL0040120,1
Food_10_GL0062898,1
S-Fe6_GL0151478,1
32_GL0049660,1
gene_177300,1
gene_2350187,1
gene_3925678,1
36_GL0007932,1
S-Fe10_GL0105923,1
HF-S_4_GL0118657,1
HF-F_12_GL0133758,1
gene_4191531,1
gene_449389,1
8-7_GL0016439,1
S-Fe7_GL0255664,1
gene_2080830,1
Group2-4A_GL0153394,1
6-8_GL0085585,1
HF-F_13_GL0059148,1
Food_12_GL0229778,1
gene_177279,1
NZ_KB822435.1_cds_WP_004045419.1_1336,1
8-5_GL0090414,1
7-7_GL0095312,1
36_GL0079081,1
4-2_GL0053324,1
gene_4486227,1
gene_2368121,1
NZ_RAYU01000021.1_cds_WP_120388369.1_1920,1
gene_1115530,1
1-6_GL0106327,1
4-7_GL0014299,1
Group2-3A_GL0026021,1
gene_4385665,1
26_GL0059174,1
HF-F_14_GL0114614,1
HF-S_2_GL0207260,1
HF-F_4_GL0067276,1
MC-6-2_GL0122103,1
gene_3021688,1
MC-6-1_GL0037137,1
MC-6-2_GL0120991,1
MH-6-2_GL0042382,1
gene_1587131,1
Group2-7A_GL0108090,1
2-2_GL0124763,1
DSM22607_2_GL0142569,1
Chow_5_GL0248560,1
1-7_GL0133708,1
DSM22607_6_GL0158682,1
MC-0-3_GL0069128,1
AF73-05_10_GL0432920,1
4-1_GL0028195,1
4-1_GL0028025,1
MC-6-1_GL0018209,1
6-2_GL0055292,1
2B-dyr19-06_GL0057491,1
gene_1015241,1
AF73-05_2_GL0386829,1
Food_14_GL0286799,1
gene_3897336,1
2-1_GL0072909,1
NZ_RAYX01000057.1_cds_WP_120377296.1_1395,1
gene_1036679,1
S-Fe10_GL0007788,1
11_GL0063526,1
Group2-6A_GL0097750,1
5_GL0035874,1
gene_158816,1
42_GL0024478,1
HF-F_2_GL0104789,1
2A-dyr13-07_GL0015280,1
gene_847743,1
5-2_GL0060216,1
Group2-3A_GL0108493,1
S-Fe7_GL0184737,1
gene_3575442,1
MC-0-1_GL0060595,1
NZ_RAYM01000007.1_cds_WP_081646435.1_2071,1
6-6_GL0022629,1
HF-F_14_GL0058118,1
gene_983964,1
MC-0-3_GL0067142,1
S-Fe8_GL0200589,1
AF73-05_10_GL0229962,1
gene_3849831,1
gene_3277174,1
6-2_GL0071953,1
31_GL0007150,1
gene_1746745,1
gene_3716224,1
7-8_GL0155531,1
gene_2921147,1
8-3_GL0085735,1
gene_1283944,1
1A-dyr2-07_GL0073772,1
AF73-05_5_GL0084233,1
gene_1859890,1
gene_345665,1
HF-F_10_GL0233005,1
S-Fe11_GL0002610,1
S-Fe6_GL0178944,1
gene_2332699,1
1-8_GL0051953,1
Group2-4A_GL0031966,1
11_GL0138839,1
MC-0-1_GL0071885,1
NZ_RAYX01000049.1_cds_WP_120377234.1_1277,1
gene_2321626,1
32_GL0058137,1
gene_2989468,1
gene_4444122,1
AF73-05_2_GL0345044,1
gene_4173709,1
6-4_GL0095510,1
MC-6-4_GL0054407,1
2A-dyr16-07_GL0059429,1
NZ_RAYB01000001.1_cds_WP_121705048.1_1186,1
gene_2702324,1
15_GL0172318,1
Food_7_GL0084737,1
gene_1580325,1
NZ_CP021421.1_cds_WP_068961927.1_809,1
gene_4124457,1
G1-8A_GL0014960,1
Group2-8A_GL0184545,1
G1-6A_GL0107292,1
gene_542985,1
4-1_GL0037317,1
NZ_NHTR01000010.1_cds_257,1
Chow_1_GL0261677,1
8-7_GL0074151,1
S-Fe7_GL0032077,1
gene_2463447,1
AF73-05_1_GL0268291,1
MC-0-3_GL0012787,1
gene_4477733,1
MH-0-3_GL0044412,1
6-7_GL0118387,1
gene_3935941,1
gene_4050315,1
OB-1_6_GL0059133,1
S-Fe12_GL0083500,1
Chow_8_GL0309299,1
S-Fe10_GL0015657,1
S-Fe2_GL0161082,1
Group2-8A_GL0104656,1
20_GL0151773,1
gene_3805840,1
3-5_GL0078333,1
AF73-05_13_GL0098399,1
gene_719675,1
gene_3879228,1
2A-dyr16-07_GL0002105,1
AF73-05_13_GL0194874,1
DSM22607_11_GL0097437,1
Chow_8_GL0195173,1
DSM22607_3_GL0240264,1
gene_4288311,1
Food_5_GL0060682,1
gene_4468517,1
gene_3451263,1
gene_2078665,1
gene_1584211,1
gene_1841304,1
gene_4209574,1
gene_1775159,1
8-4_GL0040691,1
4-8_GL0114728,1
2-3_GL0048041,1
5-1_GL0041592,1
gene_3949523,1
gene_2523294,1
NZ_RAYX01000147.1_cds_WP_120377729.1_322,1
gene_2729967,1
17_GL0156460,1
gene_3344471,1
1-5_GL0003651,1
gene_3716190,1
S-Fe10_GL0103616,1
gene_39132,1
NZ_RAYH01000005.1_cds_WP_073842150.1_974,1
HF-F_1_GL0003901,1
Chow_5_GL0225095,1
gene_4525681,1
MC-0-1_GL0010222,1
gene_2846508,1
gene_1644607,1
Food_11_GL0278641,1
35_GL0010900,1
1-3_GL0106262,1
gene_3586403,1
8-2_GL0124609,1
11_GL0009671,1
20_GL0166548,1
AF73-05_11_GL0291316,1
Food_3_GL0019425,1
8-8_GL0092232,1
S-Fe10_GL0045468,1
Group2-8A_GL0061343,1
gene_3918988,1
1-1_GL0129853,1
2-8_GL0005345,1
11_GL0097616,1
Chow_6_GL0256917,1
3-5_GL0042482,1
1A-dyr3-06_GL0007718,1
gene_4016150,1
gene_3583343,1
NZ_RAZK01000063.1_cds_WP_120485701.1_5669,1
OB-1_13_GL0023394,1
gene_2846207,1
gene_4227091,1
6-5_GL0133512,1
gene_4163756,1
gene_1171250,1
Chow_1_GL0114972,1
AF73-05_13_GL0114058,1
gene_472642,1
G1-5A_GL0106615,1
gene_4126684,1
Group2-5A_GL0119853,1
gene_2974861,1
gene_2090622,1
Food_4_GL0325391,1
S-Fe10_GL0022138,1
gene_4035991,1
2A-dyr14-07_GL0021650,1
MH-0-5_GL0138599,1
12_GL0131299,1
gene_1787997,1
1-1_GL0142339,1
gene_3657610,1
11_GL0160620,1
HF-F_2_GL0369351,1
2-7_GL0002271,1
gene_3178140,1
gene_1710601,1
HF-S_4_GL0035593,1
OB-1_1_GL0098927,1
gene_1779312,1
gene_2828335,1
gene_95781,1
1A-dyr1-07_GL0001602,1
3_GL0068851,1
3-5_GL0079322,1
AF73-05_14_GL0220236,1
gene_3845457,1
DSM22607_2_GL0025569,1
NZ_AUGK01000018.1_cds_WP_028027529.1_2309,1
gene_3827276,1
Food_5_GL0280758,1
gene_2794121,1
35_GL0123859,1
AF73-05_11_GL0307283,1
1-1_GL0110465,1
gene_2029308,1
HF-F_6_GL0045572,1
gene_1078227,1
Food_1_GL0039989,1
gene_2255026,1
HF-F_13_GL0229876,1
gene_4101086,1
Food_14_GL0190924,1
gene_2374448,1
8-3_GL0020486,1
4_GL0098691,1
HF-S_11_GL0200532,1
gene_2187791,1
gene_4203049,1
gene_2479162,1
gene_3260246,1
NZ_RAYO01000067.1_cds_WP_120397006.1_2663,1
Chow_3_GL0034284,1
gene_2090625,1
gene_1025580,1
7-2_GL0004064,1
gene_2197946,1
NZ_RAYV01000001.1_cds_WP_120359107.1_811,1
AF73-05_13_GL0055512,1
gene_3888256,1
MH-6-1_GL0109624,1
HF-F_12_GL0146472,1
gene_326050,1
55_GL0071200,1
NZ_RAZK01000017.1_cds_WP_120483658.1_1502,1
4-2_GL0008374,1
Chow_8_GL0316969,1
MH-6-5_GL0124999,1
NZ_KI535318.1_cds_WP_023346022.1_392,1
3-2_GL0038221,1
MC-6-5_GL0097654,1
gene_1314588,1
gene_3135080,1
gene_3065852,1
gene_3165953,1
10_GL0045595,1
gene_1336921,1
NZ_RAYU01000161.1_cds_WP_120390442.1_1272,1
Food_8_GL0186880,1
10_GL0053706,1
S-Fe13_GL0027145,1
gene_3772365,1
gene_2237041,1
S-Fe1_GL0088927,1
4-5_GL0001990,1
AF73-05_6_GL0100068,1
2-1_GL0044519,1
gene_1168588,1
5-8_GL0031573,1
MC-0-1_GL0052401,1
gene_413620,1
Food_6_GL0145911,1
10_GL0082821,1
gene_4440130,1
2-3_GL0099325,1
OB-1_5_GL0258783,1
4-1_GL0028858,1
gene_727417,1
gene_1086917,1
gene_2161266,1
Food_10_GL0197408,1
Food_5_GL0322239,1
Chow_5_GL0071052,1
AF73-05_13_GL0267089,1
2-3_GL0102876,1
AF73-05_2_GL0295993,1
2-1_GL0009686,1
HF-F_10_GL0240983,1
MH-0-3_GL0012482,1
S-Fe8_GL0190635,1
S-Fe10_GL0051627,1
S-Fe20_GL0051972,1
6-6_GL0077204,1
HF-F_7_GL0194146,1
MH-6-4_GL0002499,1
NZ_RAZK01000001.1_cds_2022,1
4-7_GL0130859,1
gene_1116717,1
gene_1592030,1
NZ_RAYQ01000051.1_cds_WP_120472390.1_3179,1
4-4_GL0068495,1
S-Fe17_GL0071260,1
Chow_1_GL0240933,1
OB-1_12_GL0233692,1
4-1_GL0052941,1
6_GL0051077,1
Food_9_GL0157207,1
gene_4449740,1
gene_4249316,1
HF-S_3_GL0288856,1
6-5_GL0089751,1
gene_265526,1
8-4_GL0034616,1
gene_3166146,1
gene_1652014,1
NZ_RAYX01000042.1_cds_WP_120377161.1_1194,1
1-1_GL0001662,1
Food_7_GL0305852,1
Food_1_GL0309053,1
22_GL0048669,1
4-5_GL0107239,1
33_GL0091314,1
1-2_GL0117357,1
6-1_GL0049230,1
gene_3180228,1
gene_1468733,1
17_GL0056902,1
8-4_GL0021684,1
5_GL0013271,1
35_GL0069943,1
G1-1A_GL0024726,1
S-Fe7_GL0029385,1
2-4_GL0080881,1
11_GL0135410,1
Food_10_GL0028938,1
G1-5A_GL0149491,1
gene_2827595,1
4-8_GL0118329,1
gene_1340425,1
gene_4261372,1
3-5_GL0076177,1
Chow_1_GL0196552,1
gene_2794764,1
18_GL0066518,1
MH-6-4_GL0135102,1
3-5_GL0028812,1
gene_914395,1
HF-F_10_GL0257760,1
gene_1266991,1
7-1_GL0084426,1
MH-6-4_GL0011636,1
gene_3531621,1
Food_3_GL0274407,1
4-3_GL0026415,1
gene_169853,1
Chow_6_GL0275424,1
OB-1_5_GL0103996,1
gene_369723,1
10_GL0064280,1
gene_1651355,1
gene_3871941,1
1-1_GL0134852,1
gene_4184722,1
gene_4518397,1
Food_11_GL0112785,1
39_GL0034663,1
Chow_2_GL0026834,1
NZ_KB822467.1_cds_WP_004081253.1_5009,1
8-7_GL0040525,1
HF-F_10_GL0031163,1
HF-F_1_GL0273144,1
Food_5_GL0268910,1
HF-F_13_GL0078662,1
MC-6-1_GL0026349,1
NZ_AUGK01000003.1_cds_WP_028026113.1_519,1
gene_3220808,1
2-2_GL0082074,1
7-1_GL0015376,1
8-2_GL0082575,1
11_GL0065633,1
gene_1948408,1
MC-6-3_GL0093224,1
Food_7_GL0258735,1
3-5_GL0023013,1
gene_2255831,1
20_GL0139374,1
1A-dyr1-07_GL0048684,1
gene_3622996,1
NZ_RAZK01000021.1_cds_WP_120483912.1_2230,1
3-1_GL0005774,1
Chow_1_GL0109273,1
gene_2975423,1
Chow_5_GL0172848,1
Chow_4_GL0348918,1
3-6_GL0024777,1
Food_14_GL0166376,1
NZ_RAZK01000028.1_cds_WP_120484413.1_3094,1
6-1_GL0032729,1
gene_1580093,1
DSM22607_9_GL0333025,1
gene_2777954,1
gene_4457965,1
gene_4514535,1
gene_3852704,1
gene_3504634,1
gene_1709092,1
DSM22607_4_GL0322342,1
11_GL0076512,1
Chow_4_GL0141088,1
gene_953409,1
2A-dyr16-06_GL0060591,1
HF-F_1_GL0154808,1
gene_4333913,1
8-3_GL0039990,1
6-2_GL0082624,1
AF73-05_13_GL0332125,1
5-1_GL0080204,1
Group2-3A_GL0170457,1
HF-S_3_GL0352443,1
Chow_3_GL0067198,1
gene_2342315,1
HF-F_10_GL0107390,1
gene_301927,1
gene_3396838,1
MH-6-3_GL0019198,1
gene_3968589,1
G1-3A_GL0023942,1
OB-1_4_GL0374393,1
HF-F_12_GL0018064,1
gene_3388909,1
2A-dyr14-06_GL0006485,1
gene_794523,1
gene_1120082,1
gene_3061965,1
39_GL0048300,1
2-1_GL0106962,1
2-3_GL0097664,1
gene_3604821,1
gene_3131289,1
MC-0-1_GL0043772,1
13_GL0078938,1
NZ_RAZA01000076.1_cds_WP_120480652.1_4030,1
Food_6_GL0122424,1
31_GL0068901,1
S-Fe12_GL0045901,1
S-Fe12_GL0132387,1
G1-5A_GL0038672,1
AF73-05_10_GL0425963,1
Chow_7_GL0254912,1
S-Fe1_GL0139999,1
gene_2945245,1
HF-S_2_GL0066296,1
Food_10_GL0160001,1
NZ_RAYX01000012.1_cds_WP_120376642.1_211,1
20_GL0132315,1
gene_2632689,1
4-2_GL0022059,1
2-1_GL0074882,1
gene_365203,1
gene_2593257,1
AF73-05_11_GL0183239,1
Group2-5A_GL0135284,1
gene_4554237,1
HF-S_14_GL0257762,1
Food_10_GL0052339,1
MC-6-5_GL0005053,1
AF73-05_1_GL0096869,1
OB-1_8_GL0311580,1
AF73-05_7_GL0277198,1
gene_753477,1
gene_313536,1
7-4_GL0015576,1
52_GL0105091,1
S-Fe7_GL0008335,1
8-1_GL0131694,1
1-2_GL0074241,1
gene_2409570,1
gene_3665268,1
gene_3626010,1
HF-F_7_GL0093175,1
Chow_7_GL0106949,1
Food_11_GL0173790,1
G1-5A_GL0150259,1
3-5_GL0011415,1
gene_176162,1
S-Fe11_GL0028213,1
HF-S_12_GL0110977,1
gene_3301132,1
Chow_7_GL0196863,1
gene_4593321,1
5-7_GL0116930,1
Food_7_GL0034943,1
gene_1919039,1
gene_2482764,1
gene_1432393,1
6-1_GL0071228,1
gene_3935989,1
G1-1A_GL0123879,1
Chow_5_GL0014808,1
2-7_GL0023048,1
HF-F_1_GL0204629,1
HF-F_10_GL0110397,1
2-2_GL0032163,1
DSM22607_11_GL0323411,1
Food_13_GL0150413,1
G1-5A_GL0079235,1
2-2_GL0056570,1
3-5_GL0007542,1
gene_2021926,1
Food_2_GL0052381,1
gene_3523560,1
gene_647407,1
S-Fe11_GL0132086,1
S-Fe10_GL0121978,1
gene_1080477,1
NZ_KB822452.1_cds_WP_004075198.1_2827,1
gene_4517399,1
3_GL0035765,1
HF-S_1_GL0079255,1
NZ_RAZG01000126.1_cds_443,1
Chow_3_GL0084621,1
gene_1967575,1
gene_1833934,1
11_GL0111960,1
2A-dyr16-07_GL0062127,1
G1-1A_GL0093581,1
8-4_GL0004541,1
4-1_GL0024526,1
NZ_RAYC01000002.1_cds_WP_120459865.1_3263,1
gene_2956928,1
gene_1025475,1
Food_6_GL0272763,1
S-Fe1_GL0044082,1
NZ_NHMQ01000001.1_cds_WP_065535501.1_213,1
ERR1211992_Scaf5_570,1
MC-6-3_GL0084407,1
gene_1777231,1
S-Fe8_GL0227930,1
gene_390041,1
gene_707257,1
gene_1425767,1
gene_850691,1
Group2-7A_GL0132824,1
gene_1141350,1
gene_3386844,1
NZ_RAYM01000100.1_cds_WP_120437757.1_4348,1
Chow_6_GL0146074,1
OB-1_7_GL0140521,1
AF73-05_14_GL0206707,1
Food_3_GL0250456,1
33_GL0100342,1
8-3_GL0079731,1
gene_4565315,1
gene_4125660,1
2A-dyr13-07_GL0006874,1
gene_2917814,1
Chow_1_GL0265622,1
gene_1990682,1
3-5_GL0119555,1
NZ_KB822413.1_cds_WP_004039398.1_11,1
12_GL0137633,1
Food_14_GL0133383,1
3-5_GL0069156,1
gene_1056862,1
Food_4_GL0269341,1
Food_5_GL0196444,1
MC-6-1_GL0102549,1
8-7_GL0075452,1
3-8_GL0057958,1
8-3_GL0064444,1
G1-3A_GL0122848,1
NZ_RAYO01000003.1_cds_WP_120394117.1_1004,1
gene_3972868,1
gene_2443633,1
6-5_GL0034025,1
gene_3726225,1
DSM22607_8_GL0267652,1
S-Fe2_GL0081573,1
12_GL0010158,1
NZ_RAYY01000083.1_cds_5015,1
gene_4183093,1
gene_3889409,1
Chow_6_GL0131096,1
NZ_KB822499.1_cds_WP_004063329.1_3962,1
AF73-05_4_GL0385553,1
gene_3115429,1
32_GL0131358,1
gene_1337300,1
Group2-1A_GL0062628,1
Food_2_GL0177571,1
NZ_RAYF01000021.1_cds_WP_120434764.1_636,1
Food_5_GL0343057,1
Food_8_GL0323683,1
Chow_5_GL0129772,1
1-5_GL0008201,1
Food_10_GL0077514,1
Chow_3_GL0118457,1
2-1_GL0108508,1
MC-6-1_GL0075123,1
26_GL0031517,1
gene_2144990,1
gene_4618683,1
17_GL0037556,1
NZ_RAYR01000008.1_cds_WP_120411044.1_2811,1
gene_3382677,1
Food_8_GL0184198,1
11_GL0128877,1
gene_1339543,1
Chow_2_GL0225364,1
MH-6-3_GL0090490,1
NZ_RAYF01000063.1_cds_WP_120438234.1_3082,1
NZ_RAZK01000002.1_cds_WP_120481040.1_3370,1
HF-F_12_GL0140242,1
7-2_GL0001667,1
S-Fe10_GL0071388,1
AF73-05_10_GL0069590,1
10_GL0055529,1
gene_3730064,1
NZ_OFSM01000055.1_cds_4903,1
47_GL0067045,1
Food_6_GL0132716,1
S-Fe10_GL0093221,1
gene_2219867,1
NZ_NHMR02000002.1_cds_WP_065523530.1_1218,1
MC-0-1_GL0078972,1
gene_4312135,1
gene_3208328,1
gene_1986581,1
5_GL0128827,1
Food_11_GL0337872,1
