gene,noFMT_1_jejunum
2-6_GL0089716,1
AF73-05_10_GL0130223,1
2A-dyr16-06_GL0000973,1
gene_3502795,1
S-Fe3_GL0041659,1
3-5_GL0088124,1
7-8_GL0089547,1
15_GL0131551,1
gene_2801505,1
gene_3534695,1
HF-F_7_GL0283986,1
HF-S_9_GL0180587,1
2-3_GL0088672,1
Group2-3A_GL0027500,1
Food_2_GL0084405,1
AF73-05_2_GL0279467,1
S-Fe20_GL0139063,1
2-4_GL0093764,1
Food_4_GL0169400,1
G1-4A_GL0073990,1
G1-1A_GL0059730,1
G1-1A_GL0096061,1
G1-1A_GL0057456,1
gene_4396595,1
11_GL0074997,1
NZ_CP021421.1_cds_WP_068961633.1_1143,1
8-3_GL0053247,1
gene_4334436,1
HF-F_5_GL0096537,1
5-2_GL0019183,1
4-3_GL0021783,1
G1-1A_GL0052615,1
2-3_GL0101976,1
6-4_GL0106060,1
HF-S_11_GL0039377,1
NZ_RAYY01000107.1_cds_29,1
gene_2852551,1
6-5_GL0070737,1
7-5_GL0088353,1
6-2_GL0027861,1
gene_1838793,1
gene_3331940,1
S-Fe20_GL0021049,1
gene_3396321,1
S-Fe12_GL0083536,1
Group2-7A_GL0102240,1
Chow_6_GL0138644,1
41_GL0108061,1
AF73-05_3_GL0005546,1
51_GL0117616,1
gene_2996381,1
Group2-4A_GL0046394,1
NZ_RAYH01000010.1_cds_WP_120363089.1_1601,1
Food_9_GL0053972,1
S-Fe12_GL0083500,1
3-6_GL0060575,1
6-5_GL0091013,1
AF73-05_4_GL0220035,1
MH-6-1_GL0103151,1
gene_4023674,1
NZ_KE159646.1_cds_WP_016309164.1_907,1
10_GL0073778,1
G1-1A_GL0032168,1
1A-dyr2-07_GL0038014,1
2-3_GL0068939,1
Food_8_GL0219743,1
gene_3523235,1
HF-F_4_GL0444376,1
17_GL0077062,1
1B-dyr11-07_GL0017778,1
gene_4303956,1
S-Fe8_GL0044733,1
AF73-05_13_GL0114058,1
8-2_GL0141452,1
G1-5A_GL0195440,1
gene_114729,1
5-2_GL0013564,1
G1-1A_GL0116316,1
HF-F_13_GL0327835,1
Food_11_GL0240304,1
3-8_GL0014789,1
gene_1919084,1
DSM22607_8_GL0343564,1
S-Fe8_GL0131964,1
NZ_QZFS01000076.1_cds_8052,1
1-4_GL0073776,1
2A-dyr14-07_GL0039195,1
NZ_RAYY01000108.1_cds_32,1
AF73-05_10_GL0290713,1
S-Fe17_GL0004019,1
S-Fe5_GL0010535,1
39_GL0160444,1
6-1_GL0047351,1
gene_4360673,1
Food_12_GL0194771,1
gene_608714,1
Group2-3A_GL0021657,1
6-4_GL0051121,1
NZ_KB822452.1_cds_WP_004075035.1_2741,1
AF73-05_10_GL0328693,1
11_GL0136153,1
gene_4062106,1
AF73-05_10_GL0166755,1
5-8_GL0076249,1
gene_1054261,1
5-3_GL0051659,1
Chow_8_GL0045747,1
S-Fe20_GL0176414,1
G1-4A_GL0103244,1
NZ_RAZG01000007.1_cds_WP_120406817.1_4541,1
Food_6_GL0078719,1
gene_4265826,1
Food_2_GL0009477,1
1A-dyr3-06_GL0007724,1
5-3_GL0026158,1
gene_3368424,1
Chow_2_GL0146042,1
3-6_GL0037561,1
S-Fe12_GL0171952,1
2-3_GL0068906,1
11_GL0111318,1
HF-F_7_GL0039293,1
gene_1880985,1
2-3_GL0079111,1
20_GL0042694,1
gene_38564,1
gene_4016584,1
gene_1864527,1
6-1_GL0070449,1
gene_2230414,1
gene_3695085,1
HF-S_13_GL0396503,1
gene_719024,1
NZ_CP021421.1_cds_WP_068961409.1_1387,1
gene_4502733,1
7-3_GL0018879,1
Chow_1_GL0239362,1
Food_13_GL0184614,1
S-Fe11_GL0058802,1
gene_4589763,1
AF73-05_4_GL0261966,1
G1-2A_GL0110878,1
Group2-3A_GL0104650,1
MH-0-5_GL0124192,1
DSM22607_8_GL0186711,1
4-2_GL0096345,1
NZ_RAYH01000007.1_cds_WP_002517318.1_1322,1
Chow_5_GL0182367,1
AF73-05_10_GL0423339,1
HF-S_5_GL0300187,1
NZ_KB822469.1_cds_WP_004082624.1_5609,1
S-Fe10_GL0106934,1
24_GL0068397,1
HF-S_9_GL0144186,1
MC-6-3_GL0063802,1
MC-6-2_GL0050773,1
Food_5_GL0265075,1
NZ_OFSM01000013.1_cds_WP_103240162.1_193,1
gene_1137732,1
1A-dyr1-07_GL0029081,1
23_GL0121043,1
AF73-05_5_GL0106062,1
HF-F_11_GL0000194,1
gene_1177422,1
gene_1911830,1
OB-1_9_GL0231323,1
MH-6-1_GL0128597,1
2-3_GL0089028,1
G1-7A_GL0078038,1
gene_3333922,1
Group2-4A_GL0097823,1
HF-F_4_GL0078777,1
NZ_RAYH01000007.1_cds_WP_120363057.1_1305,1
DSM22607_13_GL0020987,1
1_GL0105030,1
G1-1A_GL0030548,1
gene_917348,1
Food_5_GL0101551,1
2-2_GL0123243,1
4-1_GL0081845,1
2-5_GL0020800,1
6-5_GL0030277,1
gene_1919000,1
2-3_GL0036268,1
NZ_RAYM01000053.1_cds_WP_120436763.1_2655,1
4-4_GL0041504,1
Group2-4A_GL0102118,1
HF-S_12_GL0176411,1
G1-7A_GL0051422,1
gene_1877844,1
6-4_GL0010230,1
S-Fe12_GL0068650,1
NZ_RAZG01000062.1_cds_3942,1
Group2-4A_GL0101445,1
S-Fe20_GL0030417,1
15_GL0140845,1
S-Fe4_GL0039959,1
NZ_RAZG01000030.1_cds_WP_120408471.1_2500,1
HF-F_1_GL0243137,1
OB-1_7_GL0059072,1
2-5_GL0073556,1
S-Fe10_GL0077459,1
gene_4416255,1
NZ_KE159646.1_cds_WP_016310299.1_2045,1
20_GL0147509,1
gene_3388361,1
gene_257844,1
gene_2539660,1
HF-F_10_GL0254079,1
1-1_GL0108755,1
S-Fe10_GL0109815,1
gene_1516923,1
NZ_QZFS01000046.1_cds_WP_129179963.1_5913,1
gene_4302085,1
AF73-05_9_GL0002328,1
gene_4498628,1
G1-1A_GL0039127,1
gene_3460429,1
gene_2548448,1
gene_4452723,1
AF73-05_8_GL0025336,1
1-2_GL0112968,1
gene_3924306,1
Food_11_GL0233492,1
1-5_GL0026623,1
HF-S_7_GL0249359,1
NZ_OFSM01000012.1_cds_WP_103240000.1_2636,1
OB-1_2_GL0267388,1
Chow_5_GL0052364,1
8-3_GL0107426,1
G1-1A_GL0002809,1
8_GL0152532,1
10_GL0053307,1
gene_165557,1
gene_1681738,1
G1-1A_GL0032188,1
DSM22607_2_GL0244540,1
S-Fe9_GL0177052,1
11_GL0009882,1
gene_3974817,1
MH-6-5_GL0090036,1
11_GL0139318,1
MH-6-1_GL0000996,1
gene_2764631,1
S-Fe6_GL0016529,1
ERR1212018_Scaf24_607,1
gene_3569254,1
17_GL0027162,1
gene_3519152,1
Group2-3A_GL0162861,1
MC-6-1_GL0014686,1
DSM22607_1_GL0129356,1
S-Fe8_GL0186713,1
gene_3071179,1
DSM22607_8_GL0207110,1
AF73-05_3_GL0124435,1
5-2_GL0103665,1
gene_4566829,1
gene_925390,1
MC-0-1_GL0050375,1
6-2_GL0082522,1
AF73-05_4_GL0392040,1
gene_3609784,1
DSM22607_2_GL0286739,1
1-1_GL0068872,1
gene_1640734,1
gene_2768677,1
Group2-3A_GL0073923,1
G1-7A_GL0015711,1
HF-F_2_GL0026773,1
Food_7_GL0188423,1
S-Fe2_GL0077400,1
G1-4A_GL0019480,1
Chow_3_GL0255364,1
DSM22607_11_GL0264879,1
1-2_GL0013294,1
DSM22607_13_GL0128671,1
G1-1A_GL0030534,1
Food_4_GL0004523,1
S-Fe12_GL0043735,1
MH-6-2_GL0086534,1
8-2_GL0115168,1
2-3_GL0004752,1
gene_4073950,1
4-8_GL0100183,1
13_GL0077593,1
20_GL0053627,1
4-1_GL0055319,1
NZ_CP021421.1_cds_WP_068961176.1_1666,1
Group2-3A_GL0194227,1
Food_7_GL0100583,1
gene_2397510,1
MC-6-2_GL0162517,1
HF-F_13_GL0282965,1
Chow_1_GL0074642,1
Food_11_GL0274543,1
HF-F_7_GL0116582,1
OB-1_11_GL0149508,1
AF73-05_3_GL0212984,1
16_GL0035026,1
Food_13_GL0081111,1
NZ_OFSM01000013.1_cds_WP_103240138.1_250,1
HF-S_14_GL0336193,1
8-2_GL0097911,1
Group2-3A_GL0001433,1
HF-F_14_GL0059640,1
gene_2162252,1
AF73-05_13_GL0201415,1
S-Fe11_GL0047345,1
S-Fe2_GL0139901,1
1A-dyr2-07_GL0018306,1
MC-0-1_GL0063140,1
Food_11_GL0105961,1
5-7_GL0006626,1
G1-1A_GL0015521,1
DSM22607_9_GL0400750,1
G1-1A_GL0063037,1
gene_2366541,1
Chow_1_GL0207541,1
gene_2975419,1
Chow_4_GL0334409,1
Food_5_GL0081559,1
10_GL0099916,1
Group2-6A_GL0019048,1
MH-0-3_GL0011539,1
Group2-3A_GL0169817,1
gene_3829433,1
S-Fe10_GL0092356,1
5-2_GL0100040,1
NZ_RAYY01000015.1_cds_WP_120422422.1_666,1
G1-4A_GL0043895,1
gene_1031233,1
Chow_4_GL0171902,1
DSM22607_11_GL0370796,1
DSM22607_6_GL0189910,1
MC-6-1_GL0057615,1
S-Fe12_GL0088164,1
17_GL0093489,1
NZ_RAYM01000063.1_cds_WP_120437203.1_3185,1
gene_1821278,1
gene_695644,1
gene_2701593,1
S-Fe2_GL0100010,1
53_GL0151262,1
gene_3734591,1
gene_4585055,1
S-Fe9_GL0037032,1
34_GL0035076,1
AF73-05_1_GL0054877,1
5-7_GL0091061,1
Chow_5_GL0151707,1
Food_5_GL0122055,1
HF-S_12_GL0116323,1
AF73-05_7_GL0322586,1
6-4_GL0063902,1
NZ_NHTR01000005.1_cds_5703,1
G1-6A_GL0089977,1
gene_4084042,1
Chow_5_GL0028567,1
23_GL0035963,1
2-1_GL0064621,1
MH-0-4_GL0013404,1
gene_4115873,1
gene_4003379,1
Chow_8_GL0107918,1
2-3_GL0086504,1
gene_4002255,1
gene_4354296,1
HF-S_13_GL0148652,1
HF-F_10_GL0278021,1
MH-6-2_GL0040094,1
Chow_2_GL0201008,1
HF-S_6_GL0030742,1
Chow_8_GL0008836,1
NZ_RAZA01000010.1_cds_WP_120478463.1_28,1
5-3_GL0103977,1
Chow_1_GL0054801,1
2-6_GL0031297,1
gene_3411483,1
G1-1A_GL0045751,1
10_GL0013119,1
8-7_GL0036390,1
3_GL0022453,1
13_GL0053300,1
12_GL0048472,1
gene_2178977,1
G1-1A_GL0101383,1
Food_11_GL0277980,1
gene_3124385,1
Group2-4A_GL0031576,1
Chow_3_GL0138567,1
AF73-05_11_GL0258981,1
6-7_GL0114794,1
gene_4622475,1
MH-6-1_GL0043376,1
S-Fe13_GL0076640,1
4-5_GL0106068,1
S-Fe12_GL0123701,1
36_GL0001576,1
S-Fe9_GL0234245,1
Food_11_GL0156228,1
11_GL0011535,1
gene_2985365,1
2-3_GL0060244,1
Group2-5A_GL0000760,1
2-3_GL0096864,1
1-1_GL0036127,1
OB-1_7_GL0080643,1
11_GL0021472,1
gene_4599156,1
DSM22607_2_GL0055031,1
2-3_GL0084492,1
G1-1A_GL0005523,1
gene_3172324,1
MC-0-3_GL0015803,1
G1-1A_GL0003914,1
2-3_GL0056632,1
gene_2479466,1
NZ_RAZK01000016.1_cds_WP_120483453.1_1333,1
S-Fe5_GL0078458,1
S-Fe12_GL0017112,1
AF73-05_4_GL0160796,1
gene_3367671,1
gene_4408798,1
DSM22607_4_GL0289477,1
MC-6-1_GL0026594,1
G1-1A_GL0096464,1
Group2-7A_GL0066404,1
DSM22607_3_GL0225185,1
Chow_4_GL0076375,1
gene_2107716,1
G1-5A_GL0136624,1
HF-F_10_GL0080434,1
gene_2098344,1
39_GL0072703,1
G1-1A_GL0039146,1
MH-6-1_GL0015046,1
DSM22607_10_GL0120019,1
gene_4386470,1
6-2_GL0069554,1
gene_3058605,1
4-7_GL0112978,1
MH-6-5_GL0167299,1
Chow_1_GL0039585,1
gene_3147476,1
MH-6-2_GL0116505,1
6-4_GL0066899,1
gene_187625,1
2A-dyr13-06_GL0025005,1
MH-6-4_GL0049757,1
NZ_RAYE01000087.1_cds_4974,1
gene_1084768,1
Chow_1_GL0018233,1
15_GL0103593,1
S-Fe8_GL0252575,1
AF73-05_8_GL0121601,1
gene_3248308,1
6-4_GL0003930,1
gene_235940,1
Food_11_GL0156402,1
Group2-1A_GL0002055,1
OB-1_7_GL0122853,1
Food_10_GL0136226,1
2-3_GL0104506,1
gene_3016196,1
MH-0-5_GL0013150,1
gene_2823804,1
G1-1A_GL0109497,1
35_GL0021318,1
Chow_1_GL0229626,1
39_GL0144531,1
gene_4521219,1
25_GL0003707,1
gene_2664233,1
S-Fe10_GL0012087,1
MC-6-5_GL0059065,1
20_GL0006889,1
G1-1A_GL0110874,1
4-3_GL0007571,1
DSM22607_12_GL0174511,1
MH-6-3_GL0053992,1
Food_6_GL0093801,1
G1-5A_GL0009990,1
gene_723569,1
2-3_GL0100374,1
2-3_GL0104496,1
gene_1360272,1
gene_1336027,1
Group2-4A_GL0015897,1
Chow_4_GL0277612,1
gene_2555056,1
gene_1478280,1
OB-1_12_GL0263182,1
gene_854574,1
2-2_GL0044962,1
NZ_QZFS01000092.1_cds_WP_129183029.1_8935,1
HF-S_3_GL0139710,1
Food_11_GL0061853,1
gene_4075938,1
Chow_2_GL0252560,1
S-Fe2_GL0025565,1
AF73-05_10_GL0337700,1
gene_2489452,1
G1-1A_GL0033858,1
MC-6-5_GL0072924,1
2-3_GL0083698,1
gene_1118695,1
NZ_RAYN01000081.1_cds_WP_120397162.1_3593,1
gene_1631536,1
gene_1772892,1
gene_1028154,1
NZ_KB822493.1_cds_WP_004062222.1_3875,1
MC-6-2_GL0100399,1
G1-1A_GL0054395,1
2-3_GL0000314,1
G1-5A_GL0105021,1
21_GL0004611,1
4-3_GL0034247,1
DSM22607_8_GL0031567,1
7-7_GL0079332,1
gene_324809,1
2-3_GL0083715,1
HF-F_11_GL0259374,1
NZ_CP021421.1_cds_WP_068960604.1_2373,1
11_GL0156535,1
MC-6-1_GL0027538,1
gene_3492884,1
NZ_RAYO01000021.1_cds_WP_120395596.1_266,1
gene_2058397,1
Group2-2A_GL0111778,1
NZ_CP021421.1_cds_WP_068961823.1_932,1
4-1_GL0065250,1
gene_644393,1
gene_4029275,1
24_GL0014567,1
2-3_GL0043394,1
gene_33555,1
gene_4227626,1
gene_2533967,1
18_GL0055167,1
7-8_GL0052217,1
Group2-1A_GL0056745,1
1A-dyr2-07_GL0033023,1
G1-1A_GL0063250,1
NZ_RAYH01000003.1_cds_WP_002515693.1_665,1
1A-dyr1-07_GL0018075,1
8-1_GL0067017,1
DSM22607_1_GL0023957,1
5-3_GL0009665,1
10_GL0051914,1
S-Fe12_GL0163083,1
G1-1A_GL0003414,1
S-Fe6_GL0119784,1
Group2-1A_GL0117650,1
S-Fe12_GL0186003,1
HF-S_2_GL0232216,1
MH-6-2_GL0002318,1
gene_3032245,1
S-Fe19_GL0014568,1
G1-1A_GL0060426,1
20_GL0017741,1
G1-1A_GL0002849,1
G1-7A_GL0012307,1
6-6_GL0066895,1
gene_1523009,1
2-3_GL0062093,1
Food_5_GL0029256,1
AF73-05_1_GL0297196,1
NZ_RAYF01000010.1_cds_WP_120433744.1_3783,1
2-3_GL0101975,1
gene_3480276,1
gene_4197259,1
HF-F_14_GL0035204,1
gene_2149569,1
7-5_GL0000135,1
6-2_GL0005365,1
4-8_GL0087339,1
1-1_GL0152366,1
3-1_GL0087453,1
47_GL0007275,1
AF73-05_10_GL0375209,1
AF73-05_10_GL0246085,1
gene_3377263,1
6-6_GL0002333,1
Food_9_GL0035210,1
gene_4040294,1
DSM22607_9_GL0109286,1
gene_1706883,1
Food_10_GL0106002,1
G1-1A_GL0062903,1
G1-4A_GL0088520,1
7-7_GL0092011,1
gene_3374907,1
S-Fe10_GL0095578,1
12_GL0014797,1
25_GL0062288,1
1A-dyr4-07_GL0094707,1
31_GL0043827,1
G1-5A_GL0043916,1
6-5_GL0052130,1
gene_4092056,1
5-4_GL0110489,1
Chow_5_GL0070513,1
NZ_CP021421.1_cds_WP_068959863.1_602,1
OB-1_7_GL0051420,1
S-Fe6_GL0215844,1
AF73-05_2_GL0192311,1
Chow_4_GL0283803,1
G1-3A_GL0062085,1
gene_2241129,1
Chow_4_GL0326497,1
2-3_GL0012615,1
3-1_GL0035656,1
G1-1A_GL0052534,1
1A-dyr2-07_GL0011443,1
NZ_RAYU01000128.1_cds_WP_120474023.1_684,1
20_GL0010336,1
1-4_GL0059693,1
MH-6-3_GL0019815,1
7-2_GL0008526,1
7-4_GL0101720,1
4-1_GL0006626,1
28_GL0098053,1
HF-S_10_GL0047773,1
2-7_GL0035636,1
9_GL0040884,1
22_GL0095657,1
G1-1A_GL0095215,1
DSM22607_12_GL0161475,1
gene_241904,1
Group2-1A_GL0003675,1
HF-F_11_GL0099042,1
32_GL0110487,1
gene_1015247,1
39_GL0099706,1
10_GL0018445,1
3-3_GL0006006,1
gene_946695,1
S-Fe6_GL0186656,1
Food_2_GL0279320,1
12_GL0053238,1
2A-dyr16-06_GL0031830,1
HF-S_4_GL0218697,1
S-Fe1_GL0099396,1
Chow_3_GL0263895,1
gene_111825,1
30_GL0013522,1
2-1_GL0000154,1
G1-1A_GL0002875,1
7-8_GL0072479,1
DSM22607_9_GL0077424,1
S-Fe6_GL0196727,1
42_GL0041997,1
HF-S_6_GL0023772,1
gene_659363,1
gene_922686,1
1A-dyr2-07_GL0051125,1
G1-1A_GL0057697,1
S-Fe12_GL0017115,1
S-Fe12_GL0038790,1
AF73-05_7_GL0221234,1
43_GL0060112,1
2-3_GL0065517,1
6-4_GL0047210,1
Food_2_GL0015794,1
HF-S_4_GL0215317,1
gene_499897,1
gene_4447080,1
11_GL0015286,1
gene_2076477,1
3-8_GL0053140,1
DSM22607_4_GL0160799,1
MC-6-2_GL0070445,1
gene_4060704,1
gene_442549,1
AF73-05_13_GL0329890,1
NZ_KB822493.1_cds_WP_004062195.1_3864,1
NZ_QZFS01000016.1_cds_WP_129177731.1_1858,1
4-1_GL0009692,1
OB-1_9_GL0054802,1
6-2_GL0025712,1
NZ_RAZG01000065.1_cds_WP_120409440.1_4021,1
G1-1A_GL0034925,1
S-Fe2_GL0002414,1
2-8_GL0047008,1
NZ_QZFS01000188.1_cds_2165,1
gene_4308685,1
G1-1A_GL0085092,1
Group2-6A_GL0069646,1
Food_1_GL0136923,1
ERR1212017_Scaf6_209,1
2-3_GL0004508,1
23_GL0147412,1
gene_258106,1
G1-1A_GL0081305,1
3-1_GL0035870,1
G1-1A_GL0024739,1
G1-1A_GL0055086,1
gene_1871728,1
S-Fe8_GL0112794,1
2-3_GL0104043,1
G1-1A_GL0113998,1
10_GL0091038,1
5-7_GL0112948,1
Food_6_GL0148450,1
gene_4169646,1
8-2_GL0104201,1
HF-S_12_GL0142063,1
G1-1A_GL0058368,1
S-Fe11_GL0140791,1
5-5_GL0055648,1
34_GL0075344,1
gene_2236251,1
22_GL0091088,1
4-7_GL0012491,1
2-3_GL0047510,1
G1-4A_GL0093592,1
5-2_GL0005115,1
2-3_GL0088372,1
G1-7A_GL0126690,1
Food_2_GL0241174,1
S-Fe5_GL0105336,1
NZ_KB822471.1_cds_223,1
2-3_GL0055453,1
G1-1A_GL0045873,1
Food_5_GL0242176,1
HF-F_14_GL0443913,1
AF73-05_13_GL0162590,1
gene_1904615,1
Food_10_GL0223312,1
47_GL0084357,1
Food_1_GL0199283,1
7-3_GL0072545,1
MH-0-4_GL0068601,1
2A-dyr16-06_GL0052892,1
Chow_7_GL0099482,1
34_GL0081378,1
Food_11_GL0245256,1
S-Fe3_GL0115709,1
gene_2700228,1
32_GL0019944,1
23_GL0090886,1
gene_1616972,1
gene_1837749,1
NZ_RAYW01000017.1_cds_WP_121699345.1_515,1
20_GL0133916,1
G1-5A_GL0106393,1
HF-F_4_GL0003127,1
gene_3531158,1
12_GL0106077,1
Food_6_GL0229209,1
Group2-3A_GL0128121,1
45_GL0156553,1
6-1_GL0036755,1
AF73-05_13_GL0009702,1
S-Fe8_GL0066826,1
gene_1086707,1
MC-0-3_GL0052113,1
Chow_1_GL0123793,1
Chow_7_GL0059879,1
gene_3044355,1
11_GL0020149,1
gene_937878,1
gene_1472849,1
53_GL0065398,1
gene_2749313,1
HF-S_5_GL0297912,1
1-1_GL0018515,1
gene_4588262,1
HF-S_8_GL0113926,1
gene_3609998,1
gene_4561343,1
MC-6-1_GL0112704,1
NZ_CP021421.1_cds_WP_068961360.1_1445,1
MC-0-1_GL0021596,1
gene_3798911,1
Group2-6A_GL0113015,1
MC-6-2_GL0086563,1
5-3_GL0026210,1
6-3_GL0011211,1
3-5_GL0089622,1
Food_9_GL0207526,1
2-3_GL0053156,1
HF-S_1_GL0143307,1
G1-4A_GL0069578,1
5-8_GL0108951,1
NZ_QZFS01000077.1_cds_WP_129182374.1_8102,1
gene_1562997,1
2-3_GL0074150,1
S-Fe20_GL0190842,1
S-Fe12_GL0092888,1
AF73-05_5_GL0251264,1
17_GL0006620,1
AF73-05_7_GL0226420,1
2-2_GL0133668,1
G1-1A_GL0045931,1
gene_337583,1
HF-S_14_GL0002374,1
gene_960033,1
HF-F_2_GL0078901,1
2-3_GL0100421,1
G1-1A_GL0093109,1
11_GL0115808,1
gene_4093098,1
gene_1138841,1
MC-6-1_GL0020986,1
MC-0-1_GL0069124,1
gene_4438694,1
gene_3869797,1
HF-F_7_GL0250310,1
S-Fe10_GL0048078,1
OB-1_1_GL0184854,1
2-3_GL0093852,1
gene_4525231,1
G1-1A_GL0093263,1
1-4_GL0045964,1
S-Fe6_GL0206986,1
S-Fe1_GL0148053,1
S-Fe3_GL0095723,1
2_GL0135819,1
Chow_1_GL0115174,1
DSM22607_10_GL0127823,1
G1-1A_GL0058250,1
2-1_GL0112065,1
NZ_RAZE01000003.1_cds_WP_120398199.1_2914,1
AF73-05_11_GL0065873,1
Chow_2_GL0274130,1
2-3_GL0002730,1
gene_911066,1
HF-S_14_GL0285886,1
Chow_1_GL0234823,1
HF-F_4_GL0187724,1
G1-1A_GL0031254,1
3_GL0045246,1
G1-1A_GL0110146,1
6-5_GL0083447,1
Chow_4_GL0343430,1
gene_2984215,1
S-Fe9_GL0215884,1
HF-F_9_GL0225862,1
gene_1861796,1
Chow_1_GL0298075,1
NZ_CP021421.1_cds_WP_084274102.1_1378,1
14_GL0011227,1
gene_2048134,1
2A-dyr16-06_GL0059243,1
MC-6-3_GL0091627,1
gene_1795690,1
AF73-05_11_GL0223568,1
Food_13_GL0170577,1
gene_811906,1
G1-1A_GL0076711,1
gene_2475182,1
Chow_8_GL0236564,1
4-3_GL0010899,1
Group2-3A_GL0127546,1
2-3_GL0006711,1
MC-6-2_GL0171862,1
6-7_GL0099756,1
NZ_RAZG01000030.1_cds_WP_120408456.1_2483,1
S-Fe3_GL0172885,1
8-1_GL0102291,1
gene_3898804,1
11_GL0057085,1
MH-0-4_GL0092847,1
HF-F_13_GL0044690,1
1-1_GL0002034,1
5_GL0006552,1
gene_1946450,1
NZ_RAYW01000055.1_cds_WP_121700383.1_2220,1
gene_3564691,1
S-Fe8_GL0243931,1
NZ_RAYH01000013.1_cds_WP_015011684.1_1711,1
gene_4272749,1
DSM22607_11_GL0228180,1
Chow_5_GL0020981,1
G1-1A_GL0023821,1
gene_2793062,1
7-5_GL0163077,1
21_GL0029636,1
29_GL0060961,1
34_GL0061363,1
Group2-2A_GL0089922,1
gene_1561603,1
gene_3254561,1
HF-F_11_GL0221537,1
1-5_GL0003217,1
MC-6-1_GL0060524,1
Food_2_GL0250810,1
AF73-05_11_GL0202864,1
Chow_1_GL0182929,1
Food_2_GL0284778,1
AF73-05_1_GL0281412,1
Chow_7_GL0064920,1
gene_3745887,1
S-Fe16_GL0052861,1
S-Fe3_GL0074661,1
G1-1A_GL0058387,1
S-Fe10_GL0074564,1
AF73-05_4_GL0279854,1
1A-dyr3-06_GL0056728,1
S-Fe12_GL0068659,1
1A-dyr4-07_GL0009722,1
NZ_RAYS01000001.1_cds_WP_121764986.1_1212,1
DSM22607_3_GL0026819,1
1-4_GL0075095,1
3-1_GL0078428,1
Chow_1_GL0018094,1
S-Fe18_GL0029304,1
S-Fe2_GL0101115,1
Food_9_GL0252487,1
gene_4223026,1
MC-6-1_GL0057778,1
NZ_RAYO01000021.1_cds_WP_120395594.1_262,1
2-2_GL0063417,1
G1-8A_GL0099397,1
9_GL0042977,1
6-4_GL0113261,1
gene_4554315,1
G1-1A_GL0061029,1
19_GL0012386,1
gene_3863718,1
gene_1897026,1
gene_4200164,1
8-2_GL0065276,1
DSM22607_1_GL0239138,1
MC-0-3_GL0034934,1
G1-1A_GL0092246,1
29_GL0008502,1
HF-F_7_GL0316376,1
Group2-3A_GL0001155,1
G1-1A_GL0069902,1
gene_4207041,1
gene_4250502,1
DSM22607_5_GL0006476,1
20_GL0047192,1
MC-6-2_GL0110625,1
G1-5A_GL0080231,1
Group2-1A_GL0134321,1
DSM22607_8_GL0347367,1
Food_10_GL0202463,1
S-Fe10_GL0009231,1
DSM22607_12_GL0091613,1
gene_3158303,1
MC-6-2_GL0122198,1
S-Fe2_GL0102446,1
2-3_GL0079085,1
gene_4633305,1
MC-6-4_GL0007866,1
MC-6-2_GL0152240,1
31_GL0047205,1
Group2-1A_GL0068281,1
NZ_OFSM01000064.1_cds_WP_103242627.1_4603,1
S-Fe2_GL0205759,1
G1-1A_GL0074844,1
Food_7_GL0051992,1
gene_2005678,1
gene_1314575,1
3_GL0001577,1
gene_454796,1
10_GL0051357,1
11_GL0095857,1
MC-6-2_GL0061035,1
gene_987329,1
gene_743954,1
HF-S_13_GL0259233,1
Chow_4_GL0144603,1
gene_2451898,1
Food_2_GL0065276,1
gene_2857476,1
G1-1A_GL0021116,1
S-Fe1_GL0121768,1
HF-S_9_GL0158955,1
2A-dyr14-06_GL0005582,1
Food_5_GL0061140,1
gene_3622263,1
Group2-8A_GL0157253,1
gene_3129435,1
33_GL0062881,1
ERR1211980_Scaf94_3596,1
Chow_1_GL0199515,1
gene_530356,1
HF-F_12_GL0056133,1
2-3_GL0070353,1
1-1_GL0151142,1
gene_960123,1
HF-F_4_GL0322221,1
S-Fe12_GL0003630,1
2-3_GL0104501,1
2-1_GL0114050,1
4-4_GL0046880,1
4-8_GL0123829,1
gene_4325413,1
5-3_GL0018461,1
46_GL0026948,1
gene_2117405,1
3_GL0001814,1
8-2_GL0042630,1
gene_757926,1
S-Fe7_GL0174808,1
gene_927525,1
S-Fe2_GL0027325,1
2-3_GL0093854,1
2-1_GL0094311,1
gene_401719,1
gene_3553954,1
4-1_GL0026151,1
gene_1269442,1
1-1_GL0128716,1
2-3_GL0021293,1
Food_9_GL0214853,1
40_GL0088755,1
gene_4519751,1
MH-6-2_GL0082794,1
Food_11_GL0240692,1
Food_5_GL0046674,1
NZ_CP021421.1_cds_WP_068961840.1_911,1
NZ_RAYM01000031.1_cds_864,1
NZ_KB822493.1_cds_WP_004062189.1_3861,1
gene_1816182,1
HF-F_1_GL0005347,1
11_GL0017552,1
NZ_RAYM01000001.1_cds_WP_120431129.1_1154,1
gene_1027400,1
S-Fe17_GL0080479,1
4-8_GL0107264,1
8-1_GL0114084,1
DSM22607_1_GL0242857,1
gene_2684628,1
Food_1_GL0196887,1
7-1_GL0077788,1
S-Fe20_GL0114831,1
8-3_GL0050298,1
20_GL0055256,1
Chow_1_GL0202161,1
3_GL0028635,1
10_GL0072335,1
1A-dyr3-06_GL0053466,1
Food_12_GL0174601,1
Chow_6_GL0129199,1
MH-6-3_GL0115714,1
Food_9_GL0331706,1
gene_641355,1
35_GL0105919,1
MC-6-3_GL0002224,1
