gene,noFMT_1_duodenum
gene_3670421,1
11_GL0092708,1
HF-F_14_GL0351121,1
gene_3595947,1
4-3_GL0007598,1
AF73-05_14_GL0049348,1
gene_4266789,1
S-Fe2_GL0001574,1
1-1_GL0017377,1
gene_3978084,1
S-Fe1_GL0137267,1
gene_2340367,1
45_GL0156018,1
MH-6-1_GL0125062,1
MH-0-5_GL0124222,1
11_GL0014647,1
gene_3093923,1
gene_423147,1
Chow_7_GL0258230,1
Group2-5A_GL0122044,1
gene_1224107,1
MC-6-3_GL0032368,1
S-Fe2_GL0064260,1
gene_1977524,1
S-Fe11_GL0136480,1
27_GL0002301,1
MC-0-3_GL0060749,1
2-3_GL0096833,1
35_GL0118802,1
gene_4069057,1
gene_2643222,1
DSM22607_10_GL0227981,1
MC-6-2_GL0157953,1
S-Fe1_GL0148407,1
gene_4573567,1
gene_3655666,1
gene_2796295,1
gene_4464588,1
gene_4235661,1
1-1_GL0045745,1
gene_3370331,1
gene_4293077,1
AF73-05_5_GL0301708,1
gene_4612523,1
gene_4361372,1
gene_2286741,1
S-Fe11_GL0130457,1
gene_4476414,1
MH-0-5_GL0060309,1
Group2-2A_GL0086277,1
gene_4318905,1
HF-F_4_GL0126661,1
gene_2884980,1
gene_3665507,1
gene_3641791,1
2A-dyr14-06_GL0066875,1
MH-0-4_GL0066858,1
gene_369731,1
3-1_GL0032323,1
1-1_GL0137774,1
S-Fe10_GL0141408,1
Chow_1_GL0058473,1
gene_3278708,1
2A-dyr16-07_GL0092886,1
gene_3942900,1
gene_483072,1
35_GL0064282,1
gene_53762,1
NZ_RAYH01000022.1_cds_WP_002547880.1_2442,1
gene_3435862,1
gene_127639,1
S-Fe10_GL0079590,1
NZ_CP021421.1_cds_WP_068961487.1_1306,1
gene_1884182,1
gene_3268541,1
gene_4093773,1
gene_147140,1
gene_4145587,1
gene_2830636,1
HF-S_12_GL0171384,1
gene_4551501,1
gene_3592062,1
gene_2108904,1
gene_1825401,1
NZ_CP028714.1_cds_WP_001027281.1_3624,1
gene_4331834,1
gene_3657362,1
gene_3381497,1
gene_3267199,1
gene_2980888,1
gene_4061408,1
1A-dyr3-06_GL0052567,1
gene_2365698,1
NZ_RAZD01000024.1_cds_WP_120421611.1_1532,1
gene_3982596,1
gene_2257224,1
S-Fe16_GL0024807,1
gene_3261562,1
gene_4168036,1
AF73-05_1_GL0359436,1
NZ_QZFS01000078.1_cds_WP_129182427.1_8131,1
49_GL0062720,1
gene_3803878,1
HF-F_13_GL0503048,1
gene_706843,1
11_GL0004660,1
gene_1210399,1
gene_4368808,1
gene_1919045,1
10_GL0059765,1
gene_4604636,1
AF73-05_8_GL0444094,1
Food_10_GL0087937,1
gene_4004364,1
NZ_RAYH01000022.1_cds_WP_002519184.1_2434,1
S-Fe11_GL0040196,1
gene_4099249,1
11_GL0084924,1
11_GL0110196,1
gene_2754071,1
S-Fe12_GL0171955,1
MH-0-3_GL0007474,1
6-5_GL0024119,1
gene_4632830,1
gene_4381124,1
HF-F_13_GL0410638,1
gene_2130963,1
2B-dyr19-06_GL0045539,1
gene_4620118,1
OB-1_2_GL0248635,1
gene_4568010,1
gene_4254850,1
gene_1063316,1
AF73-05_2_GL0249100,1
gene_4437081,1
G1-1A_GL0114447,1
gene_1477639,1
MC-0-1_GL0056715,1
gene_4186251,1
gene_4272749,1
gene_3696562,1
gene_3487150,1
Food_1_GL0245443,1
Food_4_GL0264703,1
DSM22607_10_GL0337247,1
Group2-8A_GL0061453,1
15_GL0150314,1
S-Fe10_GL0032688,1
31_GL0041615,1
DSM22607_1_GL0144114,1
Chow_1_GL0063439,1
G1-1A_GL0096638,1
gene_415477,1
OB-1_4_GL0072007,1
Chow_7_GL0042971,1
gene_3302331,1
gene_3712218,1
gene_4385557,1
gene_4041633,1
Chow_5_GL0331658,1
gene_4230412,1
MC-0-1_GL0094637,1
DSM22607_8_GL0273879,1
8-5_GL0066083,1
MC-0-1_GL0117831,1
HF-F_13_GL0099587,1
AF73-05_9_GL0148176,1
gene_4636942,1
55_GL0049426,1
4-7_GL0068654,1
MH-6-3_GL0007479,1
Group2-3A_GL0192748,1
gene_3924796,1
MH-0-4_GL0077682,1
7-1_GL0084598,1
gene_2922880,1
gene_4039428,1
MH-6-1_GL0079892,1
gene_3276196,1
36_GL0018378,1
gene_4326483,1
gene_552353,1
2-6_GL0067023,1
MC-0-3_GL0049449,1
gene_1444950,1
G1-3A_GL0130989,1
Chow_8_GL0326156,1
Food_11_GL0231215,1
Food_9_GL0165730,1
gene_2970819,1
gene_3739650,1
Chow_7_GL0049379,1
NZ_OFSM01000093.1_cds_WP_103242770.1_2728,1
gene_1600744,1
gene_3460245,1
2-8_GL0110145,1
3-4_GL0004011,1
gene_2622342,1
S-Fe10_GL0074541,1
gene_3493427,1
1-1_GL0021648,1
gene_3595997,1
NZ_RAYW01000007.1_cds_WP_121698478.1_2418,1
gene_3710739,1
gene_3138840,1
gene_1767166,1
MC-0-1_GL0088375,1
gene_3343546,1
Chow_5_GL0245848,1
gene_4236432,1
MC-0-1_GL0038240,1
gene_2295682,1
gene_1438197,1
gene_3451092,1
Food_10_GL0259233,1
gene_3496306,1
gene_3618530,1
Food_11_GL0304760,1
gene_3059809,1
gene_3710935,1
Group2-2A_GL0001902,1
2A-dyr16-07_GL0041613,1
2-2_GL0045144,1
Group2-4A_GL0097825,1
NZ_RAZA01000035.1_cds_WP_120480153.1_2574,1
gene_3799307,1
gene_3511349,1
MC-0-1_GL0018713,1
gene_4404797,1
HF-F_13_GL0110379,1
G1-6A_GL0042694,1
gene_3176924,1
MH-6-2_GL0066581,1
gene_4157365,1
gene_4517275,1
gene_3415481,1
gene_3265160,1
gene_4501589,1
gene_4449833,1
3-1_GL0024222,1
gene_3566924,1
gene_3472645,1
gene_271669,1
gene_875152,1
NZ_CP021421.1_cds_WP_068960529.1_2463,1
gene_4195863,1
Chow_1_GL0113227,1
gene_3035435,1
gene_4218125,1
Chow_1_GL0015279,1
gene_3853326,1
gene_3041742,1
G1-1A_GL0073311,1
Food_6_GL0185064,1
MH-0-5_GL0003601,1
NZ_RAYS01000019.1_cds_WP_121765795.1_832,1
MH-0-5_GL0038474,1
gene_4075765,1
NZ_CP021421.1_cds_WP_068959744.1_741,1
gene_3083005,1
gene_3357716,1
2-2_GL0033144,1
gene_2050342,1
gene_3476893,1
MC-6-4_GL0123404,1
gene_1393147,1
gene_3576647,1
gene_3150524,1
4-1_GL0056073,1
S-Fe10_GL0095767,1
Chow_1_GL0193603,1
gene_3916501,1
G1-1A_GL0024707,1
MC-0-1_GL0041828,1
gene_2061695,1
S-Fe10_GL0071300,1
45_GL0069369,1
gene_3681503,1
gene_4001127,1
24_GL0024641,1
gene_2719082,1
MC-0-1_GL0077444,1
NZ_OFSM01000024.1_cds_WP_103241359.1_3116,1
gene_1597264,1
gene_2187379,1
Food_10_GL0195027,1
gene_4286231,1
S-Fe10_GL0019281,1
Group2-8A_GL0158999,1
7-1_GL0006959,1
11_GL0033805,1
16_GL0070023,1
17_GL0064303,1
gene_460561,1
ERR1212027_Scaf117_2321,1
S-Fe3_GL0008962,1
gene_4282119,1
S-Fe11_GL0101423,1
gene_3933679,1
6-5_GL0062270,1
gene_1322995,1
NZ_KB822443.1_cds_WP_004070722.1_1240,1
gene_4286775,1
S-Fe20_GL0019594,1
gene_2869920,1
gene_4304260,1
gene_3681937,1
S-Fe20_GL0164457,1
MH-0-3_GL0013203,1
gene_3638532,1
gene_4449247,1
1-3_GL0029066,1
gene_3874962,1
7-8_GL0146589,1
MH-0-3_GL0054759,1
gene_1831141,1
gene_550503,1
HF-S_3_GL0218727,1
gene_4088373,1
gene_3899011,1
gene_4623234,1
gene_2193654,1
Chow_7_GL0209383,1
2-3_GL0018871,1
32_GL0057881,1
G1-1A_GL0110528,1
gene_641693,1
gene_3689036,1
4-7_GL0090622,1
AF73-05_10_GL0010796,1
6_GL0114549,1
gene_3597268,1
gene_2135269,1
Food_10_GL0004468,1
Group2-1A_GL0041024,1
Food_14_GL0287535,1
4_GL0015576,1
27_GL0013971,1
gene_4075267,1
MC-0-1_GL0060735,1
MC-6-2_GL0169167,1
Food_7_GL0072680,1
gene_3819605,1
G1-1A_GL0100664,1
gene_7856,1
1A-dyr2-07_GL0025478,1
gene_4494251,1
1-6_GL0055074,1
1-7_GL0014801,1
gene_4544440,1
G1-1A_GL0038723,1
MC-0-1_GL0023980,1
gene_3180946,1
G1-1A_GL0111260,1
gene_4165013,1
S-Fe10_GL0143713,1
gene_690184,1
gene_3598582,1
NZ_RAZA01000005.1_cds_3689,1
Group2-8A_GL0162588,1
31_GL0067259,1
G1-1A_GL0110325,1
42_GL0040274,1
gene_1717661,1
gene_3551467,1
NZ_RAYW01000010.1_cds_WP_121698754.1_2715,1
gene_3956001,1
gene_2725340,1
gene_4200619,1
gene_3399302,1
15_GL0102456,1
gene_2582226,1
MC-0-1_GL0038219,1
gene_3783810,1
Chow_1_GL0093439,1
S-Fe10_GL0161124,1
G1-1A_GL0049455,1
S-Fe20_GL0140272,1
gene_1786298,1
AF73-05_7_GL0145709,1
gene_1446314,1
8_GL0088682,1
8-2_GL0025042,1
gene_3146506,1
gene_4165416,1
gene_3163142,1
gene_3276955,1
MC-0-1_GL0097462,1
AF73-05_7_GL0317494,1
gene_4089287,1
6-7_GL0062401,1
gene_3838622,1
4-7_GL0023205,1
gene_341615,1
Chow_7_GL0269752,1
Food_11_GL0053795,1
S-Fe11_GL0051626,1
AF73-05_1_GL0113703,1
gene_751749,1
Chow_3_GL0211371,1
35_GL0095668,1
gene_3473933,1
MC-6-2_GL0126129,1
26_GL0087043,1
gene_2044116,1
10_GL0056516,1
S-Fe10_GL0157138,1
3-1_GL0065093,1
AF73-05_7_GL0177913,1
gene_3151791,1
Food_9_GL0421103,1
Chow_5_GL0235004,1
4-1_GL0047201,1
MH-6-2_GL0003302,1
gene_4376946,1
gene_3515613,1
gene_2033401,1
gene_4475333,1
8-3_GL0084761,1
40_GL0062098,1
4-5_GL0018462,1
MC-0-1_GL0009694,1
gene_4178408,1
gene_4486415,1
20_GL0118341,1
AF73-05_6_GL0247430,1
MH-6-2_GL0110935,1
HF-S_10_GL0099065,1
MC-6-2_GL0080456,1
gene_2959781,1
MH-6-2_GL0003163,1
3_GL0097182,1
gene_3746581,1
S-Fe10_GL0132907,1
G1-4A_GL0034522,1
gene_4287932,1
gene_327137,1
1-2_GL0020605,1
14_GL0120821,1
gene_3293273,1
MC-6-2_GL0075224,1
NZ_CP021421.1_cds_WP_016273983.1_120,1
S-Fe5_GL0068402,1
gene_2133832,1
gene_3381634,1
gene_4496410,1
NZ_KB822571.1_cds_WP_010801792.1_2667,1
6-6_GL0023042,1
OB-1_4_GL0059535,1
S-Fe12_GL0085659,1
gene_4269377,1
5_GL0146216,1
MC-6-5_GL0092239,1
Chow_1_GL0099381,1
1A-dyr2-07_GL0055199,1
11_GL0049889,1
G1-1A_GL0096514,1
gene_3833691,1
gene_3902452,1
NZ_CP021421.1_cds_WP_068960894.1_1997,1
46_GL0070514,1
Food_11_GL0023220,1
gene_2229988,1
gene_1571595,1
S-Fe18_GL0012205,1
gene_4034544,1
gene_457034,1
gene_3206836,1
Food_1_GL0160685,1
S-Fe11_GL0040664,1
gene_2998660,1
gene_721454,1
gene_2830713,1
G1-3A_GL0077717,1
gene_4318738,1
28_GL0024985,1
gene_1658064,1
gene_3994608,1
gene_4227357,1
gene_4019190,1
Group2-8A_GL0193586,1
HF-S_2_GL0057072,1
AF73-05_10_GL0092664,1
G1-1A_GL0052852,1
7-6_GL0014941,1
Chow_6_GL0213174,1
MC-0-1_GL0069177,1
gene_3078435,1
S-Fe10_GL0065373,1
gene_3845529,1
gene_3916838,1
6-3_GL0058164,1
S-Fe8_GL0170664,1
11_GL0025112,1
Food_14_GL0288518,1
gene_3550843,1
gene_4153909,1
gene_4392131,1
25_GL0043677,1
1A-dyr4-07_GL0072584,1
S-Fe10_GL0061159,1
gene_331119,1
gene_3734890,1
MC-6-5_GL0048263,1
gene_3565943,1
gene_790559,1
gene_4635797,1
NZ_KE159646.1_cds_WP_031324654.1_14,1
Group2-6A_GL0110267,1
NZ_RAYH01000001.1_cds_WP_002525072.1_200,1
20_GL0123633,1
gene_3870083,1
gene_3942591,1
2-3_GL0028455,1
Food_7_GL0221189,1
6-5_GL0043820,1
NZ_CP021421.1_cds_WP_084273929.1_388,1
2A-dyr16-06_GL0043981,1
S-Fe18_GL0075708,1
gene_3247629,1
gene_1378022,1
gene_3972053,1
MC-0-1_GL0037466,1
G1-1A_GL0124124,1
gene_4352351,1
12_GL0006516,1
HF-S_1_GL0023445,1
gene_2975194,1
MC-6-3_GL0011585,1
HF-F_2_GL0273137,1
1-7_GL0107206,1
gene_1857360,1
2A-dyr14-07_GL0005214,1
AF73-05_1_GL0356571,1
7_GL0083525,1
Group2-8A_GL0208715,1
6-4_GL0045342,1
S-Fe3_GL0166280,1
gene_3925688,1
gene_3161198,1
HF-S_6_GL0017956,1
DSM22607_1_GL0177513,1
HF-F_7_GL0316376,1
gene_4145988,1
Food_2_GL0122944,1
gene_1908589,1
MC-0-1_GL0090220,1
Chow_3_GL0221882,1
S-Fe10_GL0149744,1
Group2-2A_GL0023315,1
2-8_GL0072662,1
gene_3464104,1
S-Fe11_GL0026917,1
26_GL0109532,1
gene_3804063,1
S-Fe10_GL0035794,1
gene_4199438,1
14_GL0008747,1
NZ_CP021421.1_cds_WP_068960313.1_16,1
gene_1712784,1
gene_3362794,1
1A-dyr3-06_GL0004696,1
gene_2295969,1
gene_2321962,1
gene_1842108,1
Food_10_GL0239169,1
gene_3575817,1
gene_2517657,1
gene_224779,1
gene_1172295,1
1A-dyr1-07_GL0005883,1
gene_2787799,1
MC-0-3_GL0040790,1
15_GL0105360,1
OB-1_11_GL0125399,1
4-1_GL0079583,1
G1-1A_GL0082663,1
gene_3985739,1
gene_2822456,1
gene_3334710,1
gene_2528665,1
gene_4629646,1
DSM22607_4_GL0297445,1
gene_3360928,1
gene_4480337,1
gene_3334383,1
NZ_KB822501.1_cds_WP_004065359.1_4892,1
6-1_GL0065036,1
gene_2944653,1
NZ_CP021421.1_cds_WP_068961799.1_956,1
gene_3989195,1
S-Fe10_GL0106634,1
S-Fe11_GL0147981,1
gene_3316835,1
gene_2607192,1
Chow_5_GL0053539,1
Chow_3_GL0005542,1
G1-1A_GL0063247,1
Food_10_GL0186657,1
16_GL0088711,1
MC-0-1_GL0073038,1
gene_4120005,1
MC-6-3_GL0017240,1
S-Fe10_GL0112197,1
MC-6-3_GL0090119,1
11_GL0000550,1
S-Fe10_GL0171922,1
MC-6-5_GL0086635,1
2-3_GL0079389,1
gene_4110150,1
gene_3807594,1
1-8_GL0055526,1
MC-6-2_GL0003641,1
gene_2585834,1
S-Fe10_GL0025902,1
gene_4510877,1
8-2_GL0115046,1
40_GL0063240,1
MH-6-1_GL0093405,1
47_GL0146774,1
NZ_RAYW01000008.1_cds_WP_121698567.1_2522,1
Food_14_GL0082261,1
Food_10_GL0027420,1
Food_9_GL0311385,1
gene_3688878,1
gene_2703749,1
gene_4208826,1
1-7_GL0054122,1
gene_3044354,1
S-Fe7_GL0079054,1
3-5_GL0090243,1
NZ_CP021421.1_cds_WP_068961065.1_1798,1
NZ_RAYQ01000001.1_cds_WP_120465999.1_1535,1
20_GL0061013,1
gene_4152916,1
3-7_GL0027440,1
gene_4060465,1
S-Fe10_GL0031322,1
gene_2557277,1
gene_3090907,1
gene_4479229,1
Chow_3_GL0060078,1
5-2_GL0035480,1
4-7_GL0134621,1
NZ_RAYH01000017.1_cds_WP_041446179.1_2124,1
4_GL0042274,1
gene_3058409,1
gene_4561358,1
S-Fe2_GL0171779,1
S-Fe11_GL0095574,1
S-Fe14_GL0101964,1
AF73-05_1_GL0310200,1
G1-7A_GL0033374,1
G1-1A_GL0001419,1
gene_2734339,1
gene_2998559,1
gene_2431133,1
gene_3603310,1
gene_3848492,1
14_GL0055575,1
Food_14_GL0237403,1
MC-6-4_GL0004470,1
1A-dyr1-07_GL0044488,1
G1-1A_GL0085465,1
gene_4338853,1
6-5_GL0016518,1
MC-0-1_GL0091913,1
G1-1A_GL0072033,1
Chow_6_GL0077191,1
G1-5A_GL0034978,1
gene_1969450,1
gene_3800986,1
gene_4504472,1
4-1_GL0047810,1
12_GL0036509,1
AF73-05_10_GL0423339,1
NZ_RAYH01000010.1_cds_WP_002516180.1_1550,1
gene_4163437,1
NZ_RAZK01000016.1_cds_WP_120483576.1_1334,1
DSM22607_7_GL0199555,1
MC-0-3_GL0026726,1
gene_3505350,1
gene_2710006,1
gene_3761589,1
gene_2632837,1
NZ_CP021421.1_cds_WP_088294764.1_380,1
Chow_6_GL0007268,1
AF73-05_3_GL0257657,1
gene_2089634,1
gene_3061914,1
NZ_RAYO01000050.1_cds_WP_120396761.1_1998,1
gene_1303535,1
gene_4524083,1
gene_3079913,1
gene_2914094,1
gene_241908,1
gene_3092843,1
gene_4024285,1
gene_2562867,1
MH-6-3_GL0058718,1
gene_4299371,1
gene_4155191,1
gene_3700954,1
5-8_GL0011664,1
AF73-05_6_GL0024281,1
5-4_GL0078901,1
31_GL0005241,1
gene_1160916,1
24_GL0107420,1
S-Fe11_GL0089927,1
S-Fe1_GL0026987,1
MC-0-3_GL0088868,1
MC-6-1_GL0012755,1
10_GL0083658,1
2-3_GL0079070,1
1-1_GL0052635,1
HF-S_1_GL0211950,1
G1-1A_GL0057882,1
NZ_CP021421.1_cds_WP_068960132.1_249,1
gene_4347006,1
S-Fe11_GL0114228,1
gene_4613347,1
gene_4566819,1
Chow_1_GL0225105,1
MH-6-1_GL0033873,1
gene_3220572,1
gene_4049782,1
AF73-05_13_GL0233339,1
NZ_CP021421.1_cds_WP_068961333.1_1476,1
gene_187585,1
G1-1A_GL0111869,1
S-Fe8_GL0132071,1
Group2-8A_GL0053596,1
gene_1100351,1
OB-1_12_GL0305284,1
1-1_GL0068801,1
NZ_CP021421.1_cds_WP_068960233.1_133,1
gene_3480199,1
NZ_RAYM01000038.1_cds_WP_120435572.1_1668,1
NZ_KI535329.1_cds_WP_023346971.1_1368,1
gene_801762,1
gene_4261997,1
Chow_1_GL0247275,1
3-1_GL0006097,1
gene_3826899,1
G1-1A_GL0045869,1
gene_501120,1
MC-0-1_GL0033845,1
MH-6-2_GL0099256,1
G1-4A_GL0096246,1
gene_3649410,1
S-Fe12_GL0083541,1
MH-6-2_GL0000484,1
gene_2503839,1
10_GL0044487,1
gene_3635846,1
S-Fe17_GL0091874,1
Food_5_GL0264677,1
gene_3318171,1
40_GL0021216,1
S-Fe14_GL0055953,1
gene_1748928,1
S-Fe6_GL0077718,1
15_GL0142763,1
gene_4344906,1
gene_206835,1
20_GL0075816,1
gene_2268663,1
gene_717126,1
gene_2425854,1
gene_3778966,1
S-Fe10_GL0041324,1
2-1_GL0096745,1
G1-1A_GL0124160,1
gene_4374333,1
1-1_GL0121445,1
gene_3416779,1
gene_4017929,1
1A-dyr4-07_GL0018955,1
2-3_GL0102234,1
gene_2765229,1
gene_4277884,1
2A-dyr14-07_GL0031347,1
1-3_GL0113973,1
gene_3253007,1
10_GL0086868,1
gene_4396166,1
gene_4295836,1
6-7_GL0108617,1
Chow_7_GL0254040,1
gene_2936923,1
gene_2261687,1
gene_3813309,1
Food_2_GL0036917,1
1-3_GL0074296,1
1-1_GL0111767,1
gene_3109275,1
S-Fe11_GL0066473,1
gene_553769,1
gene_4520227,1
gene_3708108,1
Group2-3A_GL0201722,1
Group2-8A_GL0169890,1
gene_3149934,1
gene_4575019,1
gene_2497501,1
gene_579121,1
gene_2551577,1
gene_4514508,1
NZ_RAZG01000042.1_cds_3060,1
ERR1212027_Scaf775_5930,1
gene_565763,1
Group2-3A_GL0064804,1
gene_4229393,1
DSM22607_11_GL0093277,1
gene_3937644,1
MC-0-1_GL0002562,1
MC-0-3_GL0017162,1
S-Fe10_GL0115031,1
S-Fe11_GL0046649,1
gene_3406002,1
14_GL0118341,1
37_GL0016532,1
MC-6-4_GL0113411,1
gene_913136,1
NZ_RAYH01000006.1_cds_WP_041446204.1_1091,1
AF73-05_2_GL0363262,1
gene_3747572,1
DSM22607_11_GL0064049,1
gene_3646686,1
gene_2699070,1
S-Fe11_GL0006039,1
gene_3906439,1
G1-1A_GL0024467,1
gene_4154748,1
gene_4256651,1
gene_3110670,1
S-Fe13_GL0066228,1
gene_2137649,1
MC-6-3_GL0072643,1
gene_3210468,1
8-3_GL0097975,1
6-1_GL0064494,1
1-1_GL0095197,1
5-2_GL0060101,1
gene_2633159,1
11_GL0083444,1
Food_2_GL0088301,1
gene_4019326,1
gene_616495,1
AF73-05_10_GL0053238,1
gene_1727423,1
gene_3578451,1
NZ_CP021421.1_cds_WP_068961715.1_1049,1
G1-4A_GL0028148,1
gene_44509,1
ERR1212018_Scaf709_4425,1
S-Fe18_GL0085538,1
8-6_GL0019041,1
gene_2723609,1
gene_2434671,1
S-Fe10_GL0079416,1
S-Fe10_GL0047146,1
Food_9_GL0208850,1
MC-6-1_GL0015622,1
gene_4177581,1
S-Fe10_GL0005095,1
Food_10_GL0178121,1
gene_3937908,1
S-Fe1_GL0073386,1
gene_2383745,1
MC-6-2_GL0165048,1
gene_4004917,1
Food_5_GL0179142,1
31_GL0073093,1
Chow_1_GL0168779,1
gene_4345673,1
S-Fe16_GL0035270,1
gene_3478915,1
S-Fe16_GL0015643,1
AF73-05_8_GL0190513,1
MC-6-2_GL0094211,1
NZ_RAYS01000023.1_cds_WP_121765900.1_1128,1
OB-1_3_GL0121125,1
gene_4218013,1
S-Fe7_GL0169412,1
NZ_RAYY01000001.1_cds_WP_120418738.1_1223,1
1-2_GL0082878,1
gene_3725258,1
39_GL0140991,1
MC-0-3_GL0083052,1
gene_332817,1
HF-F_13_GL0192406,1
gene_2356291,1
gene_3635408,1
NZ_RAYW01000001.1_cds_WP_121697910.1_899,1
6-5_GL0076830,1
gene_162824,1
gene_3959093,1
S-Fe11_GL0006260,1
S-Fe10_GL0100799,1
S-Fe15_GL0011430,1
gene_4335602,1
gene_1712421,1
gene_3685305,1
NZ_RAZA01000052.1_cds_WP_120480503.1_3413,1
NZ_RAYU01000577.1_cds_WP_115623679.1_5438,1
2-3_GL0100353,1
DSM22607_4_GL0165105,1
gene_3786811,1
MC-6-2_GL0136436,1
gene_2638523,1
NZ_RAYH01000001.1_cds_WP_002518330.1_198,1
DSM22607_11_GL0030602,1
gene_3888339,1
AF73-05_10_GL0122188,1
gene_2250665,1
NZ_RAYH01000021.1_cds_WP_002515120.1_2350,1
gene_4212942,1
3-1_GL0058573,1
gene_4319405,1
Chow_7_GL0024661,1
gene_2248913,1
6-4_GL0075223,1
gene_3331451,1
47_GL0112720,1
gene_3409960,1
gene_2596096,1
gene_4053824,1
Chow_8_GL0010224,1
G1-8A_GL0056479,1
gene_851698,1
gene_2480997,1
gene_2940691,1
2-4_GL0025278,1
gene_4476249,1
gene_4218994,1
S-Fe10_GL0069678,1
gene_3609855,1
S-Fe10_GL0050069,1
Chow_6_GL0031939,1
Chow_1_GL0017410,1
15_GL0151391,1
S-Fe10_GL0032596,1
gene_3891306,1
gene_4369667,1
gene_4370525,1
AF73-05_1_GL0023954,1
NZ_RAZK01000003.1_cds_WP_120481133.1_3461,1
S-Fe11_GL0051627,1
Food_5_GL0331371,1
gene_4590919,1
MH-6-2_GL0090776,1
gene_2607748,1
11_GL0007208,1
NZ_RAYE01000039.1_cds_WP_120445602.1_2886,1
gene_3675955,1
31_GL0072322,1
40_GL0018701,1
S-Fe1_GL0139836,1
gene_2857450,1
gene_3142374,1
gene_4538477,1
gene_2919782,1
G1-1A_GL0100295,1
AF73-05_1_GL0255318,1
S-Fe10_GL0011383,1
gene_3159010,1
10_GL0051284,1
MC-0-3_GL0067623,1
S-Fe10_GL0069681,1
31_GL0076185,1
Chow_2_GL0003333,1
S-Fe11_GL0088603,1
gene_2063921,1
gene_3337603,1
gene_2306129,1
gene_4200373,1
25_GL0055306,1
G1-1A_GL0024441,1
gene_499742,1
gene_2921440,1
NZ_RAYM01000078.1_cds_WP_022741689.1_3813,1
S-Fe11_GL0008997,1
gene_1681326,1
gene_2362818,1
gene_4187522,1
gene_2452210,1
Food_10_GL0009098,1
2-3_GL0004587,1
gene_3775855,1
Group2-2A_GL0057931,1
HF-S_13_GL0054777,1
MC-6-4_GL0010471,1
gene_2563350,1
S-Fe10_GL0168659,1
gene_2593207,1
3-2_GL0018980,1
Group2-8A_GL0010553,1
gene_3545512,1
gene_1497026,1
gene_3416483,1
gene_2353136,1
NZ_RAZJ01000234.1_cds_1361,1
gene_2183920,1
16_GL0049024,1
gene_4233352,1
NZ_RAYH01000016.1_cds_WP_015011285.1_2112,1
gene_4536801,1
gene_2409061,1
MH-6-5_GL0109601,1
gene_1655135,1
gene_3415764,1
HF-F_5_GL0307301,1
4_GL0013566,1
gene_3445697,1
1A-dyr1-07_GL0040649,1
gene_4242993,1
S-Fe10_GL0081118,1
40_GL0030739,1
gene_3918408,1
S-Fe10_GL0005481,1
gene_3038575,1
NZ_RAYH01000001.1_cds_WP_002513933.1_241,1
gene_3629599,1
gene_4284277,1
S-Fe5_GL0032293,1
S-Fe10_GL0005127,1
Food_9_GL0192125,1
gene_3968384,1
2-3_GL0084499,1
gene_3364217,1
15_GL0153227,1
gene_2674888,1
S-Fe10_GL0055910,1
NZ_RAZK01000035.1_cds_WP_120484719.1_3868,1
Group2-1A_GL0048171,1
S-Fe3_GL0230468,1
gene_3268252,1
2-6_GL0005041,1
gene_4055500,1
S-Fe6_GL0116229,1
G1-1A_GL0110395,1
1-1_GL0111766,1
gene_3054024,1
1-1_GL0044116,1
gene_2125786,1
gene_3675159,1
gene_3362446,1
gene_2692673,1
gene_4423288,1
gene_4327716,1
gene_3398516,1
NZ_CP021421.1_cds_WP_068959799.1_680,1
40_GL0082724,1
gene_3424373,1
40_GL0038184,1
40_GL0051248,1
gene_4052785,1
gene_3640957,1
MC-6-2_GL0100666,1
gene_4078440,1
2-3_GL0007100,1
gene_4491608,1
gene_3250964,1
gene_1337858,1
G1-5A_GL0000940,1
gene_3449442,1
OB-1_8_GL0010031,1
MH-6-2_GL0070052,1
8_GL0180412,1
OB-1_2_GL0236266,1
gene_3301684,1
MC-6-5_GL0104802,1
gene_4626451,1
gene_4283508,1
gene_1821280,1
G1-1A_GL0045863,1
gene_1195336,1
HF-F_13_GL0268353,1
7-5_GL0096693,1
gene_4034941,1
gene_3999111,1
7-1_GL0084823,1
gene_1942349,1
1-8_GL0004968,1
gene_2306270,1
3-7_GL0060977,1
10_GL0016215,1
gene_4619311,1
G1-1A_GL0110634,1
gene_4444328,1
gene_1434161,1
gene_3553095,1
gene_3491751,1
gene_3238130,1
gene_248071,1
2-1_GL0005605,1
gene_4239039,1
gene_3442306,1
1-1_GL0016774,1
45_GL0073687,1
gene_211458,1
gene_3093201,1
gene_2789088,1
gene_2499699,1
MC-6-4_GL0048597,1
gene_1558271,1
3-1_GL0050038,1
gene_4190768,1
gene_3519682,1
gene_3842782,1
G1-1A_GL0039138,1
gene_3076404,1
gene_4113611,1
AF73-05_7_GL0010926,1
gene_4311323,1
gene_1638669,1
gene_4051907,1
gene_3555426,1
NZ_RAYW01000001.1_cds_WP_121697821.1_801,1
gene_4300651,1
gene_475474,1
gene_4089861,1
AF73-05_8_GL0298497,1
gene_3585216,1
gene_4491723,1
G1-6A_GL0053249,1
gene_429058,1
MH-0-5_GL0133584,1
G1-1A_GL0110100,1
gene_4308114,1
1-6_GL0066273,1
S-Fe10_GL0116256,1
gene_1488189,1
16_GL0096555,1
S-Fe2_GL0044638,1
gene_1726915,1
MC-0-1_GL0009829,1
