gene,donor_3_cecum
Group2-5A_GL0048857,1
Group2-8A_GL0119422,1
Food_11_GL0312908,1
8-2_GL0060517,1
14_GL0048818,1
HF-S_10_GL0067046,1
Chow_4_GL0199678,1
3-6_GL0018773,1
gene_3977685,1
gene_3475023,1
AF73-05_10_GL0047110,1
HF-S_12_GL0266143,1
AF73-05_8_GL0286742,1
11_GL0089785,1
gene_915866,1
gene_4365473,1
14_GL0008595,1
54_GL0034371,1
NZ_KB822463.1_cds_WP_004077874.1_3501,1
1-6_GL0009275,1
MH-6-5_GL0151821,1
OB-1_7_GL0122294,1
NZ_RAYZ01000003.1_cds_WP_120420038.1_3276,1
gene_2751139,1
gene_1707052,1
Food_7_GL0292431,1
gene_3218738,1
gene_4243269,1
gene_1360947,1
gene_4617340,1
gene_815198,1
24_GL0076642,1
gene_4431735,1
18_GL0030343,1
43_GL0033969,1
gene_2365346,1
Food_7_GL0269267,1
gene_3852429,1
48_GL0042359,1
5-7_GL0026212,1
gene_3816318,1
11_GL0042082,1
Chow_5_GL0227124,1
gene_3397930,1
gene_1268915,1
Food_2_GL0196648,1
Group2-2A_GL0025763,1
20_GL0067809,1
17_GL0089315,1
S-Fe18_GL0055273,1
gene_2598513,1
gene_3139646,1
53_GL0088368,1
Chow_1_GL0123073,1
gene_2171811,1
gene_3834257,1
MH-6-3_GL0121458,1
gene_3334384,1
HF-F_1_GL0188606,1
gene_2744893,1
Food_5_GL0147875,1
Food_10_GL0018558,1
gene_4302982,1
gene_2657521,1
gene_2701079,1
20_GL0026989,1
gene_1617116,1
18_GL0115408,1
gene_3571715,1
Chow_1_GL0093097,1
HF-S_1_GL0271650,1
17_GL0044674,1
26_GL0079004,1
4-1_GL0028831,1
HF-S_13_GL0200500,1
G1-1A_GL0010247,1
Chow_4_GL0116707,1
NZ_KB822467.1_cds_WP_004081320.1_5045,1
Food_8_GL0053412,1
1A-dyr4-07_GL0041092,1
gene_1276311,1
gene_4400279,1
7-1_GL0084533,1
33_GL0051427,1
S-Fe3_GL0145211,1
2-1_GL0004546,1
gene_3408903,1
gene_3451313,1
Food_11_GL0242149,1
Group2-8A_GL0109964,1
gene_4284752,1
gene_511794,1
S-Fe20_GL0093108,1
24_GL0090994,1
7-4_GL0023987,1
5-8_GL0119627,1
6-5_GL0075156,1
gene_4009134,1
DSM22607_10_GL0365654,1
gene_3527036,1
G1-1A_GL0020936,1
NZ_RAZA01000009.1_cds_WP_120478388.1_4482,1
Group2-8A_GL0031600,1
gene_1023457,1
AF73-05_4_GL0384726,1
Food_5_GL0248350,1
1A-dyr4-07_GL0069075,1
7-6_GL0089128,1
26_GL0075275,1
gene_3866634,1
gene_1898886,1
Group2-7A_GL0070098,1
5-4_GL0115888,1
G1-3A_GL0139588,1
DSM22607_12_GL0188702,1
8-5_GL0059713,1
DSM22607_2_GL0092831,1
Chow_5_GL0337806,1
AF73-05_7_GL0154089,1
gene_1235801,1
Food_8_GL0265213,1
gene_374465,1
gene_4268412,1
gene_2004134,1
gene_3817596,1
gene_4469078,1
Chow_1_GL0005309,1
5-8_GL0080116,1
MH-6-4_GL0026508,1
2A-dyr14-07_GL0045817,1
G1-6A_GL0123811,1
Chow_5_GL0203602,1
7-4_GL0068295,1
Food_5_GL0224694,1
Food_2_GL0051287,1
gene_3891871,1
gene_4358341,1
45_GL0104541,1
G1-7A_GL0080217,1
HF-F_7_GL0265612,1
MH-6-1_GL0018014,1
AF73-05_11_GL0386744,1
HF-F_13_GL0059490,1
18_GL0012653,1
33_GL0045883,1
Food_10_GL0200199,1
S-Fe5_GL0043763,1
gene_2897370,1
AF73-05_3_GL0366158,1
gene_607710,1
gene_967677,1
Group2-6A_GL0119064,1
gene_2837427,1
5-8_GL0025447,1
AF73-05_7_GL0033598,1
MH-0-5_GL0035379,1
DSM22607_2_GL0116558,1
51_GL0023398,1
MC-0-1_GL0084025,1
gene_4157837,1
AF73-05_13_GL0237671,1
3_GL0035704,1
gene_3776033,1
HF-F_14_GL0048131,1
G1-8A_GL0053867,1
33_GL0090646,1
20_GL0177431,1
HF-F_14_GL0367311,1
HF-S_6_GL0130854,1
MC-6-1_GL0074679,1
S-Fe11_GL0017142,1
Food_10_GL0187766,1
5-1_GL0055365,1
gene_4368740,1
35_GL0140660,1
3-2_GL0027475,1
S-Fe3_GL0197136,1
gene_2271282,1
AF73-05_10_GL0265767,1
S-Fe11_GL0027469,1
gene_2862267,1
6-3_GL0037822,1
gene_2015612,1
Chow_1_GL0201382,1
2A-dyr16-06_GL0017649,1
AF73-05_7_GL0163977,1
gene_592068,1
20_GL0141000,1
Chow_5_GL0198764,1
MC-6-4_GL0095140,1
gene_2086340,1
Chow_7_GL0271875,1
Chow_4_GL0005957,1
gene_149217,1
gene_1139812,1
Food_7_GL0230860,1
HF-S_5_GL0175133,1
HF-F_11_GL0186942,1
NZ_RAYO01000030.1_cds_WP_120396210.1_1178,1
NZ_RAYM01000013.1_cds_WP_120432196.1_3756,1
HF-F_5_GL0218911,1
Food_14_GL0296836,1
NZ_KI530573.1_cds_WP_081700780.1_710,1
6-6_GL0072529,1
Chow_5_GL0356142,1
15_GL0042999,1
AF73-05_1_GL0371815,1
Chow_5_GL0276264,1
Food_10_GL0050137,1
5-8_GL0028801,1
12_GL0047201,1
gene_2958929,1
13_GL0094793,1
gene_4528482,1
2_GL0019736,1
Food_9_GL0019704,1
S-Fe8_GL0095094,1
MH-6-4_GL0104880,1
gene_2630093,1
14_GL0112760,1
HF-F_4_GL0201734,1
18_GL0036901,1
3-5_GL0048588,1
gene_1215663,1
gene_3761661,1
S-Fe3_GL0063670,1
gene_1065757,1
6-3_GL0067494,1
gene_3591504,1
4-8_GL0100575,1
gene_1795990,1
11_GL0122478,1
HF-S_12_GL0024389,1
gene_2680595,1
Group2-2A_GL0032622,1
HF-S_9_GL0365020,1
Group2-7A_GL0138761,1
gene_3158276,1
gene_944565,1
AF73-05_10_GL0368904,1
2-1_GL0087623,1
Group2-6A_GL0085975,1
gene_3883141,1
S-Fe20_GL0097410,1
Food_13_GL0052076,1
gene_1143097,1
Chow_4_GL0225696,1
Food_11_GL0237540,1
S-Fe2_GL0035669,1
Food_3_GL0226906,1
Group2-8A_GL0170002,1
5-1_GL0017675,1
gene_3861838,1
gene_4054700,1
gene_4109860,1
NZ_RAYS01000026.1_cds_WP_121766004.1_1499,1
Food_5_GL0018283,1
S-Fe12_GL0074589,1
12_GL0006980,1
G1-2A_GL0028964,1
gene_1050859,1
gene_3808810,1
gene_4270035,1
DSM22607_12_GL0353441,1
S-Fe2_GL0047194,1
MH-6-4_GL0098226,1
gene_4276393,1
22_GL0123651,1
Group2-3A_GL0187635,1
HF-S_2_GL0047652,1
G1-5A_GL0048637,1
6-7_GL0103808,1
NZ_CP028714.1_cds_WP_001295467.1_2226,1
Chow_2_GL0246347,1
AF73-05_10_GL0114186,1
gene_1027536,1
S-Fe3_GL0228914,1
gene_4367950,1
26_GL0065690,1
MC-0-3_GL0058222,1
AF73-05_10_GL0182146,1
G1-7A_GL0104297,1
G1-5A_GL0159881,1
gene_393664,1
2A-dyr14-06_GL0059715,1
S-Fe11_GL0046718,1
2A-dyr16-07_GL0009139,1
AF73-05_1_GL0042491,1
gene_2144527,1
25_GL0069483,1
Food_9_GL0021860,1
gene_1527799,1
gene_3841706,1
gene_3016484,1
Chow_8_GL0134221,1
18_GL0067405,1
Food_1_GL0246422,1
gene_2249003,1
gene_4216657,1
OB-1_3_GL0361102,1
gene_3971477,1
8_GL0158608,1
G1-1A_GL0087536,1
MC-6-5_GL0060882,1
Food_7_GL0153500,1
gene_3494527,1
AF73-05_11_GL0250779,1
33_GL0005853,1
2A-dyr16-06_GL0016082,1
13_GL0016112,1
S-Fe9_GL0182379,1
gene_1018719,1
6_GL0068249,1
1-7_GL0025668,1
Chow_1_GL0116603,1
gene_2221522,1
Food_14_GL0202574,1
AF73-05_4_GL0091152,1
4-4_GL0065327,1
S-Fe7_GL0079911,1
gene_1478908,1
gene_1774022,1
gene_2414124,1
Food_1_GL0229487,1
NZ_KB822475.1_cds_WP_004055650.1_1645,1
gene_2229296,1
52_GL0043252,1
MH-6-3_GL0154769,1
HF-F_4_GL0054404,1
S-Fe10_GL0112552,1
S-Fe9_GL0256543,1
gene_1874767,1
AF73-05_10_GL0357886,1
gene_1060385,1
Food_9_GL0055291,1
1-7_GL0113999,1
gene_2271175,1
Chow_4_GL0024100,1
DSM22607_13_GL0057780,1
MH-6-4_GL0052039,1
S-Fe10_GL0177634,1
Chow_1_GL0188410,1
12_GL0041110,1
AF73-05_10_GL0114304,1
OB-1_6_GL0206171,1
AF73-05_10_GL0375186,1
gene_3349115,1
gene_677620,1
13_GL0041100,1
8-1_GL0105934,1
3-5_GL0107316,1
4-2_GL0000864,1
gene_655020,1
NZ_CP021421.1_cds_WP_084273957.1_74,1
gene_89611,1
Food_5_GL0125136,1
MH-6-4_GL0119583,1
gene_2811616,1
MH-6-3_GL0100580,1
DSM22607_12_GL0309587,1
HF-S_2_GL0228464,1
8_GL0014796,1
Group2-3A_GL0196618,1
MH-6-3_GL0083151,1
gene_2494725,1
gene_4400755,1
1-1_GL0124228,1
gene_1865025,1
gene_3962455,1
HF-F_1_GL0184314,1
S-Fe6_GL0152762,1
G1-5A_GL0147578,1
MH-6-3_GL0020207,1
gene_4017933,1
OB-1_7_GL0008157,1
gene_3347975,1
gene_1303482,1
gene_4224526,1
45_GL0148938,1
gene_3963179,1
gene_4018183,1
gene_3099325,1
5-1_GL0090037,1
Food_5_GL0216744,1
gene_3781624,1
NZ_QWMU01000003.1_cds_WP_004047922.1_1172,1
gene_2924818,1
gene_1536384,1
2-2_GL0042850,1
S-Fe9_GL0271882,1
Food_14_GL0090254,1
HF-S_1_GL0184390,1
DSM22607_8_GL0270269,1
2A-dyr14-06_GL0022640,1
gene_1217191,1
S-Fe10_GL0132413,1
gene_3720429,1
Chow_5_GL0072912,1
4-2_GL0016012,1
gene_4429827,1
G1-5A_GL0156231,1
18_GL0159394,1
gene_2833658,1
51_GL0059473,1
MH-6-2_GL0002963,1
5-8_GL0141077,1
gene_4109428,1
AF73-05_10_GL0068754,1
Food_10_GL0226414,1
MH-6-1_GL0051493,1
gene_3588449,1
4-1_GL0043710,1
gene_4338226,1
gene_3106658,1
HF-S_3_GL0307689,1
gene_4358399,1
G1-4A_GL0015194,1
AF73-05_10_GL0348454,1
gene_4209284,1
MC-6-3_GL0038137,1
DSM22607_3_GL0207736,1
OB-1_5_GL0394927,1
gene_2365161,1
Group2-1A_GL0033785,1
NZ_RAZD01000006.1_cds_WP_120418346.1_3226,1
G1-7A_GL0128659,1
2A-dyr16-06_GL0029960,1
Chow_7_GL0255158,1
Food_14_GL0138527,1
Food_9_GL0337598,1
gene_3844976,1
gene_365197,1
Chow_8_GL0326437,1
Chow_5_GL0237728,1
HF-S_3_GL0145465,1
S-Fe19_GL0073437,1
gene_183475,1
gene_4358888,1
NZ_QZFS01000020.1_cds_WP_129178141.1_2881,1
HF-S_9_GL0209661,1
Food_8_GL0026250,1
AF73-05_4_GL0311127,1
6-4_GL0062359,1
gene_2791401,1
HF-S_13_GL0221603,1
24_GL0026276,1
AF73-05_13_GL0136360,1
gene_3545517,1
gene_3129957,1
NZ_RAYO01000020.1_cds_WP_120395559.1_231,1
8-1_GL0110020,1
MH-6-1_GL0135729,1
1A-dyr1-07_GL0040874,1
Group2-1A_GL0050244,1
gene_57145,1
HF-S_12_GL0027376,1
MC-6-2_GL0072035,1
35_GL0024780,1
gene_3116066,1
16_GL0069280,1
gene_3523395,1
S-Fe10_GL0073684,1
MC-0-3_GL0043944,1
gene_2216605,1
AF73-05_11_GL0097446,1
gene_2667985,1
gene_2472397,1
gene_2241913,1
OB-1_2_GL0078555,1
17_GL0076468,1
gene_3596219,1
Group2-3A_GL0121913,1
gene_1136127,1
NZ_RAYE01000032.1_cds_WP_120445102.1_2487,1
Group2-7A_GL0147200,1
11_GL0143486,1
Food_1_GL0279173,1
AF73-05_2_GL0190627,1
S-Fe9_GL0160956,1
S-Fe20_GL0174209,1
gene_2199387,1
5-7_GL0029034,1
32_GL0085140,1
gene_4233148,1
gene_3437891,1
gene_3024681,1
G1-7A_GL0070099,1
Food_11_GL0192759,1
gene_3303756,1
S-Fe9_GL0134951,1
gene_775029,1
MH-6-1_GL0100015,1
2-1_GL0121470,1
gene_1596676,1
Food_10_GL0128254,1
2-3_GL0103103,1
gene_2038108,1
gene_4172499,1
DSM22607_9_GL0174478,1
NZ_OFSM01000041.1_cds_WP_103242139.1_5653,1
gene_4573027,1
Group2-7A_GL0138750,1
NZ_RAYX01000056.1_cds_WP_120377288.1_1386,1
HF-F_12_GL0158544,1
MH-6-4_GL0099699,1
NZ_RAYM01000005.1_cds_WP_120431255.1_1283,1
MC-0-1_GL0071164,1
G1-1A_GL0004013,1
AF73-05_14_GL0145569,1
OB-1_6_GL0280735,1
gene_304142,1
gene_3894583,1
3-1_GL0027243,1
AF73-05_9_GL0118927,1
HF-S_14_GL0136146,1
1-1_GL0121259,1
38_GL0131777,1
MC-6-2_GL0129083,1
HF-F_4_GL0059809,1
13_GL0006077,1
7-3_GL0028801,1
gene_3095523,1
Group2-7A_GL0052336,1
gene_3386390,1
gene_1493115,1
Chow_3_GL0277605,1
Food_7_GL0389279,1
MH-6-2_GL0028187,1
Chow_5_GL0285995,1
gene_4163289,1
gene_1750043,1
NZ_RAYU01000051.1_cds_WP_120390077.1_4752,1
DSM22607_9_GL0100501,1
gene_705093,1
6-4_GL0002637,1
S-Fe4_GL0064112,1
1-2_GL0028074,1
gene_3317132,1
gene_1065281,1
MH-6-1_GL0012094,1
2-2_GL0078967,1
1-8_GL0072955,1
Food_11_GL0385698,1
5-5_GL0054124,1
gene_2464294,1
12_GL0009800,1
gene_3289436,1
1-7_GL0044765,1
MC-6-1_GL0000709,1
1-2_GL0102172,1
OB-1_2_GL0137085,1
S-Fe8_GL0210184,1
gene_1581643,1
MH-6-4_GL0063447,1
10_GL0070649,1
gene_2340847,1
G1-7A_GL0074198,1
Food_6_GL0180083,1
gene_2730614,1
HF-F_13_GL0126710,1
7-5_GL0054201,1
gene_479180,1
gene_4464679,1
6-7_GL0119800,1
22_GL0051428,1
11_GL0051055,1
HF-F_1_GL0261270,1
gene_3275745,1
G1-1A_GL0023869,1
MC-0-1_GL0009123,1
MC-0-3_GL0019324,1
gene_3337038,1
gene_3864352,1
gene_1566237,1
gene_2479505,1
Food_14_GL0092373,1
gene_2549890,1
4-7_GL0026253,1
Food_11_GL0336950,1
gene_3209688,1
53_GL0007331,1
MC-0-3_GL0095910,1
Food_5_GL0100871,1
NZ_RAZA01000007.1_cds_WP_120478080.1_4103,1
33_GL0094186,1
S-Fe11_GL0109810,1
gene_4204765,1
S-Fe10_GL0178346,1
6-1_GL0092043,1
3-5_GL0044891,1
gene_3351787,1
gene_3554530,1
MH-0-5_GL0114043,1
Group2-4A_GL0003965,1
1-8_GL0078336,1
AF73-05_11_GL0172765,1
gene_1277936,1
AF73-05_5_GL0044229,1
8-2_GL0069591,1
S-Fe10_GL0069547,1
gene_4305277,1
Food_2_GL0159671,1
gene_4129304,1
gene_2815118,1
G1-5A_GL0069454,1
2-1_GL0074437,1
Chow_5_GL0127045,1
17_GL0072335,1
45_GL0118424,1
Chow_1_GL0120812,1
gene_1070447,1
gene_3750169,1
gene_3760772,1
NZ_KI530573.1_cds_WP_023274855.1_1,1
3-6_GL0057743,1
gene_3969932,1
AF73-05_10_GL0010855,1
MC-6-4_GL0045259,1
MC-0-1_GL0093236,1
7-3_GL0010770,1
MH-6-4_GL0188023,1
OB-1_9_GL0204257,1
4-2_GL0013147,1
MH-6-1_GL0018293,1
gene_3874952,1
gene_4343415,1
Food_6_GL0273525,1
S-Fe7_GL0245165,1
Food_2_GL0012159,1
DSM22607_12_GL0050443,1
Chow_3_GL0030138,1
Chow_2_GL0160786,1
33_GL0008014,1
AF73-05_3_GL0190172,1
7-5_GL0148890,1
NZ_RAYY01000005.1_cds_WP_120420469.1_4207,1
gene_1992809,1
gene_4299183,1
AF73-05_5_GL0201807,1
32_GL0088606,1
HF-F_5_GL0254664,1
OB-1_5_GL0383875,1
Group2-2A_GL0127473,1
gene_3826633,1
OB-1_6_GL0149556,1
gene_4598783,1
AF73-05_9_GL0152147,1
OB-1_8_GL0020175,1
gene_2050538,1
5-7_GL0011176,1
DSM22607_11_GL0200596,1
MH-6-4_GL0090526,1
gene_2177065,1
6-1_GL0066794,1
6-7_GL0033907,1
DSM22607_3_GL0373047,1
gene_1200098,1
gene_4249110,1
OB-1_5_GL0032255,1
HF-S_1_GL0327036,1
8-3_GL0018510,1
gene_2650196,1
5-4_GL0017325,1
MC-0-3_GL0074359,1
gene_2944674,1
NZ_RAZF01000030.1_cds_WP_120428401.1_1444,1
gene_2848216,1
gene_2073378,1
MC-6-3_GL0015926,1
gene_988310,1
20_GL0011947,1
HF-S_4_GL0131275,1
gene_3324598,1
gene_3242150,1
NZ_RAYB01000040.1_cds_WP_121707935.1_2230,1
gene_4267139,1
2-6_GL0022137,1
7-5_GL0040856,1
gene_4547294,1
S-Fe6_GL0198236,1
Group2-4A_GL0001243,1
NZ_QZFS01000084.1_cds_WP_129182700.1_8535,1
gene_2685372,1
MC-6-1_GL0086081,1
gene_1998964,1
gene_2284845,1
45_GL0052153,1
8_GL0008862,1
NZ_QIBY01000006.1_cds_WP_123185470.1_1049,1
AF73-05_5_GL0021454,1
2-7_GL0087210,1
AF73-05_10_GL0053605,1
7-1_GL0056566,1
gene_2616335,1
gene_4380158,1
53_GL0063353,1
Group2-8A_GL0222192,1
G1-8A_GL0007345,1
6-5_GL0108015,1
gene_3962385,1
gene_4201978,1
NZ_RAZK01000152.1_cds_1216,1
4-1_GL0014286,1
Chow_2_GL0054937,1
23_GL0058856,1
NZ_RAZH01000004.1_cds_WP_120392133.1_2146,1
gene_3160199,1
4-2_GL0119212,1
MH-6-5_GL0066463,1
gene_3095599,1
17_GL0072407,1
gene_424532,1
gene_3669942,1
gene_4547925,1
AF73-05_9_GL0320314,1
Food_1_GL0234409,1
39_GL0052903,1
48_GL0040206,1
11_GL0115131,1
Chow_8_GL0273700,1
MC-6-2_GL0196931,1
S-Fe6_GL0256347,1
gene_2146172,1
Food_10_GL0229316,1
gene_1442105,1
gene_2415901,1
gene_3285188,1
Chow_7_GL0139056,1
gene_1488827,1
gene_2432419,1
gene_3806193,1
Food_10_GL0190262,1
Food_7_GL0133694,1
G1-1A_GL0037560,1
gene_2456328,1
Food_12_GL0174068,1
gene_1367107,1
30_GL0087019,1
gene_4053951,1
5-5_GL0096666,1
S-Fe8_GL0234319,1
NZ_RAYO01000004.1_cds_WP_120394146.1_1468,1
gene_4273934,1
DSM22607_3_GL0157870,1
gene_197452,1
MC-6-4_GL0079230,1
8-2_GL0026448,1
HF-S_5_GL0077917,1
HF-S_4_GL0151061,1
G1-5A_GL0015692,1
Food_14_GL0331592,1
Group2-3A_GL0094618,1
AF73-05_5_GL0205441,1
gene_557526,1
2-8_GL0075578,1
Chow_8_GL0108701,1
Chow_5_GL0011243,1
gene_973918,1
Chow_7_GL0176509,1
MH-0-4_GL0040844,1
gene_1150512,1
MH-6-4_GL0147203,1
gene_3749897,1
Chow_8_GL0158093,1
gene_3362034,1
Food_2_GL0193035,1
ERR1211980_Scaf54_3076,1
MH-6-3_GL0084950,1
Chow_2_GL0304607,1
gene_2190017,1
AF73-05_14_GL0005082,1
gene_3583351,1
gene_1410213,1
NZ_RAYQ01000006.1_cds_WP_120468454.1_3895,1
HF-S_10_GL0172952,1
HF-S_14_GL0274292,1
1-4_GL0082838,1
29_GL0138962,1
gene_4159574,1
Chow_4_GL0084887,1
Food_11_GL0340459,1
1-2_GL0025334,1
gene_181404,1
36_GL0103460,1
gene_1394758,1
20_GL0031641,1
Food_14_GL0336043,1
gene_2050366,1
G1-8A_GL0113170,1
MC-0-1_GL0013909,1
7-1_GL0019914,1
S-Fe20_GL0108004,1
24_GL0083274,1
2B-dyr19-06_GL0020328,1
gene_550487,1
Food_4_GL0137908,1
Chow_1_GL0198806,1
Food_8_GL0135333,1
S-Fe8_GL0015251,1
gene_3880239,1
Food_14_GL0178673,1
gene_3149943,1
MH-0-5_GL0054442,1
Food_4_GL0310738,1
Group2-3A_GL0143737,1
Food_9_GL0422141,1
DSM22607_9_GL0014653,1
S-Fe7_GL0022885,1
gene_3894812,1
2B-dyr24-07_GL0032382,1
Food_11_GL0282834,1
4-2_GL0079807,1
AF73-05_10_GL0184839,1
Food_1_GL0339942,1
gene_2197273,1
NZ_RAZA01000007.1_cds_WP_120478083.1_4106,1
gene_3874945,1
Food_2_GL0318194,1
DSM22607_3_GL0077509,1
gene_2205730,1
DSM22607_12_GL0070813,1
MH-6-1_GL0109338,1
Food_9_GL0058505,1
gene_1819098,1
HF-F_13_GL0186476,1
gene_3904939,1
gene_354349,1
gene_3892065,1
S-Fe1_GL0129214,1
Food_8_GL0153532,1
MH-6-5_GL0044655,1
Chow_7_GL0257558,1
8-3_GL0079294,1
5-5_GL0069768,1
OB-1_1_GL0320971,1
Food_9_GL0096681,1
NZ_RAYM01000012.1_cds_WP_120432044.1_3452,1
11_GL0049918,1
2-1_GL0033208,1
gene_2955045,1
47_GL0094599,1
1-4_GL0009099,1
gene_3047600,1
gene_3038339,1
gene_3215401,1
gene_3713235,1
G1-7A_GL0021579,1
HF-F_4_GL0395463,1
gene_3061357,1
MC-0-1_GL0101056,1
ERR1212018_Scaf542_4174,1
MC-0-1_GL0044718,1
gene_1856915,1
17_GL0102529,1
AF73-05_11_GL0253127,1
S-Fe7_GL0078913,1
10_GL0096339,1
gene_4362267,1
gene_2089450,1
gene_3522783,1
gene_3074791,1
gene_1640206,1
gene_4000912,1
MC-6-4_GL0002202,1
1-1_GL0011628,1
6-4_GL0014294,1
Food_9_GL0331206,1
gene_260707,1
Food_5_GL0167175,1
3-1_GL0073050,1
gene_364732,1
gene_3972608,1
gene_4190520,1
S-Fe7_GL0174181,1
5-4_GL0079003,1
S-Fe10_GL0102018,1
MC-6-3_GL0094776,1
25_GL0001384,1
NZ_QWMU01000038.1_cds_WP_119448305.1_1124,1
MC-0-3_GL0094412,1
NZ_RAYO01000025.1_cds_WP_120395916.1_610,1
gene_4137479,1
2-5_GL0070780,1
4-7_GL0036198,1
gene_4471274,1
MH-6-5_GL0146749,1
2-1_GL0059467,1
14_GL0068480,1
8-1_GL0017342,1
gene_2422128,1
gene_469577,1
Food_5_GL0162158,1
1-2_GL0016690,1
HF-F_4_GL0344172,1
1-6_GL0069637,1
NZ_QWMU01000013.1_cds_WP_004051111.1_289,1
gene_2564463,1
1-4_GL0059289,1
AF73-05_8_GL0070182,1
HF-F_1_GL0114274,1
G1-7A_GL0023618,1
gene_680930,1
Chow_8_GL0073156,1
1A-dyr1-07_GL0027830,1
gene_4493408,1
Group2-1A_GL0076760,1
S-Fe6_GL0246690,1
gene_1396503,1
HF-F_10_GL0005762,1
AF73-05_14_GL0089791,1
gene_2982447,1
11_GL0051880,1
8-5_GL0005924,1
2-1_GL0015440,1
12_GL0042709,1
NZ_RAYR01000023.1_cds_WP_120413137.1_1095,1
gene_4526697,1
Chow_1_GL0074860,1
HF-F_3_GL0096336,1
NZ_RAYQ01000020.1_cds_WP_120471491.1_1194,1
gene_4613983,1
29_GL0033945,1
gene_2002173,1
1-3_GL0084567,1
gene_4521809,1
AF73-05_8_GL0090405,1
1A-dyr4-07_GL0065900,1
AF73-05_8_GL0265562,1
DSM22607_12_GL0274092,1
gene_4413168,1
HF-F_13_GL0199640,1
26_GL0085862,1
MH-6-2_GL0099188,1
6-3_GL0006344,1
Group2-8A_GL0180546,1
gene_2854862,1
gene_2072673,1
Food_10_GL0164883,1
gene_2236038,1
gene_1342699,1
gene_3168808,1
1-2_GL0005171,1
AF73-05_10_GL0424916,1
G1-1A_GL0004147,1
8-1_GL0130429,1
S-Fe12_GL0112988,1
4-2_GL0113256,1
gene_3420267,1
20_GL0034449,1
gene_3887260,1
20_GL0178349,1
gene_3127431,1
gene_3060562,1
gene_2172683,1
Chow_1_GL0056840,1
OB-1_2_GL0278580,1
MC-6-5_GL0078955,1
HF-S_14_GL0035818,1
G1-5A_GL0020776,1
OB-1_3_GL0020747,1
Food_5_GL0347959,1
8-3_GL0115697,1
AF73-05_13_GL0051052,1
MH-6-3_GL0003227,1
gene_38871,1
gene_3170144,1
53_GL0019182,1
HF-F_12_GL0045441,1
MH-6-3_GL0034723,1
14_GL0012696,1
gene_1667169,1
NZ_RAYX01000031.1_cds_WP_120377022.1_997,1
39_GL0000923,1
gene_1486007,1
45_GL0133667,1
2A-dyr16-06_GL0002311,1
HF-S_8_GL0133495,1
35_GL0142663,1
gene_2931721,1
MH-6-2_GL0021205,1
gene_226824,1
S-Fe7_GL0169449,1
HF-F_6_GL0123686,1
gene_2001257,1
gene_346944,1
HF-S_14_GL0351548,1
AF73-05_2_GL0247358,1
11_GL0101071,1
S-Fe6_GL0235521,1
2-2_GL0059794,1
Food_7_GL0288337,1
Food_5_GL0095655,1
ERR1211980_Scaf36_2650,1
4-5_GL0047102,1
1-3_GL0019500,1
gene_1275929,1
S-Fe5_GL0109622,1
DSM22607_11_GL0371489,1
NZ_RAYY01000041.1_cds_WP_120424449.1_3379,1
2-1_GL0068341,1
AF73-05_14_GL0151773,1
S-Fe8_GL0106646,1
8-1_GL0090542,1
Food_14_GL0081375,1
DSM22607_12_GL0183186,1
6-7_GL0003300,1
gene_4508907,1
6-3_GL0071656,1
gene_2567016,1
29_GL0055485,1
S-Fe12_GL0021871,1
gene_3523499,1
MC-6-2_GL0094770,1
gene_918407,1
Food_10_GL0221373,1
3-4_GL0010092,1
8-1_GL0044133,1
10_GL0011227,1
gene_2408930,1
1-1_GL0091380,1
NZ_KI535318.1_cds_WP_081707022.1_202,1
Food_14_GL0256758,1
gene_3831868,1
gene_4327848,1
7-8_GL0138171,1
Chow_5_GL0068512,1
gene_123739,1
2-6_GL0068993,1
gene_1708710,1
Food_14_GL0177731,1
gene_749887,1
AF73-05_1_GL0192163,1
gene_3568285,1
gene_4283062,1
NZ_KB822452.1_cds_WP_004074964.1_2704,1
gene_784025,1
Chow_7_GL0000705,1
Chow_1_GL0200197,1
Food_5_GL0311743,1
HF-F_7_GL0050176,1
gene_960677,1
HF-S_9_GL0117827,1
Food_11_GL0285020,1
2-3_GL0051282,1
Food_11_GL0371684,1
8-8_GL0106532,1
OB-1_1_GL0013071,1
HF-S_4_GL0078738,1
gene_2688819,1
10_GL0021987,1
46_GL0066046,1
5-1_GL0032223,1
gene_3454955,1
DSM22607_1_GL0131905,1
gene_1045691,1
S-Fe9_GL0080331,1
Chow_1_GL0138174,1
Chow_8_GL0241645,1
OB-1_8_GL0308184,1
gene_4053221,1
gene_4553033,1
8-1_GL0129204,1
2B-dyr23-07_GL0021910,1
gene_3847238,1
17_GL0063616,1
HF-F_11_GL0031572,1
gene_4437549,1
NZ_RAZF01000020.1_cds_616,1
gene_4102589,1
OB-1_4_GL0280678,1
23_GL0026414,1
5-7_GL0006724,1
G1-1A_GL0013766,1
Group2-5A_GL0010498,1
OB-1_5_GL0207302,1
OB-1_11_GL0169357,1
2-2_GL0091712,1
gene_927578,1
Chow_5_GL0315388,1
Food_5_GL0252686,1
AF73-05_2_GL0378628,1
MH-6-4_GL0022130,1
gene_4155794,1
HF-F_10_GL0035757,1
NZ_KI535329.1_cds_WP_023347257.1_1658,1
HF-F_6_GL0189327,1
12_GL0001284,1
MH-6-3_GL0125658,1
NZ_KI530584.1_cds_WP_023275789.1_944,1
gene_4509610,1
3_GL0100765,1
Food_10_GL0059803,1
Food_4_GL0289343,1
gene_1420245,1
