gene,noFMT_3_ileum
Food_14_GL0082305,1
3-6_GL0066235,1
5-8_GL0021147,1
NZ_KB822487.1_cds_WP_004060283.1_3222,1
AF73-05_11_GL0213434,1
gene_3996485,1
gene_2016788,1
S-Fe2_GL0130472,1
HF-S_4_GL0152088,1
48_GL0024970,1
S-Fe8_GL0218778,1
52_GL0027329,1
2-1_GL0114028,1
HF-S_11_GL0101613,1
Group2-8A_GL0067063,1
Chow_8_GL0094456,1
8-8_GL0115603,1
NZ_KB822458.1_cds_WP_004076938.1_3263,1
gene_1980383,1
Food_3_GL0036695,1
10_GL0055280,1
gene_1447588,1
G1-1A_GL0014203,1
gene_3801722,1
1_GL0103443,1
4-5_GL0060907,1
5-7_GL0030494,1
gene_2485421,1
10_GL0016165,1
gene_75867,1
2_GL0141317,1
AF73-05_2_GL0034973,1
gene_3660648,1
S-Fe16_GL0107571,1
gene_393503,1
2-1_GL0106184,1
Food_9_GL0020125,1
gene_1975219,1
Chow_4_GL0172010,1
1-1_GL0049161,1
11_GL0076280,1
HF-F_2_GL0354397,1
S-Fe10_GL0048450,1
gene_3425781,1
gene_479672,1
DSM22607_11_GL0160222,1
OB-1_1_GL0438293,1
HF-S_5_GL0194634,1
11_GL0041882,1
14_GL0000584,1
43_GL0061591,1
Food_8_GL0271621,1
54_GL0126562,1
DSM22607_4_GL0120793,1
OB-1_7_GL0005297,1
4-8_GL0083930,1
AF73-05_10_GL0396921,1
gene_1954741,1
gene_3499363,1
4-1_GL0011939,1
20_GL0131790,1
HF-F_12_GL0104049,1
gene_2998088,1
gene_4122724,1
2-1_GL0109843,1
Group2-4A_GL0072103,1
gene_3081265,1
S-Fe2_GL0004668,1
AF73-05_11_GL0109116,1
gene_4108330,1
11_GL0007769,1
gene_2624518,1
5-3_GL0102523,1
6-6_GL0043789,1
2A-dyr13-06_GL0025005,1
Food_14_GL0230628,1
OB-1_2_GL0138919,1
AF73-05_10_GL0139231,1
S-Fe7_GL0228080,1
12_GL0123226,1
2-6_GL0024426,1
8_GL0157582,1
gene_3952076,1
20_GL0017741,1
gene_3985144,1
16_GL0054346,1
MH-6-2_GL0127339,1
gene_2151423,1
NZ_RAYX01000083.1_cds_WP_120377483.1_1724,1
gene_3598321,1
gene_2041187,1
20_GL0013624,1
Chow_3_GL0292959,1
35_GL0136110,1
gene_905112,1
NZ_KI535319.1_cds_WP_081707083.1_1119,1
1-3_GL0052122,1
3-2_GL0026569,1
3-2_GL0055228,1
17_GL0099328,1
gene_2928868,1
gene_1788497,1
gene_4176549,1
2-1_GL0091352,1
OB-1_4_GL0381682,1
S-Fe9_GL0021151,1
13_GL0042730,1
2A-dyr13-07_GL0000365,1
gene_1628781,1
8-3_GL0038981,1
Food_10_GL0186805,1
Chow_8_GL0100840,1
gene_3241795,1
17_GL0149071,1
NZ_RAYQ01000001.1_cds_WP_120465972.1_1514,1
30_GL0091551,1
gene_1057440,1
4-8_GL0103476,1
gene_870128,1
AF73-05_10_GL0056275,1
gene_1579732,1
Food_5_GL0057500,1
gene_4551293,1
DSM22607_4_GL0374610,1
HF-F_4_GL0214011,1
2-3_GL0086691,1
gene_18332,1
Food_9_GL0386260,1
32_GL0102184,1
DSM22607_2_GL0234192,1
14_GL0108881,1
NZ_RAYH01000010.1_cds_WP_002519558.1_1629,1
10_GL0028113,1
gene_492479,1
MH-0-3_GL0000985,1
AF73-05_2_GL0018940,1
gene_2967514,1
gene_318147,1
Food_11_GL0287172,1
ERR1211980_Scaf8_1130,1
gene_3906345,1
gene_2679135,1
gene_1672846,1
DSM22607_6_GL0048322,1
11_GL0141309,1
MC-6-1_GL0055836,1
10_GL0038704,1
gene_3241222,1
gene_4421020,1
gene_949319,1
gene_1991009,1
10_GL0080455,1
gene_3360942,1
gene_4482552,1
HF-S_10_GL0042399,1
AF73-05_11_GL0214841,1
Food_9_GL0126854,1
DSM22607_2_GL0328317,1
NZ_RAZE01000014.1_cds_WP_120399694.1_611,1
gene_4418994,1
45_GL0144092,1
G1-7A_GL0033374,1
S-Fe14_GL0015175,1
Food_11_GL0111720,1
MH-6-4_GL0055712,1
5-5_GL0049457,1
gene_4623429,1
3-3_GL0040372,1
5_GL0009296,1
gene_1639305,1
8-1_GL0087431,1
4-8_GL0112045,1
2-2_GL0015632,1
gene_1623772,1
4-1_GL0013349,1
8-6_GL0011216,1
S-Fe8_GL0096617,1
S-Fe7_GL0027481,1
MC-6-1_GL0105980,1
6-1_GL0064494,1
MC-6-1_GL0052551,1
gene_2198663,1
11_GL0074655,1
2A-dyr16-06_GL0036538,1
AF73-05_11_GL0118386,1
gene_423717,1
NZ_RAZK01000006.1_cds_WP_120481522.1_5443,1
gene_1100543,1
gene_1029884,1
Food_13_GL0180755,1
AF73-05_10_GL0289995,1
gene_4140834,1
gene_3159988,1
16_GL0001503,1
gene_4392425,1
Food_1_GL0010627,1
OB-1_9_GL0025147,1
2-2_GL0086656,1
gene_3076524,1
NZ_RAZA01000054.1_cds_WP_120480525.1_3451,1
DSM22607_10_GL0229074,1
1A-dyr2-07_GL0034133,1
5-1_GL0012241,1
gene_566483,1
gene_741613,1
HF-S_14_GL0178084,1
23_GL0052092,1
Chow_1_GL0101008,1
gene_3890125,1
5-7_GL0022706,1
Food_10_GL0217558,1
DSM22607_10_GL0178253,1
AF73-05_9_GL0351438,1
gene_799580,1
NZ_RAYB01000045.1_cds_WP_121708055.1_2364,1
Food_4_GL0352866,1
gene_483946,1
3-5_GL0051375,1
5-4_GL0073065,1
gene_1651128,1
gene_2731442,1
HF-S_1_GL0113001,1
AF73-05_10_GL0186385,1
Food_2_GL0088301,1
gene_1043266,1
gene_4335722,1
DSM22607_8_GL0237502,1
S-Fe9_GL0233862,1
Chow_8_GL0142830,1
9_GL0018676,1
3-3_GL0101349,1
Food_10_GL0139186,1
gene_1201355,1
gene_3328753,1
gene_4213885,1
43_GL0073772,1
Food_9_GL0400650,1
Food_1_GL0113560,1
AF73-05_2_GL0264524,1
HF-S_4_GL0068755,1
Food_4_GL0029908,1
gene_2554362,1
G1-1A_GL0052880,1
gene_4183837,1
11_GL0106914,1
Chow_1_GL0027143,1
gene_4059889,1
gene_3696854,1
11_GL0043651,1
1A-dyr3-07_GL0041688,1
AF73-05_2_GL0059834,1
MH-6-2_GL0078255,1
gene_3449475,1
gene_3997044,1
11_GL0159196,1
gene_3705499,1
gene_3871016,1
DSM22607_8_GL0108317,1
53_GL0095295,1
10_GL0029052,1
gene_3271241,1
3-2_GL0059548,1
8-4_GL0072845,1
4-8_GL0073648,1
NZ_RAYU01000328.1_cds_WP_120475209.1_3518,1
S-Fe3_GL0036482,1
Chow_4_GL0106799,1
gene_761237,1
Group2-3A_GL0161521,1
AF73-05_11_GL0362234,1
32_GL0014681,1
Group2-3A_GL0106431,1
S-Fe10_GL0072300,1
3-2_GL0051853,1
4-8_GL0012263,1
4-8_GL0112194,1
6-8_GL0091969,1
gene_2010648,1
gene_3923781,1
3-6_GL0005874,1
1A-dyr1-07_GL0004055,1
NZ_KB822482.1_cds_WP_004059007.1_2919,1
5-1_GL0003668,1
Food_9_GL0223231,1
S-Fe6_GL0074887,1
HF-S_10_GL0055388,1
G1-1A_GL0113967,1
1-6_GL0068592,1
gene_3600605,1
Chow_2_GL0294334,1
HF-S_3_GL0385282,1
3-4_GL0031004,1
HF-F_1_GL0127589,1
Food_6_GL0079896,1
Food_2_GL0111215,1
10_GL0008513,1
32_GL0101077,1
4-7_GL0039137,1
S-Fe10_GL0103128,1
7-5_GL0087091,1
gene_3963551,1
MH-6-2_GL0072195,1
S-Fe3_GL0081935,1
Group2-2A_GL0140028,1
NZ_RAZK01000030.1_cds_3269,1
12_GL0003188,1
AF73-05_2_GL0412394,1
Food_10_GL0079598,1
gene_4493423,1
6-4_GL0064077,1
Food_10_GL0098744,1
G1-7A_GL0033378,1
2-1_GL0025129,1
Food_1_GL0174853,1
gene_4540068,1
gene_1076736,1
gene_4203799,1
gene_2130585,1
gene_3715439,1
gene_2315359,1
gene_2026194,1
1_GL0065342,1
Food_9_GL0198168,1
5-2_GL0103831,1
gene_4401551,1
gene_3108596,1
38_GL0136085,1
gene_4088781,1
AF73-05_13_GL0197388,1
gene_3844495,1
11_GL0066239,1
Food_10_GL0165096,1
G1-1A_GL0015514,1
gene_2558270,1
6-6_GL0001452,1
Food_13_GL0023207,1
4_GL0065706,1
NZ_RAYM01000060.1_cds_WP_120437078.1_3101,1
DSM22607_4_GL0243623,1
G1-1A_GL0013350,1
gene_393114,1
2-4_GL0033370,1
3-8_GL0058442,1
1-8_GL0106575,1
gene_1050694,1
AF73-05_10_GL0431883,1
gene_4510877,1
10_GL0021973,1
gene_4414112,1
gene_2501807,1
gene_3651240,1
Group2-6A_GL0018630,1
Food_11_GL0234612,1
4-2_GL0073201,1
gene_315173,1
3-5_GL0005496,1
Chow_7_GL0070615,1
22_GL0060961,1
11_GL0016406,1
Food_14_GL0099567,1
gene_3241734,1
23_GL0125336,1
2-6_GL0088354,1
Food_10_GL0165115,1
gene_3619898,1
29_GL0091007,1
Food_9_GL0379591,1
8_GL0158890,1
gene_4196444,1
10_GL0095566,1
gene_3240701,1
DSM22607_4_GL0118242,1
S-Fe7_GL0290452,1
2B-dyr19-06_GL0008892,1
2-1_GL0061739,1
4-1_GL0037317,1
NZ_CP021421.1_cds_WP_068960285.1_51,1
S-Fe3_GL0034620,1
S-Fe9_GL0157984,1
DSM22607_5_GL0261428,1
28_GL0045891,1
OB-1_1_GL0016633,1
S-Fe3_GL0055618,1
10_GL0063252,1
gene_3756137,1
1-1_GL0132401,1
5-8_GL0131226,1
S-Fe20_GL0176528,1
7-3_GL0087720,1
1-1_GL0115579,1
8-1_GL0100673,1
Chow_4_GL0155062,1
11_GL0060280,1
11_GL0082916,1
26_GL0032545,1
Chow_4_GL0063010,1
gene_2797160,1
4-7_GL0144008,1
Food_5_GL0316539,1
MH-6-4_GL0064019,1
gene_253622,1
gene_2069657,1
2A-dyr13-07_GL0035832,1
6-7_GL0101155,1
1-1_GL0129438,1
4-6_GL0040758,1
gene_2154470,1
4-3_GL0063326,1
gene_3867092,1
11_GL0008037,1
gene_3215381,1
HF-S_6_GL0222200,1
DSM22607_10_GL0252897,1
6-5_GL0130864,1
OB-1_9_GL0068670,1
HF-F_13_GL0212489,1
45_GL0003264,1
OB-1_1_GL0304351,1
11_GL0086505,1
gene_1721188,1
gene_4527133,1
gene_2068114,1
10_GL0016179,1
2-6_GL0085756,1
11_GL0132479,1
NZ_KI535329.1_cds_WP_023347579.1_1984,1
7-2_GL0099047,1
1-1_GL0130203,1
2A-dyr13-07_GL0032695,1
NZ_RAZA01000005.1_cds_WP_120477801.1_3719,1
Chow_4_GL0076162,1
HF-S_10_GL0060582,1
gene_4364997,1
S-Fe11_GL0035296,1
DSM22607_13_GL0186125,1
30_GL0101742,1
DSM22607_2_GL0076104,1
Food_5_GL0273044,1
MC-6-1_GL0101142,1
NZ_KB822473.1_cds_WP_083917028.1_1398,1
38_GL0046342,1
S-Fe16_GL0011955,1
11_GL0019340,1
3-6_GL0022028,1
MH-0-4_GL0018437,1
HF-S_3_GL0154994,1
gene_1447270,1
gene_3273659,1
20_GL0097627,1
8-1_GL0067239,1
AF73-05_7_GL0172260,1
gene_2240603,1
20_GL0000800,1
3-3_GL0003153,1
11_GL0038936,1
gene_3533900,1
gene_4006056,1
gene_1205201,1
4-8_GL0042477,1
S-Fe20_GL0077283,1
gene_3249174,1
gene_3430786,1
AF73-05_14_GL0268331,1
8-6_GL0052706,1
gene_3873677,1
gene_3830634,1
7-4_GL0117967,1
6-3_GL0072817,1
5-3_GL0010514,1
S-Fe8_GL0044427,1
MC-6-2_GL0092650,1
Chow_2_GL0035336,1
34_GL0020074,1
G1-2A_GL0045231,1
S-Fe6_GL0242118,1
HF-S_8_GL0062805,1
42_GL0093121,1
AF73-05_10_GL0290402,1
AF73-05_14_GL0057684,1
8-6_GL0071389,1
Food_9_GL0080833,1
AF73-05_11_GL0350402,1
Food_2_GL0262622,1
HF-S_14_GL0133248,1
gene_3891588,1
gene_3375810,1
Group2-4A_GL0133152,1
AF73-05_8_GL0089580,1
1A-dyr1-07_GL0046965,1
Group2-4A_GL0007797,1
AF73-05_5_GL0019553,1
gene_2879199,1
gene_1301773,1
OB-1_1_GL0323956,1
11_GL0014623,1
Food_3_GL0008464,1
6-8_GL0058181,1
AF73-05_4_GL0160816,1
2-4_GL0079670,1
gene_2077351,1
OB-1_5_GL0375024,1
gene_4263176,1
6-3_GL0085879,1
S-Fe10_GL0087284,1
gene_2412481,1
gene_1385280,1
gene_4359647,1
1A-dyr2-07_GL0047506,1
Food_9_GL0434846,1
HF-S_12_GL0318632,1
18_GL0025152,1
S-Fe7_GL0146971,1
NZ_KB822566.1_cds_WP_004035494.1_1170,1
34_GL0034812,1
gene_1975661,1
AF73-05_4_GL0105243,1
8-4_GL0100954,1
gene_2623214,1
Food_7_GL0034943,1
gene_815502,1
HF-F_6_GL0029321,1
11_GL0156972,1
gene_2993249,1
Group2-3A_GL0146552,1
gene_1795941,1
gene_3304007,1
Chow_7_GL0264593,1
gene_3144762,1
18_GL0033107,1
42_GL0033866,1
4-7_GL0057392,1
AF73-05_2_GL0099560,1
HF-F_11_GL0019786,1
1A-dyr4-07_GL0060961,1
HF-S_3_GL0327256,1
10_GL0002059,1
HF-F_5_GL0064800,1
Food_6_GL0041948,1
7-7_GL0067715,1
gene_2176219,1
17_GL0110298,1
4-1_GL0006371,1
Food_8_GL0310476,1
gene_3280239,1
1-1_GL0095556,1
8-7_GL0075656,1
3-5_GL0000022,1
Food_10_GL0069274,1
Food_10_GL0015816,1
14_GL0065288,1
5-8_GL0056225,1
MC-6-2_GL0162321,1
1A-dyr2-07_GL0044649,1
Chow_1_GL0041728,1
10_GL0063246,1
HF-F_5_GL0172041,1
5_GL0128481,1
S-Fe2_GL0027657,1
Food_7_GL0108185,1
Food_14_GL0115607,1
AF73-05_7_GL0081093,1
gene_457035,1
gene_992877,1
NZ_RAZA01000062.1_cds_WP_120480589.1_3746,1
gene_3700585,1
Food_10_GL0258432,1
NZ_KB822463.1_cds_WP_004077594.1_3358,1
gene_940566,1
14_GL0099799,1
11_GL0137593,1
5-1_GL0082324,1
HF-S_6_GL0215005,1
7-1_GL0014831,1
gene_3995213,1
S-Fe7_GL0130317,1
Food_9_GL0045968,1
7-7_GL0064958,1
gene_4571512,1
gene_3145800,1
gene_3776118,1
AF73-05_6_GL0151292,1
gene_1427036,1
gene_3734871,1
gene_1657307,1
gene_977230,1
4-5_GL0109347,1
HF-S_5_GL0277238,1
4-1_GL0051594,1
gene_1909203,1
S-Fe5_GL0005991,1
Food_10_GL0162819,1
gene_4268601,1
3-3_GL0068078,1
8-2_GL0030717,1
gene_3502795,1
gene_1781858,1
OB-1_1_GL0188064,1
3-2_GL0012079,1
gene_3649205,1
G1-2A_GL0073187,1
gene_4185865,1
S-Fe12_GL0140822,1
gene_2143993,1
HF-F_14_GL0306167,1
HF-S_13_GL0241193,1
gene_4260908,1
Group2-6A_GL0003500,1
S-Fe2_GL0194545,1
gene_3349927,1
8-5_GL0127954,1
gene_3258658,1
1A-dyr4-07_GL0106480,1
42_GL0045039,1
2_GL0090700,1
gene_327126,1
8-5_GL0090412,1
MH-0-5_GL0109078,1
gene_4068116,1
gene_3749228,1
NZ_RAYE01000042.1_cds_WP_120445756.1_3197,1
DSM22607_4_GL0251889,1
4-3_GL0027908,1
Group2-7A_GL0005744,1
gene_2087464,1
Group2-7A_GL0002905,1
4-1_GL0020305,1
2-1_GL0093704,1
33_GL0062099,1
Food_7_GL0237526,1
gene_4035484,1
S-Fe4_GL0136528,1
gene_3836924,1
HF-F_1_GL0034844,1
Group2-8A_GL0095006,1
20_GL0051253,1
31_GL0025592,1
Chow_1_GL0266944,1
AF73-05_13_GL0220961,1
HF-F_11_GL0072598,1
G1-2A_GL0061143,1
HF-S_4_GL0184158,1
MH-6-1_GL0050299,1
11_GL0069541,1
2-1_GL0066019,1
AF73-05_9_GL0410033,1
gene_2625443,1
gene_2180514,1
gene_2266015,1
gene_3205897,1
11_GL0119529,1
11_GL0106921,1
HF-S_10_GL0059301,1
NZ_RAYW01000046.1_cds_WP_121700314.1_2036,1
gene_1337091,1
gene_4455119,1
HF-F_12_GL0018210,1
8-4_GL0028903,1
gene_4067167,1
gene_4521197,1
10_GL0065280,1
Food_12_GL0074414,1
NZ_OFSM01000009.1_cds_WP_103239346.1_2009,1
gene_2747338,1
NZ_RAYF01000043.1_cds_WP_120391763.1_2159,1
AF73-05_1_GL0160988,1
HF-F_4_GL0152649,1
AF73-05_5_GL0187204,1
S-Fe20_GL0111791,1
MH-6-3_GL0080851,1
gene_2390791,1
3-2_GL0041513,1
gene_318922,1
HF-S_10_GL0217634,1
34_GL0004885,1
8-4_GL0019914,1
DSM22607_10_GL0123326,1
NZ_RAZA01000021.1_cds_WP_120479458.1_1571,1
gene_3303219,1
NZ_QZFS01000122.1_cds_WP_129183827.1_710,1
1A-dyr1-07_GL0000918,1
42_GL0018063,1
6-2_GL0086617,1
2-1_GL0109758,1
gene_3915104,1
HF-S_3_GL0293433,1
Food_10_GL0250093,1
2A-dyr16-07_GL0045009,1
3-5_GL0094652,1
6-2_GL0052169,1
Food_3_GL0129470,1
2-1_GL0057405,1
gene_1142423,1
gene_4200765,1
gene_3694556,1
gene_3144475,1
Group2-6A_GL0102919,1
gene_3511779,1
gene_4298822,1
2-1_GL0082061,1
AF73-05_14_GL0244651,1
gene_4544900,1
gene_3617795,1
Chow_1_GL0022833,1
MC-0-3_GL0044671,1
26_GL0027903,1
NZ_KB822473.1_cds_WP_004054931.1_1425,1
DSM22607_3_GL0376001,1
4-1_GL0078994,1
7-5_GL0133059,1
2-1_GL0000126,1
5-6_GL0073834,1
S-Fe7_GL0223877,1
Food_12_GL0187443,1
gene_2820995,1
6-8_GL0029701,1
gene_2537009,1
Group2-4A_GL0063577,1
gene_2669128,1
10_GL0030306,1
8-8_GL0079335,1
gene_4226940,1
48_GL0012411,1
gene_4375498,1
G1-3A_GL0043707,1
Food_4_GL0238708,1
G1-1A_GL0047464,1
G1-1A_GL0102994,1
1-1_GL0012683,1
1-7_GL0144857,1
MC-6-5_GL0104161,1
S-Fe9_GL0284136,1
Group2-8A_GL0084764,1
DSM22607_2_GL0103402,1
Food_10_GL0191368,1
gene_4309234,1
4-1_GL0039483,1
26_GL0072570,1
2-2_GL0055508,1
2-5_GL0067115,1
gene_3523622,1
Food_7_GL0311353,1
gene_3908672,1
Food_10_GL0067306,1
NZ_RAYY01000070.1_cds_4681,1
OB-1_1_GL0304308,1
5-7_GL0000965,1
gene_3758342,1
10_GL0069976,1
Food_10_GL0116329,1
2-3_GL0094765,1
1-7_GL0100758,1
gene_127661,1
10_GL0022001,1
Food_5_GL0169497,1
Group2-3A_GL0170364,1
7-5_GL0036632,1
1-1_GL0122708,1
4-7_GL0099340,1
3-5_GL0009470,1
4-5_GL0086458,1
14_GL0060057,1
G1-5A_GL0030786,1
3-3_GL0088157,1
HF-F_7_GL0217015,1
8-1_GL0107264,1
S-Fe8_GL0182848,1
gene_1552841,1
S-Fe13_GL0039164,1
DSM22607_13_GL0251909,1
HF-S_4_GL0270911,1
AF73-05_11_GL0314392,1
MH-6-5_GL0039023,1
Chow_5_GL0111792,1
NZ_RAZE01000034.1_cds_WP_120400784.1_2614,1
25_GL0069261,1
3-5_GL0033559,1
AF73-05_5_GL0088587,1
2-4_GL0054457,1
2-2_GL0077038,1
gene_1846739,1
10_GL0065270,1
24_GL0067175,1
1-1_GL0127874,1
2-7_GL0095586,1
Food_7_GL0181198,1
gene_2277048,1
OB-1_9_GL0258416,1
11_GL0114260,1
29_GL0076990,1
gene_1389841,1
HF-F_1_GL0042474,1
ERR1211980_Scaf6_964,1
gene_3446830,1
Food_10_GL0190850,1
gene_4473505,1
8-3_GL0088348,1
S-Fe16_GL0049378,1
gene_3900640,1
S-Fe20_GL0117428,1
S-Fe10_GL0172488,1
3-5_GL0038201,1
8-7_GL0044139,1
7-4_GL0018013,1
1-5_GL0078547,1
32_GL0022463,1
Food_2_GL0314772,1
NZ_RAZF01000005.1_cds_WP_120426801.1_2813,1
gene_4064498,1
AF73-05_11_GL0370351,1
gene_3799635,1
gene_114187,1
MH-0-5_GL0095877,1
gene_4158141,1
S-Fe10_GL0121953,1
2-1_GL0062725,1
Chow_3_GL0235040,1
DSM22607_9_GL0233444,1
G1-1A_GL0085683,1
gene_4625015,1
gene_2083053,1
gene_1053147,1
HF-F_6_GL0075883,1
29_GL0087060,1
Food_14_GL0102830,1
G1-8A_GL0132510,1
gene_3190154,1
32_GL0105031,1
Group2-4A_GL0001643,1
gene_3943125,1
33_GL0056139,1
AF73-05_8_GL0275043,1
MH-0-5_GL0051200,1
11_GL0011194,1
S-Fe6_GL0120500,1
8-6_GL0052440,1
11_GL0028755,1
G1-3A_GL0043207,1
gene_3448639,1
gene_332828,1
S-Fe5_GL0018862,1
10_GL0030301,1
S-Fe18_GL0075904,1
Food_5_GL0158270,1
23_GL0039233,1
AF73-05_10_GL0394349,1
10_GL0050638,1
10_GL0063273,1
31_GL0053111,1
G1-7A_GL0131966,1
NZ_KB822465.1_cds_WP_004079154.1_4037,1
8-6_GL0082539,1
Food_13_GL0143144,1
gene_1922717,1
gene_1899618,1
DSM22607_2_GL0013246,1
ERR1211980_Scaf14_1624,1
2-2_GL0084717,1
6-5_GL0133021,1
S-Fe10_GL0064195,1
NZ_RAYQ01000001.1_cds_WP_120466068.1_1584,1
4-1_GL0075363,1
AF73-05_10_GL0182033,1
S-Fe4_GL0167629,1
S-Fe4_GL0059430,1
gene_1665321,1
gene_3595624,1
OB-1_5_GL0220837,1
OB-1_3_GL0175236,1
gene_3712344,1
Food_10_GL0275555,1
DSM22607_10_GL0016658,1
2-2_GL0090397,1
Chow_3_GL0097925,1
AF73-05_1_GL0348203,1
3-8_GL0049027,1
gene_3690708,1
Chow_8_GL0104701,1
HF-F_5_GL0158852,1
10_GL0054027,1
gene_4248230,1
gene_1148067,1
HF-F_14_GL0335561,1
1A-dyr4-07_GL0026788,1
gene_2559055,1
11_GL0057431,1
Food_13_GL0199716,1
32_GL0016706,1
DSM22607_11_GL0268161,1
gene_902414,1
NZ_QZFS01000007.1_cds_WP_129176070.1_8331,1
gene_4399610,1
gene_3807216,1
HF-S_14_GL0310998,1
11_GL0101159,1
DSM22607_9_GL0036150,1
gene_4540846,1
HF-S_6_GL0050184,1
13_GL0000028,1
gene_2939457,1
HF-S_10_GL0005393,1
G1-7A_GL0036481,1
NZ_RAYQ01000037.1_cds_WP_120472173.1_2651,1
gene_887599,1
3B-dyr36-06_GL0053724,1
2-8_GL0075576,1
2-3_GL0037319,1
MH-6-2_GL0000923,1
gene_4574498,1
Group2-4A_GL0032014,1
2-4_GL0104296,1
Food_8_GL0048298,1
11_GL0082889,1
1A-dyr4-07_GL0101167,1
53_GL0005791,1
DSM22607_10_GL0083761,1
MH-6-2_GL0093862,1
NZ_RAYB01000078.1_cds_WP_121708522.1_3419,1
2A-dyr13-06_GL0051715,1
gene_2473022,1
gene_3281920,1
gene_1344819,1
AF73-05_11_GL0145869,1
Group2-5A_GL0066657,1
gene_2565823,1
Chow_1_GL0256509,1
gene_851688,1
S-Fe7_GL0169364,1
Group2-4A_GL0076308,1
Chow_4_GL0226812,1
Food_13_GL0211417,1
gene_3545823,1
gene_2899194,1
S-Fe1_GL0070662,1
gene_1140232,1
4-4_GL0069108,1
gene_3112946,1
S-Fe7_GL0288033,1
gene_1142583,1
Food_5_GL0062182,1
3-1_GL0007822,1
gene_4143916,1
MC-6-2_GL0129104,1
NZ_RAYH01000007.1_cds_WP_002515873.1_1368,1
NZ_RAYH01000015.1_cds_WP_002525166.1_1945,1
41_GL0039772,1
51_GL0114660,1
3-1_GL0040058,1
gene_3371392,1
HF-S_14_GL0000842,1
Group2-6A_GL0109393,1
gene_4082698,1
gene_4493884,1
DSM22607_1_GL0250026,1
G1-6A_GL0086425,1
AF73-05_3_GL0284342,1
20_GL0118668,1
11_GL0139322,1
HF-F_13_GL0279690,1
Food_10_GL0203089,1
53_GL0061590,1
G1-7A_GL0124864,1
8-2_GL0115022,1
NZ_RAZF01000023.1_cds_WP_120428132.1_1151,1
G1-4A_GL0088300,1
AF73-05_11_GL0221012,1
2-1_GL0003045,1
AF73-05_11_GL0180200,1
S-Fe12_GL0092753,1
42_GL0101035,1
Chow_2_GL0298116,1
4-1_GL0028902,1
DSM22607_2_GL0250086,1
OB-1_11_GL0056639,1
gene_123740,1
1-3_GL0109681,1
Food_14_GL0013731,1
AF73-05_1_GL0340563,1
5-8_GL0067199,1
Food_10_GL0112574,1
gene_1237424,1
3-5_GL0119685,1
Food_9_GL0157211,1
gene_4578616,1
26_GL0074818,1
MC-0-1_GL0051965,1
gene_771287,1
gene_1854662,1
gene_2684949,1
G1-4A_GL0062653,1
gene_3751023,1
Chow_8_GL0231960,1
G1-4A_GL0041427,1
AF73-05_2_GL0052697,1
7_GL0042137,1
gene_4285614,1
11_GL0009423,1
gene_914056,1
2-7_GL0049972,1
gene_4178827,1
1A-dyr4-07_GL0098656,1
gene_3720417,1
5-8_GL0062282,1
1A-dyr2-07_GL0065623,1
gene_1373116,1
Group2-3A_GL0158737,1
NZ_RAYO01000004.1_cds_WP_120394324.1_1654,1
gene_2860247,1
gene_4040375,1
5-1_GL0043668,1
11_GL0074661,1
1A-dyr3-06_GL0001994,1
OB-1_11_GL0050695,1
Food_9_GL0454673,1
42_GL0078463,1
11_GL0059201,1
gene_1748264,1
6-5_GL0135941,1
gene_3027654,1
10_GL0061152,1
Chow_4_GL0252169,1
6-6_GL0004066,1
Food_10_GL0064541,1
3-3_GL0012671,1
5-2_GL0009536,1
gene_4509438,1
gene_4068008,1
gene_1082408,1
HF-S_14_GL0192848,1
Chow_1_GL0202143,1
gene_3367109,1
1-8_GL0096738,1
S-Fe18_GL0000815,1
gene_4313855,1
1-4_GL0011184,1
2A-dyr13-07_GL0001370,1
48_GL0070736,1
3-7_GL0079393,1
Chow_6_GL0114416,1
gene_977590,1
Food_9_GL0187058,1
S-Fe10_GL0036961,1
gene_2373347,1
gene_4389605,1
HF-S_6_GL0037905,1
S-Fe7_GL0234829,1
OB-1_3_GL0352641,1
gene_3032965,1
11_GL0053766,1
23_GL0022249,1
G1-5A_GL0152658,1
1A-dyr4-07_GL0033464,1
42_GL0093015,1
gene_2056588,1
4-1_GL0001216,1
2A-dyr16-06_GL0011937,1
6-4_GL0095867,1
4-5_GL0050249,1
10_GL0035777,1
DSM22607_4_GL0342406,1
NZ_KB822443.1_cds_WP_004070583.1_1164,1
HF-S_14_GL0211870,1
gene_3521649,1
1-1_GL0079767,1
1A-dyr2-07_GL0034118,1
42_GL0101592,1
1-6_GL0008771,1
3-3_GL0033464,1
gene_2044068,1
HF-F_4_GL0014088,1
G1-7A_GL0141007,1
gene_4362623,1
gene_2523772,1
Chow_1_GL0273798,1
HF-S_3_GL0158656,1
AF73-05_13_GL0001871,1
41_GL0044642,1
DSM22607_4_GL0296122,1
7-8_GL0098983,1
Food_5_GL0315856,1
5-1_GL0054399,1
DSM22607_4_GL0348663,1
8_GL0173065,1
Chow_8_GL0230471,1
Group2-3A_GL0004861,1
3-5_GL0016591,1
10_GL0013885,1
45_GL0002377,1
gene_1323673,1
8-5_GL0067627,1
DSM22607_2_GL0274672,1
OB-1_4_GL0365406,1
32_GL0130884,1
S-Fe2_GL0038998,1
gene_3052587,1
gene_2108939,1
2-2_GL0151991,1
NZ_RAZE01000008.1_cds_WP_120398922.1_3688,1
Group2-7A_GL0042828,1
gene_4048208,1
10_GL0063495,1
13_GL0090953,1
