OTU,Kingdom,Phylum,Class,Order,Family,Genus
Otu619,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,
Otu620,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu621,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu622,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu623,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae XPB1014 group
Otu624,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,uncultured
Otu625,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,
Otu626,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu627,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu628,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
Otu629,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,uncultured
Otu630,Unclassified,NA,NA,NA,NA,
Otu631,Unclassified,NA,NA,NA,NA,
Otu632,Unclassified,NA,NA,NA,NA,
Otu633,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,
Otu634,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,NA,
Otu635,Unclassified,NA,NA,NA,NA,
Otu636,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu637,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu638,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu639,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio
Otu640,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
Otu641,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu642,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu643,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium
Otu644,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu645,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu646,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella
Otu647,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu648,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,
Otu649,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter
Otu650,Bacteria,Firmicutes,NA,NA,NA,
Otu651,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
Otu652,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,
Otu653,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu654,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,
Otu655,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu656,Unclassified,NA,NA,NA,NA,
Otu657,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
Otu658,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu659,Unclassified,NA,NA,NA,NA,
Otu660,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas
Otu661,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu662,Unclassified,NA,NA,NA,NA,
Otu663,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu664,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,NA,
Otu665,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,uncultured
Otu666,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,uncultured
Otu667,Unclassified,NA,NA,NA,NA,
Otu668,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,
Otu669,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas
Otu670,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,
Otu671,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu672,Unclassified,NA,NA,NA,NA,
Otu673,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,
Otu674,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,
Otu675,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,
Otu676,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Howardella
Otu677,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu678,Unclassified,NA,NA,NA,NA,
Otu679,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,
Otu680,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu681,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu682,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,
Otu683,Unclassified,NA,NA,NA,NA,
Otu684,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,
Otu685,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu686,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,uncultured
Otu687,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu688,Unclassified,NA,NA,NA,NA,
Otu689,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-008
Otu690,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu691,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu692,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,
Otu693,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu694,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,
Otu695,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu696,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,
Otu697,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea
Otu698,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,uncultured
Otu699,Unclassified,NA,NA,NA,NA,
Otu700,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu701,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu702,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
Otu703,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu704,Unclassified,NA,NA,NA,NA,
Otu705,Unclassified,NA,NA,NA,NA,
Otu706,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,
Otu707,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,
Otu708,Unclassified,NA,NA,NA,NA,
Otu709,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia
Otu710,Unclassified,NA,NA,NA,NA,
Otu711,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
Otu712,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu713,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas
Otu714,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,uncultured
Otu715,Bacteria,Firmicutes,NA,NA,NA,
Otu716,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas
Otu717,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu718,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu719,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,uncultured
Otu720,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu721,Unclassified,NA,NA,NA,NA,
Otu722,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu723,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu724,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu725,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu726,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
Otu727,Unclassified,NA,NA,NA,NA,
Otu728,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu729,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,
Otu730,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,
Otu731,Unclassified,NA,NA,NA,NA,
Otu732,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,
Otu733,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,[Eubacterium] siraeum group
Otu734,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu735,Bacteria,NA,NA,NA,NA,
Otu736,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu737,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,[Eubacterium] siraeum group
Otu738,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu739,Unclassified,NA,NA,NA,NA,
Otu740,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu741,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu742,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,
Otu743,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
Otu744,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,
Otu745,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu746,Unclassified,NA,NA,NA,NA,
Otu747,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,NA,
Otu748,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Finegoldia
Otu749,Unclassified,NA,NA,NA,NA,
Otu750,Unclassified,NA,NA,NA,NA,
Otu751,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,uncultured
Otu752,Unclassified,NA,NA,NA,NA,
Otu753,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
Otu754,Unclassified,NA,NA,NA,NA,
Otu755,Unclassified,NA,NA,NA,NA,
Otu756,Unclassified,NA,NA,NA,NA,
Otu757,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu758,Unclassified,NA,NA,NA,NA,
Otu759,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum
Otu760,Unclassified,NA,NA,NA,NA,
Otu761,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,NA,
Otu762,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu763,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,
Otu764,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,
Otu765,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu766,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu767,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu768,Unclassified,NA,NA,NA,NA,
Otu769,Unclassified,NA,NA,NA,NA,
Otu770,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,
Otu771,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu772,Unclassified,NA,NA,NA,NA,
Otu773,Unclassified,NA,NA,NA,NA,
Otu774,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu775,Unclassified,NA,NA,NA,NA,
Otu776,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] oxidoreducens group
Otu777,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
Otu778,Unclassified,NA,NA,NA,NA,
Otu779,Unclassified,NA,NA,NA,NA,
Otu780,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-001
Otu781,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu782,Unclassified,NA,NA,NA,NA,
Otu783,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,
Otu784,Unclassified,NA,NA,NA,NA,
Otu785,Unclassified,NA,NA,NA,NA,
Otu786,Unclassified,NA,NA,NA,NA,
Otu787,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Sanguibacteroides
Otu788,Unclassified,NA,NA,NA,NA,
Otu789,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu790,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus Saccharimonas
Otu791,Unclassified,NA,NA,NA,NA,
Otu792,Unclassified,NA,NA,NA,NA,
Otu793,Unclassified,NA,NA,NA,NA,
Otu794,Unclassified,NA,NA,NA,NA,
Otu795,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
Otu796,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Eggerthella
Otu797,Unclassified,NA,NA,NA,NA,
Otu798,Unclassified,NA,NA,NA,NA,
Otu799,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu800,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu801,Unclassified,NA,NA,NA,NA,
Otu802,Unclassified,NA,NA,NA,NA,
Otu803,Unclassified,NA,NA,NA,NA,
Otu804,Unclassified,NA,NA,NA,NA,
Otu805,Unclassified,NA,NA,NA,NA,
Otu806,Unclassified,NA,NA,NA,NA,
Otu807,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu808,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu809,Bacteria,NA,NA,NA,NA,
Otu810,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
Otu811,Unclassified,NA,NA,NA,NA,
Otu812,Unclassified,NA,NA,NA,NA,
Otu813,Unclassified,NA,NA,NA,NA,
Otu814,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium
Otu815,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,Victivallis
Otu816,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu817,Unclassified,NA,NA,NA,NA,
Otu818,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu819,Unclassified,NA,NA,NA,NA,
Otu820,Unclassified,NA,NA,NA,NA,
Otu821,Unclassified,NA,NA,NA,NA,
Otu822,Unclassified,NA,NA,NA,NA,
Otu823,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea
Otu824,Unclassified,NA,NA,NA,NA,
Otu825,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Otu826,Unclassified,NA,NA,NA,NA,
Otu827,Bacteria,Bacteroidota,Bacteroidia,NA,NA,
Otu828,Unclassified,NA,NA,NA,NA,
Otu829,Unclassified,NA,NA,NA,NA,
Otu830,Unclassified,NA,NA,NA,NA,
Otu831,Unclassified,NA,NA,NA,NA,
Otu832,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu833,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu834,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu835,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu836,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
Otu837,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu838,Unclassified,NA,NA,NA,NA,
Otu839,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,
Otu840,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella
Otu841,Unclassified,NA,NA,NA,NA,
Otu842,Unclassified,NA,NA,NA,NA,
Otu843,Unclassified,NA,NA,NA,NA,
Otu844,Bacteria,NA,NA,NA,NA,
Otu845,Bacteria,NA,NA,NA,NA,
Otu846,Unclassified,NA,NA,NA,NA,
Otu847,Unclassified,NA,NA,NA,NA,
Otu848,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
Otu849,Unclassified,NA,NA,NA,NA,
Otu850,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
Otu851,Bacteria,NA,NA,NA,NA,
Otu852,Unclassified,NA,NA,NA,NA,
Otu853,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu854,Unclassified,NA,NA,NA,NA,
Otu855,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
Otu856,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu857,Unclassified,NA,NA,NA,NA,
Otu858,Unclassified,NA,NA,NA,NA,
Otu859,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu860,Unclassified,NA,NA,NA,NA,
Otu861,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu862,Unclassified,NA,NA,NA,NA,
Otu863,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,uncultured
Otu864,Unclassified,NA,NA,NA,NA,
Otu865,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu866,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,
Otu867,Unclassified,NA,NA,NA,NA,
Otu868,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Otu869,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,
Otu870,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,
Otu871,Unclassified,NA,NA,NA,NA,
Otu872,Unclassified,NA,NA,NA,NA,
Otu873,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,
Otu874,Unclassified,NA,NA,NA,NA,
Otu875,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus
Otu876,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu877,Unclassified,NA,NA,NA,NA,
Otu878,Unclassified,NA,NA,NA,NA,
Otu879,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu880,Unclassified,NA,NA,NA,NA,
Otu881,Unclassified,NA,NA,NA,NA,
Otu882,Unclassified,NA,NA,NA,NA,
Otu883,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 13
Otu884,Bacteria,Firmicutes,NA,NA,NA,
Otu885,Unclassified,NA,NA,NA,NA,
Otu886,Unclassified,NA,NA,NA,NA,
Otu887,Unclassified,NA,NA,NA,NA,
Otu888,Unclassified,NA,NA,NA,NA,
Otu889,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu890,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Negativibacillus
Otu891,Unclassified,NA,NA,NA,NA,
Otu892,Unclassified,NA,NA,NA,NA,
Otu893,Unclassified,NA,NA,NA,NA,
Otu894,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,
Otu895,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,Peptococcus
Otu896,Unclassified,NA,NA,NA,NA,
Otu897,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
Otu898,Unclassified,NA,NA,NA,NA,
Otu899,Unclassified,NA,NA,NA,NA,
Otu900,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus
Otu901,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
Otu902,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
Otu903,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,
Otu904,Bacteria,Bacteroidota,Bacteroidia,NA,NA,
Otu905,Unclassified,NA,NA,NA,NA,
Otu906,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella
Otu907,Unclassified,NA,NA,NA,NA,
Otu908,Unclassified,NA,NA,NA,NA,
Otu909,Unclassified,NA,NA,NA,NA,
Otu910,Unclassified,NA,NA,NA,NA,
Otu911,Unclassified,NA,NA,NA,NA,
Otu912,Bacteria,Firmicutes,Clostridia,NA,NA,
Otu913,Unclassified,NA,NA,NA,NA,
Otu914,Unclassified,NA,NA,NA,NA,
Otu915,Unclassified,NA,NA,NA,NA,
Otu916,Unclassified,NA,NA,NA,NA,
Otu917,Unclassified,NA,NA,NA,NA,
Otu918,Unclassified,NA,NA,NA,NA,
Otu919,Unclassified,NA,NA,NA,NA,
Otu920,Unclassified,NA,NA,NA,NA,
Otu921,Unclassified,NA,NA,NA,NA,
Otu922,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu923,Unclassified,NA,NA,NA,NA,
Otu924,Unclassified,NA,NA,NA,NA,
Otu925,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu926,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu927,Unclassified,NA,NA,NA,NA,
Otu928,Unclassified,NA,NA,NA,NA,
Otu929,Unclassified,NA,NA,NA,NA,
Otu930,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,
Otu931,Unclassified,NA,NA,NA,NA,
Otu932,Unclassified,NA,NA,NA,NA,
Otu933,Bacteria,Firmicutes,NA,NA,NA,
Otu934,Unclassified,NA,NA,NA,NA,
Otu935,Unclassified,NA,NA,NA,NA,
Otu936,Unclassified,NA,NA,NA,NA,
Otu937,Unclassified,NA,NA,NA,NA,
Otu938,Unclassified,NA,NA,NA,NA,
Otu939,Unclassified,NA,NA,NA,NA,
Otu940,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu941,Unclassified,NA,NA,NA,NA,
Otu942,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,
Otu943,Unclassified,NA,NA,NA,NA,
Otu944,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Otu945,Unclassified,NA,NA,NA,NA,
Otu946,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,
Otu947,Unclassified,NA,NA,NA,NA,
Otu948,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NC2004 group
Otu949,Unclassified,NA,NA,NA,NA,
Otu950,Unclassified,NA,NA,NA,NA,
Otu951,Unclassified,NA,NA,NA,NA,
Otu952,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,
Otu953,Unclassified,NA,NA,NA,NA,
Otu954,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,
Otu955,Unclassified,NA,NA,NA,NA,
Otu956,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,
Otu957,Unclassified,NA,NA,NA,NA,
Otu958,Unclassified,NA,NA,NA,NA,
Otu959,Unclassified,NA,NA,NA,NA,
Otu960,Bacteria,Firmicutes,Clostridia,Oscillospirales,NA,
Otu961,Unclassified,NA,NA,NA,NA,
Otu962,Unclassified,NA,NA,NA,NA,
Otu963,Unclassified,NA,NA,NA,NA,
Otu964,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group
Otu965,Unclassified,NA,NA,NA,NA,
Otu966,Unclassified,NA,NA,NA,NA,
Otu967,Unclassified,NA,NA,NA,NA,
Otu968,Bacteria,NA,NA,NA,NA,
Otu969,Unclassified,NA,NA,NA,NA,
Otu970,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Candidatus Soleaferrea
Otu971,Unclassified,NA,NA,NA,NA,
Otu972,Unclassified,NA,NA,NA,NA,
Otu973,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
Otu974,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_7
Otu975,Unclassified,NA,NA,NA,NA,
Otu976,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas
Otu977,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-004
Otu978,Unclassified,NA,NA,NA,NA,
Otu979,Unclassified,NA,NA,NA,NA,
Otu980,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,
Otu981,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,uncultured
Otu982,Bacteria,Firmicutes,Bacilli,RF39,NA,
Otu983,Unclassified,NA,NA,NA,NA,
Otu984,Bacteria,Firmicutes,Incertae Sedis,DTU014,NA,
Otu985,Bacteria,Firmicutes,NA,NA,NA,
Otu986,Unclassified,NA,NA,NA,NA,
Otu987,Unclassified,NA,NA,NA,NA,
Otu988,Unclassified,NA,NA,NA,NA,
Otu989,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,
Otu990,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011
Otu991,Unclassified,NA,NA,NA,NA,
Otu992,Unclassified,NA,NA,NA,NA,
Otu993,Unclassified,NA,NA,NA,NA,
Otu994,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu995,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium
Otu996,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella
Otu997,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,
Otu998,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,NA,
Otu999,Unclassified,NA,NA,NA,NA,
Otu1000,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella
